,mp-ps-p-hi-org-obj,mp-ps-p-hi-nrm-obj,mp-ps-p-hi-obj,mp-ps-p-hi-diff,mp-ps-p-hi-freq,mp-ps-p-low-org-obj,mp-ps-p-low-nrm-obj,mp-ps-p-low-obj,mp-ps-p-low-diff,mp-ps-p-low-freq,mp-ps-p-mid-org-obj,mp-ps-p-mid-nrm-obj,mp-ps-p-mid-obj,mp-ps-p-mid-diff,mp-ps-p-mid-freq
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s6,19 4 4195 25216 0 11343 -250,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,723,19 4 4195 25216 0 11343 -250,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,723,19 4 4195 25216 0 11343 -250,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,723
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s1,16 5 2516 20219 0 7317 -236,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,339,16 5 2516 20219 0 7317 -236,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,339,16 5 2516 20219 0 7317 -236,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,339
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s3,0 0 0 0 0 127 -19,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0,157,0 0 0 0 0 114 -35,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,186,0 0 0 0 0 114 -35,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,186
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s5,0 0 29 55 2 426 3,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,2042,0 0 29 55 2 433 3,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0,2029,0 0 29 55 2 427 2,0.0 0.0 0.0 0.0 0.0 0.14285714285714285 0.0,1.4285714285714284,0,2041
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s9,0 0 0 0 0 85 -54,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,74,0 0 0 0 0 85 -54,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,74,0 0 0 0 0 85 -54,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,74
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s7,23 8 4323 26403 0 11491 -271,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,86,23 8 4323 26403 0 11491 -271,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,86,23 8 4323 26403 0 11491 -271,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,86
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s4,10 4 1365 13611 0 4180 -94,0.0 0.0 0.0 1.0 0.0 0.0 0.8,1000.8,0,529,10 4 1365 13611 0 4180 -93,0.0 0.0 0.0 1.0 0.0 0.0 1.0,1001.0,0,528,10 4 1369 13536 0 4183 -98,0.0 0.0 1.0 0.0 0.0 1.0 0.0,10010.0,0,499
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s1,0 0 4020 22650 0 10848 -199,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,179,0 0 4020 22719 0 10848 -202,0.0 0.0 0.0 1.0 0.0 0.0 0.0,1000.0,0,174,0 0 4020 22650 0 10848 -199,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,179
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s7,0 0 0 0 0 75 -58,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,95,0 0 0 0 0 75 -58,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,95,0 0 0 0 0 79 -59,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0,91
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s0,2 102 6 43 3 229 0,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,3359,2 102 7 54 6 229 -1,0.0 0.0 0.3333333333333333 1.0 1.0 0.0 0.0,4433.333333333333,0,3307,2 102 9 43 3 230 -1,0.0 0.0 1.0 0.0 0.0 1.0 0.0,10010.0,0,3293
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s3,0 0 2250 17689 0 6778 -160,0.0 0.0 1.0 1.0 0.0 1.0 0.0,11010.0,0,147,0 0 2249 17668 0 6761 -157,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,156,0 0 2250 17689 0 6778 -160,0.0 0.0 1.0 1.0 0.0 1.0 0.0,11010.0,0,147
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s1,0 0 1401 12795 0 4350 -117,0.0 0.0 1.0 1.0 0.0 1.0 1.0,11011.0,0,197,0 0 1384 12744 2 4257 -118,0.0 0.0 0.0 0.0 1.0 0.0 0.5,100.5,0,251,0 0 1385 12744 2 4287 -119,0.0 0.0 0.058823529411764705 0.0 1.0 0.3225806451612903 0.0,691.46110056926,0,238
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s6,5 1 607 7872 0 2059 -59,0.0 0.0 0.0 0.0 0.0 1.0 0.25,10.25,0,1099,5 1 607 7872 0 2055 -56,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,1107,5 1 607 8358 0 2056 -60,0.0 0.0 0.0 1.0 0.0 0.25 0.0,1002.5,0,1053
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s8,14 169 22 63 5 472 7,0.0 0.0 0.0 1.0 1.0 0.0 1.0,1101.0,0,1928,14 169 25 62 5 472 0,0.0 0.0 1.0 0.5 1.0 0.0 0.0,10600.0,0,1867,14 169 25 61 4 472 3,0.0 0.0 1.0 0.0 0.0 0.0 0.42857142857142855,10000.42857142857,0,1876
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s2,0 0 0 0 0 90 -26,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,160,0 0 0 0 0 90 -25,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,159,0 0 0 0 0 90 -25,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,159
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s2,26 7 4273 25369 0 11434 -201,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,132,26 7 4273 25369 0 11434 -201,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,132,26 7 4273 25369 0 11434 -201,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,132
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s7,0 0 0 0 0 94 -21,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,69,0 0 0 0 0 94 -21,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,69,0 0 0 0 0 94 -21,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,69
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s1,17 177 5 47 3 414 -24,0.0 0.0 1.0 0.0 0.0 0.14285714285714285 1.0,10002.42857142857,0,1807,17 177 4 47 3 413 -29,0.0 0.0 0.0 0.0 0.0 0.0 0.2857142857142857,0.2857142857142857,0,1828,17 181 4 59 6 420 -31,0.0 1.0 0.0 1.0 1.0 1.0 0.0,101110.0,0,1611
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s9,0 0 0 0 0 119 -20,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0,174,0 0 0 0 0 119 -19,0.0 0.0 0.0 0.0 0.0 1.0 0.25,10.25,0,173,0 0 0 0 0 118 -16,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,175
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s4,16 7 2594 20508 0 7505 -227,0.0 0.0 0.0 1.0 0.0 0.0 0.0,1000.0,0,48,16 7 2594 20500 0 7505 -226,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,49,16 7 2594 20508 0 7505 -227,0.0 0.0 0.0 1.0 0.0 0.0 0.0,1000.0,0,48
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s9,0 0 0 0 0 967 -104,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,82,0 0 0 0 0 967 -104,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,82,0 0 0 0 0 967 -104,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,82
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s0,33 116 10172 514 21 7321 -44,0.0 0.0 0.11842105263157894 0.2 0.0 0.35 0.0,1387.7105263157894,0,663,33 116 10163 518 21 7279 -40,0.0 0.0 0.0 1.0 0.0 0.0 1.0,1001.0,0,673,33 117 10239 513 21 7399 -44,0.0 1.0 1.0 0.0 0.0 1.0 0.0,110010.0,0,644
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s8,0 0 0 0 0 416 -116,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,122,0 0 0 0 0 416 -116,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,122,0 0 0 0 0 416 -116,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,122
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s8,0 0 1366 11494 0 4167 -124,0.0 0.0 0.0 1.0 0.0 1.0 1.0,1011.0,0,301,0 0 1366 11494 0 4160 -127,0.0 0.0 0.0 1.0 0.0 0.125 0.0,1001.25,0,307,0 0 1366 11450 0 4159 -126,0.0 0.0 0.0 0.0 0.0 0.0 0.3333333333333333,0.3333333333333333,0,319
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s1,11 79 0 19 5 261 -27,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,4015,11 80 0 19 5 268 -26,0.0 1.0 0.0 0.0 0.0 0.3333333333333333 0.5,100003.83333333333,0,3835,12 80 1 19 5 282 -25,1.0 1.0 1.0 0.0 0.0 1.0 1.0,1110011.0,0,3627
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s5,27 355 23 94 16 1518 -58,0.0 0.0 0.0 0.0 0.5 1.0 1.0,61.0,0,852,27 355 23 98 17 1504 -59,0.0 0.0 0.0 0.17391304347826086 1.0 0.0 0.75,274.6630434782609,0,829,27 356 24 117 15 1511 -62,0.0 1.0 1.0 1.0 0.0 0.5 0.0,111005.0,0,636
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s6,0 1 102 1357 2 783 26,0.0 0.0 1.0 1.0 0.0 1.0 0.7142857142857143,11010.714285714286,0,2624,0 1 98 1239 2 762 21,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,2879,0 1 98 1239 2 782 28,0.0 0.0 0.0 0.0 0.0 0.9523809523809523 1.0,10.523809523809524,0,2824
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s4,10 86 2 22 0 265 -29,0.0 0.0 0.0 0.09090909090909091 0.0 0.0 0.5,91.4090909090909,0,3745,10 86 2 21 0 268 -26,0.0 0.0 0.0 0.0 0.0 0.12 1.0,2.2,0,3849,10 86 2 32 1 290 -32,0.0 0.0 0.0 1.0 1.0 1.0 0.0,1110.0,0,3387
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s0,0 0 2294 17972 0 6868 -132,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,199,0 0 2294 17972 0 6868 -132,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,199,0 0 2294 17972 0 6868 -132,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,199
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s9,22 5 2409 20118 0 7264 -211,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,417,22 5 2409 20118 0 7264 -212,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,418,22 5 2409 20118 0 7264 -212,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,418
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s4,9 2 595 8025 0 2073 -44,0.0 0.0 1.0 1.0 0.0 1.0 0.6666666666666666,11010.666666666666,0,690,9 2 594 7958 0 2061 -42,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,731,9 2 594 8021 0 2064 -48,0.0 0.0 0.0 0.9402985074626866 0.0 0.25 0.0,942.7985074626866,0,723
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s3,18 1 1414 14517 0 4341 -97,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,404,18 1 1414 14517 0 4341 -97,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,404,18 1 1414 14517 0 4341 -97,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,404
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s2,34 346 44 121 7 1475 -103,0.0 1.0 1.0 1.0 0.0 1.0 1.0,111011.0,0,822,35 345 26 104 7 1473 -111,1.0 0.8333333333333334 0.0 0.22727272727272727 0.0 0.0 0.0,1083560.606060606,0,612,35 340 26 99 7 1474 -110,1.0 0.0 0.0 0.0 0.0 0.5 0.125,1000005.125,0,807
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s7,0 0 0 0 0 164 -110,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,91,0 0 0 0 0 164 -110,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,91,0 0 0 0 0 164 -110,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,91
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s6,16 3 2417 19382 0 7170 -186,0.0 0.0 0.0 1.0 0.0 1.0 1.0,1011.0,0,828,16 3 2417 19333 0 7159 -187,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,837,16 3 2417 19333 0 7159 -187,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,837
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s5,0 0 3677 22273 2 10418 -208,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,218,0 0 3705 22579 3 10437 -212,0.0 0.0 1.0 1.0 1.0 1.0 0.0,11110.0,0,196,0 0 3684 22562 3 10419 -211,0.0 0.0 0.25 0.9444444444444444 1.0 0.05263157894736842 0.25,3545.220760233918,0,207
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s2,0 0 593 7015 0 2050 -27,0.0 0.0 0.0 1.0 0.0 0.0 1.0,1001.0,0,549,0 0 602 6899 0 2063 -39,0.0 0.0 1.0 0.0 0.0 1.0 0.0,10010.0,0,512,0 0 602 6899 0 2063 -39,0.0 0.0 1.0 0.0 0.0 1.0 0.0,10010.0,0,512
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s3,0 0 0 0 0 122 -37,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,85,0 0 0 0 0 122 -37,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,85,0 0 0 0 0 122 -37,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,85
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s5,9 3 580 7547 0 2061 -10,0.0 0.0 1.0 0.4791666666666667 0.0 1.0 0.0,10489.166666666666,0,865,9 3 572 7524 0 2049 -9,0.0 0.0 0.0 0.0 0.0 0.14285714285714285 1.0,2.4285714285714284,0,957,9 3 575 7572 0 2047 -9,0.0 0.0 0.375 1.0 0.0 0.0 1.0,4751.0,0,927
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s0,7 11 1386 14763 1 4323 -131,0.0 1.0 0.0 0.0 0.0 0.0 1.0,100001.0,0,1202,7 10 1422 14899 1 4400 -131,0.0 0.0 1.0 1.0 0.0 1.0 1.0,11011.0,0,1386,7 10 1419 14841 1 4400 -133,0.0 0.0 0.9166666666666666 0.5735294117647058 0.0 1.0 0.0,9750.196078431372,0,1414
resolved-c28d-comp-ps/resolved-c28d-3600-1st/nsp-n30-d28-r0.10-rp2-fp2-s2,0 0 0 0 0 181 -85,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,73,0 0 0 0 0 181 -85,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,73,0 0 0 0 0 181 -85,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,73
resolved-c28d-comp-ps/resolved-c28d-3600-1st/nsp-n50-d28-r0.10-rp2-fp2-s8,31 167 7925 291 10 6688 -82,0.0 0.0 0.3189873417721519 1.0 0.0 0.8561151079136691 0.0,4198.434568800656,0,565,31 167 7799 281 11 6569 -82,0.0 0.0 0.0 0.0 1.0 0.0 0.0,100.0,0,614,33 167 8194 291 10 6708 -76,1.0 0.0 1.0 1.0 0.0 1.0 1.0,1011011.0,0,508
resolved-c28d-comp-ps/resolved-c28d-3600-1st/nsp-n50-d28-r0.10-rp2-fp2-s3,27 5 4146 24307 1 11243 -231,0.0 0.0 0.0 1.0 1.0 0.625 0.0,1106.25,0,489,27 5 4150 24277 1 11249 -231,0.0 0.0 1.0 0.23076923076923078 1.0 1.0 0.0,10340.76923076923,0,478,27 5 4146 24268 0 11233 -227,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,495
resolved-c28d-comp-ps/resolved-c28d-3600-1st/nsp-n10-d28-r0.10-rp0-fp0-s8,12 97 418 77 3 373 -2,0.0 0.0 0.0 0.0 0.0 1.0 0.6666666666666666,10.666666666666666,0,3673,12 97 418 80 4 355 -1,0.0 0.0 0.0 1.0 1.0 0.0 1.0,1101.0,0,3569,12 97 418 80 3 355 -4,0.0 0.0 0.0 1.0 0.0 0.0 0.0,1000.0,0,3603
resolved-c28d-comp-ps/resolved-c28d-3600-1st/nsp-n30-d28-r0.10-rp2-fp2-s5,0 0 1283 12050 1 3958 -87,0.0 0.0 1.0 1.0 1.0 0.16666666666666666 1.0,11102.666666666666,0,272,0 0 1280 11839 0 3956 -88,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,302,0 0 1280 11839 0 3968 -87,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0,298
resolved-c28d-comp-ps/resolved-c28d-3600-1st/nsp-n30-d28-r0.10-rp2-fp2-s9,28 240 0 63 6 644 -89,0.0 0.0 0.0 0.0 0.0 0.0 0.25,0.25,0,703,28 240 0 63 6 650 -86,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0,698,28 240 0 63 6 644 -90,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,704
resolved-c28d-comp-ps/resolved-c28d-3600-1st/nsp-n40-d28-r0.10-rp2-fp2-s7,15 4 2418 20025 0 7219 -166,0.0 0.0 0.0 0.0 0.0 0.0 0.8,0.8,0,342,15 4 2418 20025 0 7219 -165,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,341,15 4 2482 20052 0 7332 -170,0.0 0.0 1.0 1.0 0.0 1.0 0.0,11010.0,0,302
resolved-c28d-comp-ps/resolved-c28d-3600-1st/nsp-n50-d28-r0.10-rp2-fp2-s4,17 10 4051 24198 0 10965 -195,0.0 0.0 0.0 0.6483516483516484 0.0 0.0 0.0,648.3516483516484,0,567,17 10 4092 24262 0 11042 -193,0.0 0.0 1.0 1.0 0.0 1.0 0.5,11010.5,0,463,17 10 4092 24080 0 11036 -191,0.0 0.0 1.0 0.0 0.0 0.922077922077922 1.0,10010.22077922078,0,479
resolved-c28d-comp-ps/resolved-c28d-3600-1st/nsp-n30-d28-r0.10-rp2-fp2-s6,18 125 2527 240 25 1901 36,0.0 0.0 1.0 0.0 0.0 1.0 1.0,10011.0,0,1149,18 125 2463 242 26 1901 33,0.0 0.0 0.20987654320987653 1.0 1.0 1.0 0.0,3208.7654320987654,0,1188,18 125 2446 242 26 1900 35,0.0 0.0 0.0 1.0 1.0 0.0 0.6666666666666666,1100.6666666666667,0,1237
resolved-c28d-comp-ps/resolved-c28d-3600-1st/nsp-n20-d28-r0.10-rp2-fp2-s0,0 0 0 0 0 102 -24,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,71,0 0 0 0 0 102 -24,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,71,0 0 0 0 0 102 -24,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,71
resolved-c28d-comp-ps/resolved-c28d-3600-1st/nsp-n50-d28-r0.10-rp2-fp2-s6,19 4 4274 25714 1 11442 -255,0.0 0.0 1.0 1.0 1.0 1.0 0.1,11110.1,0,443,19 4 4195 25233 0 11343 -246,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,717,19 4 4195 25336 0 11355 -256,0.0 0.0 0.0 0.21413721413721415 0.0 0.12121212121212122 0.0,215.34933534933538,0,715
