,mp-ps-p-hi-org-obj,mp-ps-p-hi-nrm-obj,mp-ps-p-hi-obj,mp-ps-p-hi-diff,mp-ps-p-hi-freq,mp-ps-p-low-org-obj,mp-ps-p-low-nrm-obj,mp-ps-p-low-obj,mp-ps-p-low-diff,mp-ps-p-low-freq,mp-ps-p-mid-org-obj,mp-ps-p-mid-nrm-obj,mp-ps-p-mid-obj,mp-ps-p-mid-diff,mp-ps-p-mid-freq
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n50-d28-r0.10-rp2-fp2-s2,0 3 3 4 0 839 -37,0.0 0.0 0.0 0.16666666666666666 0.0 0.4845814977973568 0.41025641025641024,171.92273805489663,0,24131,0 3 3 0 0 509 -85,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,24819,0 3 3 24 1 1190 32,0.0 0.0 0.0 1.0 1.0 1.0 1.0,1111.0,0,23366
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n10-d28-r0.10-rp0-fp0-s7,0 0 0 0 0 90 -21,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,99,0 0 0 0 0 90 -21,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,99,0 0 0 0 0 90 -21,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,99
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n20-d28-r0.10-rp2-fp2-s1,0 1 22 72 6 584 25,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,63491,0 1 23 88 7 605 46,0.0 0.0 0.009009009009009009 0.1095890410958904 0.01639344262295082 0.03482587064676617 1.0,202.66673415474327,0,63223,0 1 133 218 67 1187 41,0.0 0.0 1.0 1.0 1.0 1.0 0.7619047619047619,11110.761904761905,0,52560
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n10-d28-r0.10-rp0-fp0-s9,0 0 0 0 0 85 -39,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,204,0 0 0 0 0 85 -39,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,204,0 0 0 0 0 85 -39,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,204
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n40-d28-r0.10-rp2-fp2-s4,0 3 303 386 74 2710 3,0.0 0.0 1.0 1.0 1.0 1.0 1.0,11111.0,0,40257,0 3 4 300 36 1401 0,0.0 0.0 0.0 0.0 0.0 0.0 0.9230769230769231,0.9230769230769231,0,44806,0 3 45 379 48 1884 -36,0.0 0.0 0.13712374581939799 0.9186046511627907 0.3157894736842105 0.3689839572192513 0.0,2325.110896297384,0,43879
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n50-d28-r0.10-rp2-fp2-s9,0 0 0 0 0 404 -157,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0,223,0 0 0 0 0 304 -141,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,243,0 0 0 0 0 404 -157,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0,223
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n50-d28-r0.10-rp2-fp2-s0,1 378 2707 1633 308 5349 38,0.0 0.0 0.0 1.0 0.0 0.0 1.0,1001.0,0,19924,1 378 2837 1500 316 5465 27,0.0 0.0 1.0 0.0 1.0 1.0 0.0,10110.0,0,19797,1 378 2837 1500 316 5465 27,0.0 0.0 1.0 0.0 1.0 1.0 0.0,10110.0,0,19797
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n40-d28-r0.10-rp2-fp2-s8,0 0 0 0 0 329 -158,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0,217,0 0 0 0 0 329 -158,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0,217,0 0 0 0 0 308 -96,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,220
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n30-d28-r0.10-rp2-fp2-s8,0 0 2 169 19 763 -32,0.0 0.0 0.0 1.0 1.0 1.0 1.0,1111.0,0,17451,0 0 2 2 0 157 -106,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,20213,0 0 2 2 0 157 -106,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,20213
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n10-d28-r0.10-rp0-fp0-s1,0 1 0 0 0 89 -24,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,37151,0 1 0 0 0 89 -21,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,37150,0 1 0 0 0 89 -24,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,37151
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n40-d28-r0.10-rp2-fp2-s5,0 475 925 884 152 1624 46,0.0 1.0 1.0 0.0 1.0 0.0 1.0,110101.0,0,27631,0 464 886 916 134 1727 20,0.0 0.0 0.13333333333333333 0.47761194029850745 0.0 1.0 0.23529411764705882,1821.1805677494879,0,28282,0 464 880 951 147 1684 12,0.0 0.0 0.0 1.0 0.7222222222222222 0.5825242718446602 0.0,1078.0474649406688,0,28351
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n10-d28-r0.10-rp0-fp0-s6,0 1 2 0 0 95 -23,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,16198,0 1 2 0 0 95 -23,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,16198,0 1 2 0 0 95 -23,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,16198
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n10-d28-r0.10-rp0-fp0-s4,0 1 0 0 0 108 -26,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,34940,0 1 0 0 0 108 -26,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,34940,0 1 0 0 0 110 -28,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0,34937
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n40-d28-r0.10-rp2-fp2-s0,0 0 0 1 0 308 -79,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0,8351,0 0 0 1 0 307 -64,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,8352,0 0 0 1 0 307 -64,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,8352
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n40-d28-r0.10-rp2-fp2-s9,0 1 0 4 0 333 -95,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,44953,0 1 0 7 0 557 -61,0.0 0.0 0.0 0.0049261083743842365 0.0 0.0547008547008547 0.2518518518518518,5.724968773244635,0,44639,0 1 1218 613 207 4428 40,0.0 0.0 1.0 1.0 1.0 1.0 1.0,11111.0,0,40760
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n20-d28-r0.10-rp2-fp2-s4,0 1 0 0 0 93 -33,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,34569,0 1 0 0 0 93 -33,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,34569,0 1 0 0 0 93 -33,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,34569
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n30-d28-r0.10-rp2-fp2-s3,0 2 0 2 0 163 -28,0.0 0.0 0.0 0.0 0.0 0.0 0.9818181818181818,0.9818181818181818,0,47908,0 2 0 2 0 172 -82,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0,47881,0 2 0 2 0 163 -27,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,47907
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n40-d28-r0.10-rp2-fp2-s2,5 488 698 906 149 1795 84,1.0 1.0 1.0 0.0 0.0 0.0392156862745098 1.0,1110001.3921568627,0,25992,4 472 698 931 159 1844 70,0.0 0.1111111111111111 1.0 0.8064516129032258 1.0 1.0 0.0,22027.562724014337,0,26850,4 470 685 937 157 1793 73,0.0 0.0 0.0 1.0 0.8 0.0 0.21428571428571427,1080.2142857142858,0,27039
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n30-d28-r0.10-rp2-fp2-s7,0 0 0 0 0 132 -87,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,133,0 0 0 0 0 132 -87,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,133,0 0 0 0 0 132 -87,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,133
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n40-d28-r0.10-rp2-fp2-s6,0 3 0 0 0 314 -98,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,28909,0 3 0 0 0 314 -98,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,28909,0 3 0 0 0 314 -98,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,28909
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n50-d28-r0.10-rp2-fp2-s5,0 0 2 0 0 450 -148,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,12397,0 0 2 0 0 450 -148,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,12397,0 0 2 0 0 450 -148,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,12397
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n20-d28-r0.10-rp2-fp2-s2,0 0 10 0 0 104 -44,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,21907,0 0 10 0 0 104 -43,0.0 0.0 0.0 0.0 0.0 0.0 0.08333333333333333,0.08333333333333333,0,21906,0 0 10 0 0 105 -32,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0,21905
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n20-d28-r0.10-rp2-fp2-s3,0 0 0 0 0 98 -41,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,118,0 0 0 0 0 98 -41,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,118,0 0 0 0 0 98 -41,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,118
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n20-d28-r0.10-rp2-fp2-s5,0 1 60 45 4 648 18,0.0 0.0 1.0 0.0 0.125 1.0 1.0,10023.5,0,94900,0 1 60 45 3 635 13,0.0 0.0 1.0 0.0 0.0 0.9248554913294798 0.0,10009.248554913294,0,95097,0 1 41 65 11 475 16,0.0 0.0 0.0 1.0 1.0 0.0 0.6,1100.6,0,97099
resolved-c28d-comp-ps/resolved-c28d-3600-3rd/nsp-n30-d28-r0.10-rp2-fp2-s0,0 2 2 0 0 175 -80,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0,46603,0 2 2 0 0 165 -54,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,46606,0 2 2 0 0 165 -54,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,46606
