,mp-ps-p-hi-org-obj,mp-ps-p-hi-nrm-obj,mp-ps-p-hi-obj,mp-ps-p-hi-diff,mp-ps-p-hi-freq,mp-ps-p-low-org-obj,mp-ps-p-low-nrm-obj,mp-ps-p-low-obj,mp-ps-p-low-diff,mp-ps-p-low-freq,mp-ps-p-mid-org-obj,mp-ps-p-mid-nrm-obj,mp-ps-p-mid-obj,mp-ps-p-mid-diff,mp-ps-p-mid-freq
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s3,0 0 0 0 0 91 -31,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,193,0 0 0 0 0 91 -31,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,193,0 0 0 0 0 91 -31,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,193
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s5,0 0 2 0 0 129 -23,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,3957,0 0 2 0 0 129 -23,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,3957,0 0 2 0 0 129 -26,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,3958
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s9,0 0 0 0 0 79 -53,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,92,0 0 0 0 0 79 -25,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,89,0 0 0 0 0 79 -52,0.0 0.0 0.0 0.0 0.0 0.0 0.03571428571428571,0.03571428571428571,0,91
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s7,2 16 2573 5889 13 7898 1,0.3333333333333333 0.0 0.0 0.014153511159499184 0.0 0.010882708585247884 0.0,333347.59567157866,0,5516,4 23 2789 7700 13 8716 60,1.0 0.5384615384615384 1.0 1.0 0.0 1.0 1.0,1064857.1538461538,0,4035,1 29 2620 5863 13 7889 3,0.0 1.0 0.2175925925925926 0.0 0.0 0.0 0.03389830508474576,102175.95982423102,0,5631
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s4,0 2 746 1692 110 2335 -12,0.0 0.0 0.0 0.0 1.0 0.0 0.0,100.0,0,9978,0 2 769 1879 108 2369 -3,0.0 0.0 0.19658119658119658 1.0 0.0 0.9444444444444444 0.6428571428571429,2975.8992673992675,0,9540,0 2 863 1871 108 2371 2,0.0 0.0 1.0 0.9572192513368984 0.0 1.0 1.0,10968.2192513369,0,9465
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s1,0 0 1628 2934 58 5990 176,0.0 0.0 0.3877551020408163 0.7388059701492538 1.0 0.20437956204379562 0.0,4718.400786177855,0,2814,0 0 1658 3004 54 6099 179,0.0 0.0 1.0 1.0 0.0 1.0 0.2,11010.2,0,2740,0 0 1609 2736 56 5962 191,0.0 0.0 0.0 0.0 0.5 0.0 1.0,51.0,0,2903
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s7,0 0 0 0 0 61 -22,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,105,0 0 0 0 0 61 -22,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,105,0 0 0 0 0 61 -22,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,105
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s0,0 1 0 8 0 190 -2,0.0 0.0 0.0 1.0 0.0 0.0 1.0,1001.0,0,18585,0 1 0 2 0 220 -16,0.0 0.0 0.0 0.14285714285714285 0.0 1.0 0.3333333333333333,153.1904761904762,0,18752,0 1 0 1 0 193 -23,0.0 0.0 0.0 0.0 0.0 0.1 0.0,1.0,0,18857
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s3,0 0 814 1711 29 3427 113,0.0 0.0 0.631578947368421 0.18333333333333332 1.0 0.5539568345323741 0.043478260869565216,6604.705853623736,0,3793,0 0 790 1700 29 3350 112,0.0 0.0 0.0 0.0 1.0 0.0 0.0,100.0,0,3883,0 0 828 1760 28 3489 135,0.0 0.0 1.0 1.0 0.0 1.0 1.0,11011.0,0,3692
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s1,0 0 753 3744 3 2905 49,0.0 0.0 1.0 1.0 0.0 1.0 0.5,11010.5,0,4799,0 0 619 2683 5 2527 52,0.0 0.0 0.0 0.0 1.0 0.0 1.0,101.0,0,6074,0 0 647 3056 5 2584 46,0.0 0.0 0.208955223880597 0.351555136663525 1.0 0.15079365079365079 0.0,2542.6153119774312,0,5756
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s6,0 0 149 230 1 875 1,0.0 0.0 0.0 0.0 0.0 0.8 1.0,9.0,0,17267,0 0 149 232 1 883 -2,0.0 0.0 0.0 0.019417475728155338 0.0 1.0 0.0,29.41747572815534,0,17199,0 0 165 333 1 843 1,0.0 0.0 1.0 1.0 0.0 0.0 1.0,11001.0,0,16647
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s8,5 224 283 311 27 668 53,0.0 1.0 0.8028169014084507 1.0 0.0 0.85 0.0,109036.6690140845,0,16808,8 159 226 221 27 566 60,1.0 0.0 0.0 0.0 0.0 0.0 1.0,1000001.0,0,16058,5 221 297 311 32 686 53,0.0 0.9538461538461539 1.0 1.0 1.0 1.0 0.0,106494.61538461539,0,16953
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s2,0 0 0 0 0 89 -33,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,163,0 0 0 0 0 89 -33,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,163,0 0 0 0 0 89 -33,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,163
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s2,12 10 3144 12317 4 9327 -23,0.0 0.0 0.0 0.0 1.0 0.0 1.0,101.0,0,5090,13 12 3256 12724 4 9541 -43,0.5 0.5 1.0 0.5285714285714286 1.0 0.8458498023715415 0.13043478260869565,560637.1603613778,0,4759,14 14 3242 13087 3 9580 -46,1.0 1.0 0.875 1.0 0.0 1.0 0.0,1109760.0,0,4360
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s7,0 0 0 0 0 94 -21,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,69,0 0 0 0 0 94 -21,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,69,0 0 0 0 0 94 -21,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,69
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s1,4 130 210 233 63 713 67,0.0 0.1111111111111111 1.0 0.0 0.0 0.7586206896551724 1.0,21119.69731800766,0,16625,4 129 206 235 63 727 63,0.0 0.0 0.3333333333333333 0.09090909090909091 0.0 1.0 0.0,3434.242424242424,0,17243,4 138 204 255 68 669 63,0.0 1.0 0.0 1.0 1.0 0.0 0.0,101100.0,0,15979
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s9,0 0 0 0 0 85 -39,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,204,0 0 0 0 0 85 -39,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,204,0 0 0 0 0 85 -39,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,204
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s4,0 46 1332 2451 47 4172 61,0.0 0.0 0.0 0.004615384615384616 1.0 0.0036900369003690036 1.0,105.6522849843883,0,8164,0 46 1387 2445 45 4171 58,0.0 0.0 1.0 0.0 0.6666666666666666 0.0 0.9142857142857143,10067.580952380951,0,8101,2 48 1332 3745 41 4442 26,1.0 1.0 0.0 1.0 0.0 1.0 0.0,1101010.0,0,5388
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s9,0 0 0 0 0 458 -118,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,204,0 0 0 0 0 458 -118,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,204,0 0 0 0 0 458 -118,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,204
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s0,11 210 3477 1033 398 6494 38,1.0 0.0 0.0 0.0 1.0 1.0 1.0,1000111.0,0,5794,10 289 3558 1055 395 6403 29,0.0 1.0 1.0 1.0 0.0 0.0 0.0,111000.0,0,5854,11 210 3477 1033 398 6494 38,1.0 0.0 0.0 0.0 1.0 1.0 1.0,1000111.0,0,5794
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s8,0 0 0 0 0 376 -88,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,171,0 0 0 0 0 376 -88,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,171,0 0 0 0 0 376 -88,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,171
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s8,0 0 490 1637 17 2302 12,0.0 0.0 1.0 0.0 0.0 1.0 1.0,10011.0,0,5942,0 0 484 1642 17 2280 6,0.0 0.0 0.45454545454545453 0.625 0.0 0.5319148936170213 0.0,5175.773694390715,0,6017,0 0 479 1645 21 2255 8,0.0 0.0 0.0 1.0 1.0 0.0 0.3333333333333333,1100.3333333333333,0,6242
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s1,0 2 43 80 41 511 -4,0.0 0.0 0.0 0.15 0.0 0.0 1.0,151.0,0,30849,0 2 46 77 46 521 -8,0.0 0.0 0.25 0.0 0.19230769230769232 0.11235955056179775 0.5555555555555556,2520.909920291943,0,30619,1 2 55 97 67 600 -13,1.0 0.0 1.0 1.0 1.0 1.0 0.0,1011110.0,0,29811
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s5,13 383 613 373 135 1488 55,0.0 0.0 0.0 1.0 0.0 1.0 1.0,1011.0,0,10449,13 384 613 372 136 1487 53,0.0 0.16666666666666666 0.0 0.875 1.0 0.9 0.8333333333333334,17651.499999999996,0,9972,13 389 628 365 135 1478 43,0.0 1.0 1.0 0.0 0.0 0.0 0.0,110000.0,0,8315
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s6,0 1 2 0 0 100 -22,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,16193,0 1 2 0 0 100 -22,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,16193,0 1 2 0 0 100 -20,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,16192
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s4,0 1 42 59 39 686 -14,0.0 0.0 0.0 0.2463768115942029 0.1 1.0 1.0,267.3768115942029,0,28179,0 1 42 42 57 540 -21,0.0 0.0 0.0 0.0 1.0 0.0 0.0,100.0,0,28823,0 1 51 111 37 577 -15,0.0 0.0 1.0 1.0 0.0 0.2534246575342466 0.8571428571428571,11003.391389432485,0,26779
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s0,0 0 801 1432 44 3276 117,0.0 0.0 0.2621359223300971 0.0 1.0 0.18518518518518517 0.0,2723.2110751528226,0,3759,0 0 774 1433 39 3211 123,0.0 0.0 0.0 0.001692047377326565 0.0 0.0 0.4,2.092047377326565,0,3972,0 0 877 2023 39 3562 132,0.0 0.0 1.0 1.0 0.0 1.0 1.0,11011.0,0,3146
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s9,1 46 1240 3168 25 4356 132,0.0 1.0 0.07352941176470588 0.0 0.0 0.006097560975609756 0.0,100735.35509325682,0,5936,1 46 1235 3171 29 4355 140,0.0 1.0 0.0 0.023622047244094488 0.5714285714285714 0.0 0.8,100081.56490438695,0,5997,2 42 1303 3295 32 4519 142,1.0 0.0 1.0 1.0 1.0 1.0 1.0,1011111.0,0,5867
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s4,0 1 204 499 1 1046 37,0.0 0.0 0.0 1.0 0.0 0.0 0.0,1000.0,0,18211,0 1 204 499 1 1046 37,0.0 0.0 0.0 1.0 0.0 0.0 0.0,1000.0,0,18211,0 1 204 494 1 1061 40,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0,18335
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s3,2 16 823 2678 17 2827 105,0.0 1.0 1.0 1.0 1.0 0.4523809523809524 0.75,111105.27380952382,0,10407,2 14 816 2568 14 2808 102,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,10816,2 16 823 2675 16 2850 106,0.0 1.0 1.0 0.9727272727272728 0.6666666666666666 1.0 1.0,111050.39393939395,0,10433
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s2,20 397 174 276 28 1344 7,0.0 1.0 1.0 1.0 0.8571428571428571 0.9801980198019802 0.96875,111096.48501591232,0,8304,22 341 46 196 22 1245 -24,1.0 0.0 0.0 0.0 0.0 0.0 0.0,1000000.0,0,6245,20 397 174 276 29 1346 8,0.0 1.0 1.0 1.0 1.0 1.0 1.0,111111.0,0,8297
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s7,0 0 0 0 0 148 -119,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,105,0 0 0 0 0 154 -86,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0,101,0 0 0 0 0 148 -119,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,105
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s6,0 16 1519 3420 26 4625 146,0.0 0.0 1.0 0.1393939393939394 0.8 0.7209302325581395 0.07692307692307693,10226.680164796446,0,7163,1 16 1350 3562 22 4637 158,1.0 0.0 0.0 1.0 0.0 1.0 1.0,1001011.0,0,7061,0 16 1504 3397 27 4594 145,0.0 0.0 0.9112426035502958 0.0 1.0 0.0 0.0,9212.426035502958,0,7227
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s5,0 0 2255 7899 13 7595 32,0.0 0.0 0.0 0.0 1.0 0.0 0.5416666666666666,100.54166666666667,0,2988,0 0 2475 8893 11 8117 19,0.0 0.0 1.0 1.0 0.0 1.0 0.0,11010.0,0,2581,0 0 2385 8534 13 7887 43,0.0 0.0 0.5909090909090909 0.6388329979879276 1.0 0.5593869731800766 1.0,6654.517776810637,0,2763
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s2,0 0 138 221 10 823 24,0.0 0.0 0.0 1.0 1.0 1.0 0.3333333333333333,1110.3333333333333,0,10144,0 0 143 208 6 781 28,0.0 0.0 0.8333333333333334 0.4090909090909091 0.2 0.0 1.0,8763.424242424244,0,9614,0 0 144 199 5 789 22,0.0 0.0 1.0 0.0 0.0 0.19047619047619047 0.0,10001.904761904761,0,9568
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s3,0 0 0 0 0 101 -34,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,115,0 0 0 0 0 101 -34,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,115,0 0 0 0 0 101 -34,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,115
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s5,0 11 604 365 102 1386 70,0.0 0.0 1.0 0.0 0.0 1.0 0.0,10010.0,0,15382,0 11 597 367 103 1380 73,0.0 0.0 0.0 0.2222222222222222 0.5 0.0 0.5,272.7222222222222,0,16275,0 11 597 374 104 1386 76,0.0 0.0 0.0 1.0 1.0 1.0 1.0,1111.0,0,16007
resolved-c28d-comp-ps/resolved-c28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s0,0 12 1075 6659 3 3369 20,0.0 1.0 1.0 1.0 0.0 1.0 1.0,111011.0,0,9305,0 11 1020 6594 4 3277 19,0.0 0.0 0.017857142857142856 0.015151515151515152 1.0 0.0 0.0,293.7229437229437,0,10727,0 11 1019 6593 3 3291 19,0.0 0.0 0.0 0.0 0.0 0.15217391304347827 0.0,1.5217391304347827,0,10831
resolved-c28d-comp-ps/resolved-c28d-3600-1st/nsp-n30-d28-r0.10-rp2-fp2-s2,0 0 0 0 0 161 -109,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,107,0 0 0 0 0 161 -109,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,107,0 0 0 0 0 161 -109,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,107
resolved-c28d-comp-ps/resolved-c28d-3600-1st/nsp-n50-d28-r0.10-rp2-fp2-s8,10 305 3358 951 134 4989 88,1.0 0.0 1.0 0.0 0.6428571428571429 1.0 0.8,1010075.0857142857,0,4538,9 307 3282 994 139 4921 90,0.0 1.0 0.7441077441077442 1.0 1.0 0.48484848484848486 1.0,108546.92592592593,0,4685,10 306 3061 958 125 4857 80,1.0 0.5 0.0 0.16279069767441862 0.0 0.0 0.0,1050162.7906976745,0,4424
resolved-c28d-comp-ps/resolved-c28d-3600-1st/nsp-n50-d28-r0.10-rp2-fp2-s3,3 16 2640 6716 14 7889 5,0.0 0.0 1.0 0.0 1.0 0.0 0.5714285714285714,10100.57142857143,0,6958,3 17 2413 7109 13 7898 14,0.0 1.0 0.0 0.6359223300970874 0.5 0.6 1.0,100692.92233009709,0,6859,3 17 2413 7334 12 7904 -7,0.0 1.0 0.0 1.0 0.0 1.0 0.0,101010.0,0,6807
resolved-c28d-comp-ps/resolved-c28d-3600-1st/nsp-n10-d28-r0.10-rp0-fp0-s8,0 4 352 73 143 536 11,0.0 0.0 1.0 0.0 1.0 1.0 0.25,10110.25,0,30560,0 10 101 107 24 534 14,0.0 1.0 0.0 1.0 0.0 0.92 1.0,101010.2,0,29837,0 10 101 102 25 511 10,0.0 1.0 0.0 0.8529411764705882 0.008403361344537815 0.0 0.0,100853.78151260504,0,29929
resolved-c28d-comp-ps/resolved-c28d-3600-1st/nsp-n30-d28-r0.10-rp2-fp2-s5,0 0 545 2892 12 2155 55,0.0 0.0 1.0 1.0 0.0 1.0 1.0,11011.0,0,4652,0 0 502 2679 13 2072 52,0.0 0.0 0.0 0.0 1.0 0.0 0.0,100.0,0,5184,0 0 533 2682 12 2136 53,0.0 0.0 0.7209302325581395 0.014084507042253521 0.0 0.7710843373493976 0.3333333333333333,7231.431009330476,0,4872
resolved-c28d-comp-ps/resolved-c28d-3600-1st/nsp-n30-d28-r0.10-rp2-fp2-s9,13 292 187 274 38 866 49,0.0 1.0 1.0 0.4827586206896552 0.0 1.0 1.0,110493.75862068965,0,12648,14 284 186 260 38 824 45,1.0 0.0 0.0 0.0 0.0 0.0 0.0,1000000.0,0,12290,13 291 186 289 41 866 45,0.0 0.875 0.0 1.0 1.0 1.0 0.0,88610.0,0,12807
resolved-c28d-comp-ps/resolved-c28d-3600-1st/nsp-n40-d28-r0.10-rp2-fp2-s7,0 3 1063 1983 23 4214 -2,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,7428,0 3 1127 1990 24 4388 37,0.0 0.0 0.5517241379310345 0.03111111111111111 0.5 0.49014084507042255 0.7222222222222222,5603.976121094383,0,7078,0 3 1179 2208 25 4569 52,0.0 0.0 1.0 1.0 1.0 1.0 1.0,11111.0,0,6289
resolved-c28d-comp-ps/resolved-c28d-3600-1st/nsp-n50-d28-r0.10-rp2-fp2-s4,0 29 2223 6746 34 7598 95,0.0 0.0 0.0 0.0 1.0 0.0 0.0,100.0,0,7843,0 32 2670 7149 25 7951 110,0.0 1.0 0.9867549668874173 1.0 0.1 0.8096330275229358 0.75,110886.3959991494,0,6468,0 32 2676 7139 24 8034 115,0.0 1.0 1.0 0.9751861042183623 0.0 1.0 1.0,110986.18610421836,0,6363
resolved-c28d-comp-ps/resolved-c28d-3600-1st/nsp-n30-d28-r0.10-rp2-fp2-s6,1 197 1282 641 160 1934 43,0.0 1.0 1.0 1.0 0.0 1.0 1.0,111011.0,0,7385,1 194 1279 628 161 1922 38,0.0 0.25 0.4 0.23529411764705882 0.25 0.4 0.6153846153846154,29264.909502262442,0,7708,1 193 1277 624 164 1914 30,0.0 0.0 0.0 0.0 1.0 0.0 0.0,100.0,0,7944
