,mp-ps-p-hi-org-obj,mp-ps-p-hi-nrm-obj,mp-ps-p-hi-obj,mp-ps-p-hi-diff,mp-ps-p-hi-freq,mp-ps-p-low-org-obj,mp-ps-p-low-nrm-obj,mp-ps-p-low-obj,mp-ps-p-low-diff,mp-ps-p-low-freq,mp-ps-p-mid-org-obj,mp-ps-p-mid-nrm-obj,mp-ps-p-mid-obj,mp-ps-p-mid-diff,mp-ps-p-mid-freq
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n50-d28-r0.10-rp2-fp2-s6,20 8 4269 25251 0 11375 -225,1.0 0.0 0.0 0.0 0.0 0.0 1.0,1000001.0,0.6385714285714286,117,18 8 4330 25649 0 11494 -243,0.0 0.0 0.8356164383561644 0.8257261410788381 0.0 0.7986577181208053 0.28,9190.15710182169,0.6414285714285715,199,19 8 4342 25733 1 11524 -250,0.5 0.0 1.0 1.0 1.0 1.0 0.0,511110.0,0.6414285714285715,106
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n40-d28-r0.10-rp2-fp2-s1,17 16 2569 17725 0 7264 -193,1.0 1.0 1.0 0.0 0.0 0.0 1.0,1110001.0,0.6285714285714286,591,16 4 2549 20655 0 7372 -244,0.0 0.0 0.5238095238095238 1.0 0.0 1.0 0.0,6248.0952380952385,0.6339285714285714,262,16 4 2527 20540 0 7334 -241,0.0 0.0 0.0 0.9607508532423208 0.0 0.6481481481481481 0.058823529411764705,967.291158253214,0.6285714285714286,385
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n10-d28-r0.10-rp0-fp0-s3,0 0 0 0 0 96 -27,0.0 0.0 0.0 0.0 0.0 0.0 0.4,0.4,0.07142857142857142,230,0 0 0 0 0 115 -24,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0.6214285714285714,67,0 0 0 0 0 102 -29,0.0 0.0 0.0 0.0 0.0 0.3157894736842105 0.0,3.1578947368421053,0.07142857142857142,208
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n10-d28-r0.10-rp0-fp0-s5,2 0 8 50 1 176 -29,1.0 0.0 0.0 0.0 0.0 0.0 0.0,1000000.0,0.02142857142857143,2011,0 0 58 338 2 592 10,0.0 0.0 0.746268656716418 0.5806451612903226 1.0 0.8559670781893004 1.0,8152.891399236396,0.6857142857142857,1888,0 0 75 546 2 662 6,0.0 0.0 1.0 1.0 1.0 1.0 0.8974358974358975,11110.897435897436,0.6142857142857143,1855
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n20-d28-r0.10-rp2-fp2-s9,0 0 0 0 0 92 -34,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0.07857142857142857,419,0 0 0 0 0 105 -15,0.0 0.0 0.0 0.0 0.0 0.65 1.0,7.5,0.6178571428571429,42,0 0 0 0 0 112 -26,0.0 0.0 0.0 0.0 0.0 1.0 0.42105263157894735,10.421052631578947,0.07857142857142857,304
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n50-d28-r0.10-rp2-fp2-s7,25 21 4405 25552 0 11616 -262,1.0 1.0 1.0 0.0 0.0 1.0 1.0,1110011.0,0.7314285714285714,549,23 8 4324 26248 1 11506 -278,0.0 0.0 0.4413793103448276 1.0 1.0 0.5435684647302904 0.0,5519.228788095578,0.7557142857142857,63,23 8 4260 26199 0 11375 -273,0.0 0.0 0.0 0.9295977011494253 0.0 0.0 0.3125,929.9102011494253,0.75,144
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n30-d28-r0.10-rp2-fp2-s4,12 5 1410 14082 0 4264 -83,1.0 1.0 0.40625 0.0 0.0 0.0 1.0,1104063.5,0.65,176,11 4 1397 14593 1 4330 -107,0.0 0.0 0.0 1.0 1.0 0.4888888888888889 0.1111111111111111,1105.0,0.6452380952380953,1302,11 4 1429 14538 0 4399 -110,0.0 0.0 1.0 0.8923679060665362 0.0 1.0 0.0,10902.367906066536,0.638095238095238,705
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n50-d28-r0.10-rp2-fp2-s1,21 88 3367 12761 1 8570 -107,1.0 1.0 0.0 0.0 1.0 0.0 1.0,1100101.0,0.36142857142857143,406,0 0 4083 23624 0 10952 -211,0.0 0.0 0.988950276243094 0.9800613496932515 0.0 0.9929137140475198 0.0,10879.493249264666,0.6514285714285715,79,0 0 4091 23845 0 10969 -208,0.0 0.0 1.0 1.0 0.0 1.0 0.028846153846153848,11010.028846153846,0.66,76
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n20-d28-r0.10-rp2-fp2-s7,0 0 0 0 0 250 -22,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0.32142857142857145,119,0 0 0 0 0 75 -27,0.0 0.0 0.0 0.0 0.0 0.0 0.8529411764705882,0.8529411764705882,0.6142857142857143,59,0 0 0 0 0 95 -56,0.0 0.0 0.0 0.0 0.0 0.11428571428571428 0.0,1.1428571428571428,0.17142857142857143,249
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n10-d28-r0.10-rp0-fp0-s0,6 22 17 81 3 184 -16,1.0 0.0 1.0 1.0 1.0 0.0 0.23076923076923078,1011100.2307692308,0.02142857142857143,1859,4 73 0 15 2 230 -19,0.0 1.0 0.0 0.0 0.0 0.9019607843137255 0.0,100009.01960784313,0.6071428571428571,3295,4 66 0 17 3 235 -6,0.0 0.8627450980392157 0.0 0.030303030303030304 1.0 1.0 1.0,86415.81283422459,0.5714285714285714,3319
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n40-d28-r0.10-rp2-fp2-s3,23 96 1840 8409 0 5220 -57,1.0 1.0 0.0 0.0 0.0 0.0 1.0,1100001.0,0.3107142857142857,343,0 0 2293 17543 0 6846 -162,0.0 0.0 1.0 1.0 0.0 1.0 0.0,11010.0,0.625,174,0 0 2119 16625 1 6584 -158,0.0 0.0 0.6158940397350994 0.8994963871250273 1.0 0.8388683886838868 0.0380952380952381,7166.863563600956,0.6339285714285714,286
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n30-d28-r0.10-rp2-fp2-s1,22 28 809 2565 6 2389 -62,1.0 1.0 0.0 0.0 1.0 0.0 1.0,1100101.0,0.007142857142857143,575,0 0 1406 13064 1 4256 -116,0.0 0.0 1.0 1.0 0.16666666666666666 1.0 0.0,11026.666666666666,0.6357142857142857,179,0 0 1235 11423 0 3900 -91,0.0 0.0 0.7135678391959799 0.8436993999428517 0.0 0.8093197643277986 0.46296296296296297,7987.933952508891,0.6452380952380953,461
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n20-d28-r0.10-rp2-fp2-s6,7 4 623 9404 0 2149 -76,0.0 1.0 0.0 1.0 0.0 1.0 1.0,101011.0,0.6392857142857142,1338,7 2 627 9096 0 2131 -98,0.0 0.0 0.5714285714285714 0.0 0.0 0.0 0.0,5714.285714285714,0.6464285714285715,1578,7 2 630 9097 0 2143 -98,0.0 0.0 1.0 0.003246753246753247 0.0 0.6666666666666666 0.0,10009.913419913419,0.65,1028
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n20-d28-r0.10-rp2-fp2-s8,17 137 221 328 57 964 43,0.0 0.0 0.9475982532751092 1.0 0.9649122807017544 1.0 1.0,10583.473760821267,0.010714285714285714,700,17 168 233 125 59 473 4,0.0 0.775 1.0 0.3024054982817869 1.0 0.1088929219600726 0.0,87903.4944275014,0.7714285714285715,1501,17 177 4 37 2 413 18,0.0 1.0 0.0 0.0 0.0 0.0 0.358974358974359,100000.35897435897,0.6714285714285714,1482
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n10-d28-r0.10-rp0-fp0-s2,0 0 0 0 0 98 -31,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0.12142857142857143,175,0 0 0 0 0 87 -21,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0.7,55,0 0 0 0 0 93 -31,0.0 0.0 0.0 0.0 0.0 0.5454545454545454 0.0,5.454545454545454,0.12142857142857143,154
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n50-d28-r0.10-rp2-fp2-s2,28 8 4333 25705 0 11519 -186,1.0 1.0 1.0 1.0 0.0 1.0 1.0,1111011.0,0.7385714285714285,31,27 4 4191 25153 0 11346 -206,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0.7271428571428571,598,27 5 4200 25228 0 11384 -197,0.0 0.25 0.06338028169014084 0.1358695652173913 0.0 0.21965317919075145 0.45,25772.318913910705,0.7285714285714285,325
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n10-d28-r0.10-rp0-fp0-s7,0 0 0 0 0 90 -14,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0.2,222,0 0 0 0 0 101 -23,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0.6642857142857143,91,0 0 0 0 0 101 -22,0.0 0.0 0.0 0.0 0.0 1.0 0.1111111111111111,10.11111111111111,0.2,272
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n20-d28-r0.10-rp2-fp2-s1,23 157 65 290 11 301 -30,1.0 0.0 1.0 1.0 0.25 0.0 0.0,1011025.0,0.014285714285714285,776,22 182 57 121 17 448 -3,0.0 1.0 0.8688524590163934 0.24553571428571427 1.0 1.0 0.9,109044.96030444963,0.7964285714285714,908,22 172 4 66 9 381 0,0.0 0.6 0.0 0.0 0.0 0.54421768707483 1.0,60006.44217687075,0.6392857142857142,1640
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n10-d28-r0.10-rp0-fp0-s9,0 0 0 0 0 103 -38,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0.16428571428571428,163,0 0 0 0 0 87 -31,0.0 0.0 0.0 0.0 0.0 0.0 0.6363636363636364,0.6363636363636364,0.6357142857142857,147,0 0 0 0 0 103 -27,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0.16428571428571428,113
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n40-d28-r0.10-rp2-fp2-s4,17 7 2568 20400 0 7404 -208,1.0 0.0 1.0 0.0 0.0 0.056338028169014086 1.0,1010001.5633802817,0.6446428571428572,139,15 7 2554 20873 0 7471 -226,0.0 0.0 0.48148148148148145 1.0 0.0 1.0 0.0,5824.814814814815,0.6535714285714286,855,16 7 2541 20498 0 7400 -226,0.5 0.0 0.0 0.20718816067653276 0.0 0.0 0.0,500207.1881606765,0.6464285714285715,441
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n50-d28-r0.10-rp2-fp2-s9,0 0 0 0 0 1322 -143,0.0 0.0 0.0 0.0 0.0 0.8771929824561403 0.0,8.771929824561402,0.43,48,0 0 0 0 0 1072 -110,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0.5442857142857143,66,0 0 0 0 0 1357 -120,0.0 0.0 0.0 0.0 0.0 1.0 0.696969696969697,10.696969696969697,0.4257142857142857,60
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n50-d28-r0.10-rp2-fp2-s0,51 371 8306 1197 516 8103 20,1.0 1.0 0.0 1.0 1.0 1.0 0.8421052631578947,1101110.8421052631,0.3242857142857143,240,36 134 9789 324 12 7649 -44,0.0625 0.0 0.8703051643192489 0.0 0.0 0.38896366083445494 0.0,71206.94127980084,0.7871428571428571,446,35 155 10010 704 211 7360 32,0.0 0.08860759493670886 1.0 0.4352806414662085 0.3948412698412698 0.0 1.0,19336.52426212122,0.7871428571428571,489
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n40-d28-r0.10-rp2-fp2-s8,0 0 0 0 0 814 -84,0.0 0.0 0.0 0.0 0.0 1.0 0.7142857142857143,10.714285714285714,0.39464285714285713,99,0 0 0 0 0 351 -94,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0.6517857142857143,75,0 0 0 0 0 810 -80,0.0 0.0 0.0 0.0 0.0 0.9913606911447084 1.0,10.913606911447083,0.3482142857142857,151
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n30-d28-r0.10-rp2-fp2-s8,24 32 630 2597 0 1792 -96,1.0 1.0 0.0 0.0 0.0 0.0 1.0,1100001.0,0.009523809523809525,673,0 0 1300 12597 0 3984 -147,0.0 0.0 1.0 1.0 0.0 1.0 0.0,11010.0,0.6404761904761904,299,0 0 1108 11881 0 3670 -124,0.0 0.0 0.7134328358208956 0.9284 0.0 0.8567518248175182 0.45098039215686275,8071.746856849287,0.6309523809523809,521
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n10-d28-r0.10-rp0-fp0-s1,12 32 34 155 17 240 -21,0.0 0.0 1.0 1.0 1.0 0.0 0.45454545454545453,11100.454545454546,0.014285714285714285,1713,12 88 0 16 0 279 -26,0.0 0.9824561403508771 0.0 0.0 0.0 0.34513274336283184 0.0,98249.06536252135,0.7214285714285714,3655,13 89 1 32 2 353 -15,1.0 1.0 0.029411764705882353 0.11510791366906475 0.11764705882352941 1.0 1.0,1100431.9902666102,0.7,3439
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n40-d28-r0.10-rp2-fp2-s5,55 561 316 500 76 1427 40,1.0 1.0 1.0 1.0 1.0 1.0 1.0,1111111.0,0.4160714285714286,375,25 367 79 139 20 1094 -58,0.03225806451612903 0.0 0.23300970873786409 0.0 0.1111111111111111 0.2219626168224299 0.06666666666666667,34601.559007453674,0.7392857142857143,594,24 376 7 172 13 999 -65,0.0 0.04639175257731959 0.0 0.09141274238227147 0.0 0.0 0.0,4730.5880001142295,0.7482142857142857,814
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n10-d28-r0.10-rp0-fp0-s6,1 3 160 4726 1 862 -35,1.0 0.0 1.0 1.0 1.0 1.0 0.0,1011110.0,0.5571428571428572,3193,0 47 50 190 0 441 -1,0.0 1.0 0.0 0.0 0.0 0.0 0.7555555555555555,100000.75555555556,0.6214285714285714,2855,0 7 86 1063 1 675 10,0.0 0.09090909090909091 0.32727272727272727 0.19246031746031747 1.0 0.5558194774346793 1.0,12662.654875871029,0.5571428571428572,3145
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n10-d28-r0.10-rp0-fp0-s4,2 36 22 61 3 242 -17,0.0 0.0 1.0 1.0 0.75 0.0 0.5833333333333334,11075.583333333334,0.02857142857142857,1840,9 90 4 44 4 311 -12,1.0 1.0 0.0 0.5277777777777778 1.0 0.8117647058823529 1.0,1100636.8954248365,0.7642857142857142,3257,8 74 13 25 0 327 -24,0.8571428571428571 0.7037037037037037 0.5 0.0 0.0 1.0 0.0,932523.2275132274,0.7357142857142858,3421
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n40-d28-r0.10-rp2-fp2-s0,19 99 1921 8958 0 5022 -91,1.0 1.0 0.0 0.0 0.0 0.0 1.0,1100001.0,0.26607142857142857,416,0 0 2363 18488 0 6904 -147,0.0 0.0 0.8700787401574803 0.9407699901283317 0.0 0.9091787439613527 0.0,9650.649179142749,0.6410714285714286,116,0 0 2429 19088 0 7092 -147,0.0 0.0 1.0 1.0 0.0 1.0 0.0,11010.0,0.6446428571428572,69
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n40-d28-r0.10-rp2-fp2-s9,23 7 2577 20518 0 7453 -198,1.0 0.0 0.0 0.0 0.0 0.0 1.0,1000001.0,0.6375,82,22 7 2584 20955 0 7497 -219,0.0 0.0 0.6363636363636364 1.0 0.0 0.8461538461538461 0.0,7372.097902097902,0.6375,221,22 7 2588 20739 0 7505 -219,0.0 0.0 1.0 0.505720823798627 0.0 1.0 0.0,10515.720823798627,0.6446428571428572,164
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n20-d28-r0.10-rp2-fp2-s4,9 3 604 8836 2 2081 -51,1.0 0.0 1.0 1.0 1.0 1.0 0.0,1011110.0,0.6464285714285715,1617,7 13 582 6806 0 1997 -8,0.0 1.0 0.0 0.0 0.0 0.0 1.0,100001.0,0.675,1031,9 3 589 8215 0 2030 -46,1.0 0.0 0.3181818181818182 0.6940886699507389 0.0 0.39285714285714285 0.11627906976744186,1003879.9517022673,0.6464285714285715,1611
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n30-d28-r0.10-rp2-fp2-s3,18 7 1467 14782 0 4522 -84,1.0 1.0 1.0 1.0 0.0 1.0 1.0,1111011.0,0.7380952380952381,888,17 6 1453 14769 0 4479 -89,0.0 0.0 0.3333333333333333 0.5 0.0 0.5 0.6666666666666666,3838.9999999999995,0.7476190476190476,333,17 6 1446 14756 0 4436 -99,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0.7404761904761905,508
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n40-d28-r0.10-rp2-fp2-s2,56 294 5981 976 56 4355 38,1.0 1.0 1.0 1.0 1.0 1.0 1.0,1111111.0,0.48035714285714287,356,34 203 5214 522 50 4068 23,0.08333333333333333 0.0 0.0 0.0 0.14285714285714285 0.0 0.0,83347.61904761904,0.8017857142857143,651,32 211 5362 615 49 4299 29,0.0 0.08791208791208792 0.19295958279009126 0.20484581497797358 0.0 0.8048780487804879 0.4,10934.099214575483,0.8017857142857143,583
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n30-d28-r0.10-rp2-fp2-s7,0 0 0 0 0 373 -59,0.0 0.0 0.0 0.0 0.0 0.0 0.3076923076923077,0.3076923076923077,0.3261904761904762,56,0 0 0 0 0 465 -41,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0.3880952380952381,29,0 0 0 0 0 425 -67,0.0 0.0 0.0 0.0 0.0 0.5652173913043478 0.0,5.652173913043478,0.30238095238095236,78
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n40-d28-r0.10-rp2-fp2-s6,18 7 2601 20337 0 7505 -172,1.0 1.0 1.0 1.0 0.0 1.0 1.0,1111011.0,0.6553571428571429,34,17 3 2421 19795 0 7194 -188,0.0 0.0 0.0 0.4089422028353326 0.0 0.0 0.0,408.94220283533264,0.6410714285714286,968,17 3 2463 19420 0 7319 -178,0.0 0.0 0.23333333333333334 0.0 0.0 0.40192926045016075 0.625,2337.977625937835,0.6464285714285715,500
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n50-d28-r0.10-rp2-fp2-s5,33 92 3139 13046 1 8660 -69,1.0 1.0 0.0 0.0 1.0 0.0 1.0,1100101.0,0.3757142857142857,365,0 0 4009 22525 0 10870 -200,0.0 0.0 1.0 0.9899738903394256 0.0 1.0 0.015037593984962405,10999.988927933411,0.6385714285714286,139,0 0 4001 22621 0 10855 -202,0.0 0.0 0.9908045977011494 1.0 0.0 0.9932126696832579 0.0,10917.978103708327,0.6385714285714286,128
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n20-d28-r0.10-rp2-fp2-s2,12 6 234 1338 0 772 -39,1.0 1.0 0.0 0.0 0.0 0.0 0.6,1100000.6,0.010714285714285714,1049,0 0 633 7539 0 2127 -37,0.0 0.0 1.0 0.958571649404854 0.0 0.9992625368731564 1.0,10969.564274773586,0.6321428571428571,468,0 0 626 7807 0 2128 -42,0.0 0.0 0.9824561403508771 1.0 0.0 1.0 0.0,10834.561403508771,0.6071428571428571,406
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n20-d28-r0.10-rp2-fp2-s3,0 0 0 0 0 123 -48,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0.075,363,0 0 0 0 0 130 -43,0.0 0.0 0.0 0.0 0.0 0.05223880597014925 0.14705882352941177,0.6694468832309043,0.5857142857142857,51,0 0 0 0 0 257 -14,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0.3107142857142857,139
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n20-d28-r0.10-rp2-fp2-s5,9 10 591 7447 0 2034 -14,0.3333333333333333 1.0 0.37373737373737376 0.19089207735495944 0.0 0.24669603524229075 0.6,437264.6661084144,0.6357142857142857,1229,8 5 554 7141 0 1978 0,0.0 0.16666666666666666 0.0 0.0 0.0 0.0 1.0,16667.666666666664,0.6678571428571428,1251,11 4 653 8744 0 2205 -35,1.0 0.0 1.0 1.0 0.0 1.0 0.0,1011010.0,0.65,1032
resolved-p14d-c14d-comp-ps/resolved-c14d-p14d-3600-3rd/nsp-n30-d28-r0.10-rp2-fp2-s0,9 5 1435 14165 0 4396 -97,1.0 0.0 1.0 0.0 0.0 1.0 1.0,1010011.0,0.638095238095238,241,7 13 1381 14494 2 4320 -121,0.0 1.0 0.39325842696629215 0.7908653846153846 1.0 0.45714285714285713 0.1724137931034483,104828.19349664285,0.6428571428571429,1102,7 13 1346 14581 1 4256 -126,0.0 1.0 0.0 1.0 0.5 0.0 0.0,101050.0,0.65,1199
