,mp-is1-p-hi-org-obj,mp-is1-p-hi-nrm-obj,mp-is1-p-hi-obj,mp-is1-p-hi-diff,mp-is1-p-hi-freq,mp-is1-p-low-org-obj,mp-is1-p-low-nrm-obj,mp-is1-p-low-obj,mp-is1-p-low-diff,mp-is1-p-low-freq,mp-is1-p-mid-org-obj,mp-is1-p-mid-nrm-obj,mp-is1-p-mid-obj,mp-is1-p-mid-diff,mp-is1-p-mid-freq,mp-is10-p-hi-org-obj,mp-is10-p-hi-nrm-obj,mp-is10-p-hi-obj,mp-is10-p-hi-diff,mp-is10-p-hi-freq,mp-is10-p-low-org-obj,mp-is10-p-low-nrm-obj,mp-is10-p-low-obj,mp-is10-p-low-diff,mp-is10-p-low-freq,mp-is10-p-mid-org-obj,mp-is10-p-mid-nrm-obj,mp-is10-p-mid-obj,mp-is10-p-mid-diff,mp-is10-p-mid-freq,mp-is100-p-hi-org-obj,mp-is100-p-hi-nrm-obj,mp-is100-p-hi-obj,mp-is100-p-hi-diff,mp-is100-p-hi-freq,mp-is100-p-low-org-obj,mp-is100-p-low-nrm-obj,mp-is100-p-low-obj,mp-is100-p-low-diff,mp-is100-p-low-freq,mp-is100-p-mid-org-obj,mp-is100-p-mid-nrm-obj,mp-is100-p-mid-obj,mp-is100-p-mid-diff,mp-is100-p-mid-freq
resolved-p28d-comp-is/resolved-p28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s2,0 0 0 0 0 241 -61,0.0 0.0 0.0 0.0 0.0 1.0 0.9666666666666667,10.966666666666667,0.15595238095238095,7,0 0 0 0 0 175 -90,0.0 0.0 0.0 0.0 0.0 0.10810810810810811 0.0,1.0810810810810811,0.2785714285714286,7,0 0 0 0 0 228 -89,0.0 0.0 0.0 0.0 0.0 0.8243243243243243 0.03333333333333333,8.276576576576577,0.14285714285714285,18,0 0 0 0 0 232 -70,0.0 0.0 0.0 0.0 0.0 0.8783783783783784 0.6666666666666666,9.45045045045045,0.1357142857142857,19,0 0 0 0 0 175 -74,0.0 0.0 0.0 0.0 0.0 0.10810810810810811 0.5333333333333333,1.6144144144144144,0.3773809523809524,7,0 0 0 0 0 226 -78,0.0 0.0 0.0 0.0 0.0 0.7972972972972973 0.4,8.372972972972972,0.14523809523809525,25,0 0 0 0 0 236 -60,0.0 0.0 0.0 0.0 0.0 0.9324324324324325 1.0,10.324324324324325,0.13214285714285715,38,0 0 0 0 0 167 -80,0.0 0.0 0.0 0.0 0.0 0.0 0.3333333333333333,0.3333333333333333,0.30833333333333335,4,0 0 0 0 0 218 -69,0.0 0.0 0.0 0.0 0.0 0.6891891891891891 0.7,7.591891891891891,0.11428571428571428,35
resolved-p28d-comp-is/resolved-p28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s8,33 208 3761 1524 439 6250 -21,1.0 0.0 0.4217585692995529 0.0 1.0 0.8152610441767069 0.2786885245901639,1004326.016991962,0.008571428571428572,1,20 343 3604 1747 360 5492 -18,0.3157894736842105 0.8653846153846154 0.18777943368107303 0.7533783783783784 0.34710743801652894 0.05421686746987952 0.32786885245901637,404994.68871919,0.18357142857142858,330,19 324 3720 1709 421 5915 -38,0.2631578947368421 0.7435897435897436 0.36065573770491804 0.625 0.8512396694214877 0.4789156626506024 0.0,341838.33959643426,0.15928571428571428,574,33 208 3761 1524 439 6250 -21,1.0 0.0 0.4217585692995529 0.0 1.0 0.8152610441767069 0.2786885245901639,1004326.016991962,0.008571428571428572,1,14 364 4149 1798 383 6006 23,0.0 1.0 1.0 0.9256756756756757 0.5371900826446281 0.570281124497992 1.0,110986.09749518512,0.29428571428571426,448,19 250 3900 1820 408 6434 -5,0.2631578947368421 0.2692307692307692 0.6289120715350224 1.0 0.743801652892562 1.0 0.5409836065573771,297455.013524165,0.2,244,33 208 3761 1524 439 6250 -21,1.0 0.0 0.4217585692995529 0.0 1.0 0.8152610441767069 0.2786885245901639,1004326.016991962,0.008571428571428572,1,17 318 3478 1714 318 5438 -26,0.15789473684210525 0.7051282051282052 0.0 0.6418918918918919 0.0 0.0 0.19672131147540983,229049.64596812916,0.19714285714285715,776,19 305 3765 1678 366 5736 -13,0.2631578947368421 0.6217948717948718 0.4277198211624441 0.5202702702702703 0.39669421487603307 0.2991967871485944 0.4098360655737705,330177.92162364867,0.12285714285714286,736
resolved-p28d-comp-is/resolved-p28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s3,30 11 2 22 0 457 -130,1.0 0.0 0.0 0.0 0.0 0.0 0.0,1000000.0,0.015,1,15 65 517 318 62 1582 -108,0.34782608695652173 0.13602015113350127 1.0 0.49333333333333335 1.0 1.0 0.3492063492063492,372031.7846095544,0.23214285714285715,816,23 61 19 56 0 531 -111,0.6956521739130435 0.12594458438287154 0.03300970873786408 0.056666666666666664 0.0 0.06577777777777778 0.30158730158730157,708634.3554704551,0.047857142857142855,154,30 11 2 22 0 457 -130,1.0 0.0 0.0 0.0 0.0 0.0 0.0,1000000.0,0.015,1,24 25 19 41 1 518 -126,0.7391304347826086 0.03526448362720403 0.03300970873786408 0.03166666666666667 0.016129032258064516 0.05422222222222222 0.06349206349206349,743020.8655168859,0.03428571428571429,347,12 408 380 622 52 1309 -68,0.21739130434782608 1.0 0.7339805825242719 1.0 0.8387096774193549 0.7573333333333333 0.9841269841269841,325823.53860112815,0.35285714285714287,606,30 11 2 22 0 457 -130,1.0 0.0 0.0 0.0 0.0 0.0 0.0,1000000.0,0.015,1,7 367 341 393 32 1401 -67,0.0 0.8967254408060453 0.658252427184466 0.6183333333333333 0.5161290322580645 0.8391111111111111 1.0,96934.40570011943,0.36857142857142855,720,21 87 284 211 29 1026 -96,0.6086956521739131 0.19143576826196473 0.5475728155339806 0.315 0.46774193548387094 0.5057777777777778 0.5396825396825397,633682.3288093152,0.22428571428571428,386
resolved-p28d-comp-is/resolved-p28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s8,4 6 0 11 0 79 -16,1.0 1.0 0.0 1.0 0.0 0.0 1.0,1101001.0,0.025,1,0 1 0 2 0 97 -17,0.0 0.0 0.0 0.0 0.0 0.782608695652174 0.8333333333333334,8.659420289855072,0.375,1312,0 1 0 2 0 102 -22,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0.09285714285714286,577,4 6 0 11 0 79 -16,1.0 1.0 0.0 1.0 0.0 0.0 1.0,1101001.0,0.025,1,0 1 0 2 0 97 -21,0.0 0.0 0.0 0.0 0.0 0.782608695652174 0.16666666666666666,7.992753623188406,0.20357142857142857,793,0 1 0 2 0 102 -22,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0.09285714285714286,559,4 6 0 11 0 79 -16,1.0 1.0 0.0 1.0 0.0 0.0 1.0,1101001.0,0.025,1,0 1 0 2 0 95 -17,0.0 0.0 0.0 0.0 0.0 0.6956521739130435 0.8333333333333334,7.789855072463768,0.36428571428571427,1653,0 1 0 2 0 102 -22,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0.09285714285714286,938
resolved-p28d-comp-is/resolved-p28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s5,14 4 3 170 22 1091 28,1.0 0.0 0.0 0.0 0.0 0.0 0.7333333333333333,1000000.7333333333,0.014285714285714285,1,0 69 253 322 57 1933 32,0.0 0.5803571428571429 0.8960573476702509 0.3771712158808933 0.5737704918032787 0.6930041152263374 1.0,67438.76606863028,0.3238095238095238,2587,0 77 145 262 35 1727 30,0.0 0.6517857142857143 0.5089605734767025 0.228287841191067 0.21311475409836064 0.5234567901234568 0.8666666666666667,70523.87771450725,0.2916666666666667,5388,14 4 3 170 22 1091 28,1.0 0.0 0.0 0.0 0.0 0.0 0.7333333333333333,1000000.7333333333,0.014285714285714285,1,0 116 282 573 83 2306 21,0.0 1.0 1.0 1.0 1.0 1.0 0.26666666666666666,111110.26666666666,0.5047619047619047,2015,0 17 48 189 26 1211 26,0.0 0.11607142857142858 0.16129032258064516 0.04714640198511166 0.06557377049180328 0.09876543209876543 0.6,13275.33751630459,0.07142857142857142,3762,14 4 3 170 22 1091 28,1.0 0.0 0.0 0.0 0.0 0.0 0.7333333333333333,1000000.7333333333,0.014285714285714285,1,0 77 239 449 80 1908 17,0.0 0.6517857142857143 0.8458781362007168 0.6923076923076923 0.9508196721311475 0.6724279835390946 0.0,74431.4667299348,0.21071428571428572,2104,0 70 158 380 59 1640 29,0.0 0.5892857142857143 0.5555555555555556 0.5210918114143921 0.6065573770491803 0.45185185185185184 0.8,65071.193051764814,0.47023809523809523,1836
resolved-p28d-comp-is/resolved-p28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s9,17 2 0 5 0 97 -79,1.0 0.125 0.0 0.04225352112676056 0.0 0.0 0.0,1012542.2535211268,0.008333333333333333,1,0 6 24 31 3 236 -71,0.0 0.625 0.43636363636363634 0.4084507042253521 0.6 0.4276923076923077 0.32,67336.68399093865,0.09285714285714286,2140,0 9 4 30 0 160 -71,0.0 1.0 0.07272727272727272 0.39436619718309857 0.0 0.19384615384615383 0.32,101123.89738599429,0.05476190476190476,1050,17 2 0 5 0 97 -79,1.0 0.125 0.0 0.04225352112676056 0.0 0.0 0.0,1012542.2535211268,0.008333333333333333,1,0 1 5 41 0 183 -66,0.0 0.0 0.09090909090909091 0.5492957746478874 0.0 0.26461538461538464 0.52,1461.55283758495,0.08214285714285714,1704,0 1 0 2 0 171 -60,0.0 0.0 0.0 0.0 0.0 0.2276923076923077 0.76,3.0369230769230766,0.12023809523809524,1324,17 2 0 5 0 97 -79,1.0 0.125 0.0 0.04225352112676056 0.0 0.0 0.0,1012542.2535211268,0.008333333333333333,1,0 7 55 73 2 422 -54,0.0 0.75 1.0 1.0 0.4 1.0 1.0,86051.0,0.1738095238095238,1345,0 4 37 60 5 286 -56,0.0 0.375 0.6727272727272727 0.8169014084507042 1.0 0.5815384615384616 0.92,45150.90952033882,0.10595238095238095,1012
resolved-p28d-comp-is/resolved-p28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s7,27 7 1 17 0 212 -104,1.0 0.0 0.0 0.0 0.0 0.0 0.0,1000000.0,0.0125,1,1 348 470 655 71 1203 -30,0.037037037037037035 1.0 0.7613636363636364 1.0 0.8987341772151899 0.8176567656765676 1.0,145749.72338605166,0.42232142857142857,5110,20 24 4 31 0 232 -97,0.7407407407407407 0.04985337243401759 0.00487012987012987 0.0219435736677116 0.0 0.0165016501650165 0.0945945945945946,745796.9824676077,0.02857142857142857,1007,27 7 1 17 0 212 -104,1.0 0.0 0.0 0.0 0.0 0.0 0.0,1000000.0,0.0125,1,2 208 531 449 79 937 -58,0.07407407407407407 0.5894428152492669 0.8603896103896104 0.677115987460815 1.0 0.5981848184818482 0.6216216216216216,142405.97116016413,0.4294642857142857,1553,3 178 617 402 51 1424 -52,0.1111111111111111 0.501466275659824 1.0 0.603448275862069 0.6455696202531646 1.0 0.7027027027027027,171936.4466176836,0.46517857142857144,1992,27 7 1 17 0 212 -104,1.0 0.0 0.0 0.0 0.0 0.0 0.0,1000000.0,0.0125,1,0 133 544 427 50 1126 -43,0.0 0.36950146627565983 0.8814935064935064 0.6426332288401254 0.6329113924050633 0.7541254125412541 0.8243243243243243,46479.371639031415,0.4232142857142857,6468,10 156 454 346 40 1292 -52,0.37037037037037035 0.436950146627566 0.7353896103896104 0.5156739811912225 0.5063291139240507 0.8910891089108911 0.7027027027027027,421995.2016233985,0.3776785714285714,1409
resolved-p28d-comp-is/resolved-p28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s4,18 24 1 21 0 325 -82,1.0 0.0 0.0 0.0 0.0 0.0 0.0,1000000.0,0.02214285714285714,1,7 151 278 189 22 1240 -61,0.15384615384615385 0.25298804780876494 0.38795518207282914 0.28187919463087246 0.38596491228070173 0.4628224582701062 0.28378378378378377,183349.89814198404,0.15142857142857144,625,5 218 715 356 57 2302 -8,0.0 0.38645418326693226 1.0 0.5620805369127517 1.0 1.0 1.0,49318.49886360597,0.3578571428571429,820,18 24 1 21 0 325 -82,1.0 0.0 0.0 0.0 0.0 0.0 0.0,1000000.0,0.02214285714285714,1,14 28 8 33 1 394 -79,0.6923076923076923 0.00796812749003984 0.00980392156862745 0.020134228187919462 0.017543859649122806 0.03490136570561457 0.04054054054054054,693224.8224407331,0.03785714285714286,457,5 466 482 587 37 1751 -30,0.0 0.8804780876494024 0.6736694677871149 0.9496644295302014 0.6491228070175439 0.7212948912493677 0.7027027027027027,95806.99580465854,0.33285714285714285,386,18 24 1 21 0 325 -82,1.0 0.0 0.0 0.0 0.0 0.0 0.0,1000000.0,0.02214285714285714,1,12 526 425 617 34 1365 -43,0.5384615384615384 1.0 0.5938375350140056 1.0 0.5964912280701754 0.5260495700556399 0.527027027027027,645465.3504572129,0.37642857142857145,614,8 107 430 275 35 1257 -53,0.23076923076923078 0.16533864541832669 0.6008403361344538 0.4261744966442953 0.6140350877192983 0.4714213454729388 0.3918918918918919,253804.18278317084,0.2642857142857143,479
resolved-p28d-comp-is/resolved-p28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s6,18 168 555 709 182 1915 21,1.0 0.5272727272727272 0.0 0.3643724696356275 1.0 0.0 0.6744186046511628,1053192.319615513,0.016666666666666666,1,0 142 835 692 175 2212 2,0.0 0.05454545454545454 0.687960687960688 0.29554655870445345 0.8372093023255814 0.5678776290630975 0.23255813953488372,12719.331157519511,0.39166666666666666,9106,0 194 782 856 178 2109 35,0.0 1.0 0.5577395577395577 0.9595141700404858 0.9069767441860465 0.37093690248565964 1.0,106632.31679087954,0.40476190476190477,5580,18 168 555 709 182 1915 21,1.0 0.5272727272727272 0.0 0.3643724696356275 1.0 0.0 0.6744186046511628,1053192.319615513,0.016666666666666666,1,0 156 671 866 161 2332 13,0.0 0.3090909090909091 0.28501228501228504 1.0 0.5116279069767442 0.7973231357552581 0.4883720930232558,34818.838153362005,0.39285714285714285,5623,0 139 962 718 160 2438 10,0.0 0.0 1.0 0.4008097165991903 0.4883720930232558 1.0 0.4186046511627907,10460.065530552678,0.35,5383,18 168 555 709 182 1915 21,1.0 0.5272727272727272 0.0 0.3643724696356275 1.0 0.0 0.6744186046511628,1053192.319615513,0.016666666666666666,1,0 156 759 619 165 2011 -8,0.0 0.3090909090909091 0.5012285012285013 0.0 0.6046511627906976 0.1835564053537285 0.0,35983.676601708525,0.30833333333333335,6777,0 150 654 667 139 2052 16,0.0 0.2 0.24324324324324326 0.19433198380566802 0.0 0.26195028680688337 0.5581395348837209,22629.942058641056,0.37142857142857144,5558
resolved-p28d-comp-is/resolved-p28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s0,0 0 0 0 0 108 -52,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0.09285714285714286,44,0 0 0 0 0 81 -32,0.0 0.0 0.0 0.0 0.0 0.12903225806451613 0.6896551724137931,1.9799777530589544,0.4232142857142857,9,0 0 0 0 0 108 -52,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0.09285714285714286,51,0 0 0 0 0 108 -52,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0.09285714285714286,26,0 0 0 0 0 77 -23,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0.4125,4,0 0 0 0 0 108 -52,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0.09285714285714286,29,0 0 0 0 0 108 -52,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0.09285714285714286,36,0 0 0 0 0 80 -30,0.0 0.0 0.0 0.0 0.0 0.0967741935483871 0.7586206896551724,1.7263626251390434,0.3267857142857143,16,0 0 0 0 0 108 -52,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0.09285714285714286,35
