,lnps-10-org-obj,lnps-10-nrm-obj,lnps-10-obj,lnps-10-diff,lnps-10-freq,lnps-30-org-obj,lnps-30-nrm-obj,lnps-30-obj,lnps-30-diff,lnps-30-freq,lnps-60-org-obj,lnps-60-nrm-obj,lnps-60-obj,lnps-60-diff,lnps-60-freq,mp-is1-p-hi-org-obj,mp-is1-p-hi-nrm-obj,mp-is1-p-hi-obj,mp-is1-p-hi-diff,mp-is1-p-hi-freq,mp-is1-p-low-org-obj,mp-is1-p-low-nrm-obj,mp-is1-p-low-obj,mp-is1-p-low-diff,mp-is1-p-low-freq,mp-is1-p-mid-org-obj,mp-is1-p-mid-nrm-obj,mp-is1-p-mid-obj,mp-is1-p-mid-diff,mp-is1-p-mid-freq,mp-is10-p-hi-org-obj,mp-is10-p-hi-nrm-obj,mp-is10-p-hi-obj,mp-is10-p-hi-diff,mp-is10-p-hi-freq,mp-is10-p-low-org-obj,mp-is10-p-low-nrm-obj,mp-is10-p-low-obj,mp-is10-p-low-diff,mp-is10-p-low-freq,mp-is10-p-mid-org-obj,mp-is10-p-mid-nrm-obj,mp-is10-p-mid-obj,mp-is10-p-mid-diff,mp-is10-p-mid-freq,mp-is100-p-hi-org-obj,mp-is100-p-hi-nrm-obj,mp-is100-p-hi-obj,mp-is100-p-hi-diff,mp-is100-p-hi-freq,mp-is100-p-low-org-obj,mp-is100-p-low-nrm-obj,mp-is100-p-low-obj,mp-is100-p-low-diff,mp-is100-p-low-freq,mp-is100-p-mid-org-obj,mp-is100-p-mid-nrm-obj,mp-is100-p-mid-obj,mp-is100-p-mid-diff,mp-is100-p-mid-freq,mp-p-hi-org-obj,mp-p-hi-nrm-obj,mp-p-hi-obj,mp-p-hi-diff,mp-p-hi-freq,mp-p-low-org-obj,mp-p-low-nrm-obj,mp-p-low-obj,mp-p-low-diff,mp-p-low-freq,mp-p-mid-org-obj,mp-p-mid-nrm-obj,mp-p-mid-obj,mp-p-mid-diff,mp-p-mid-freq,mp-ps-p-hi-org-obj,mp-ps-p-hi-nrm-obj,mp-ps-p-hi-obj,mp-ps-p-hi-diff,mp-ps-p-hi-freq,mp-ps-p-low-org-obj,mp-ps-p-low-nrm-obj,mp-ps-p-low-obj,mp-ps-p-low-diff,mp-ps-p-low-freq,mp-ps-p-mid-org-obj,mp-ps-p-mid-nrm-obj,mp-ps-p-mid-obj,mp-ps-p-mid-diff,mp-ps-p-mid-freq,ps-org-obj,ps-nrm-obj,ps-obj,ps-diff,ps-freq
resolved-p14d-c14d-3600-1st/nsp-n50-d28-r0.10-rp2-fp2-s8,30 102 3853 4625 153 8695 -225,0.0 0.08888888888888889 0.0024279210925644916 0.9990725712960816 1.0 0.8142989786443825 0.0,10020.38366089706,0.01,578,30 102 3856 4625 153 8697 -225,0.0 0.08888888888888889 0.002883156297420334 0.9990725712960816 1.0 0.8161559888579387 0.0,10024.954583047753,0.01,577,30 102 3857 4629 153 8701 -224,0.0 0.08888888888888889 0.0030349013657056147 1.0 1.0 0.819870009285051 0.004219409282700422,10027.440822048078,0.01,575,30 101 3987 4107 153 8831 -196,0.0 0.08148148148148149 0.02276176024279211 0.8789705541386506 1.0 0.9405756731662024 0.12236286919831224,9364.264424315581,0.01,48,30 102 3853 4533 153 8696 -205,0.0 0.08888888888888889 0.0024279210925644916 0.9777417111059588 1.0 0.8152274837511606 0.08438818565400844,9999.146473943658,0.01,620,30 102 3856 4521 153 8692 -209,0.0 0.08888888888888889 0.002883156297420334 0.9749594249942035 1.0 0.8115134633240483 0.06751054852320675,10000.862522039059,0.01,595,30 101 4011 4140 153 8873 -194,0.0 0.08148148148148149 0.026403641881638847 0.8866218409459773 1.0 0.9795728876508821 0.1308016877637131,9408.732938474786,0.01,41,30 102 3852 4553 153 8699 -204,0.0 0.08888888888888889 0.002276176024279211 0.9823788546255506 1.0 0.8180129990714949 0.08860759493670886,10002.298241342884,0.01,625,30 102 3852 4517 153 8696 -206,0.0 0.08888888888888889 0.002276176024279211 0.9740319962902851 1.0 0.8152274837511606 0.08016877637130802,9993.915089035849,0.01,633,30 101 4026 4068 153 8895 -196,0.0 0.08148148148148149 0.02867981790591806 0.8699281242754463 1.0 1.0 0.12236286919831224,9414.996814351975,0.01,38,30 102 3853 4557 153 8704 -207,0.0 0.08888888888888889 0.0024279210925644916 0.983306283329469 1.0 0.8226555246053854 0.0759493670886076,10004.776887757145,0.01,616,30 102 3853 4587 153 8709 -207,0.0 0.08888888888888889 0.0024279210925644916 0.990261998608857 1.0 0.8272980501392758 0.0759493670886076,10011.779028291872,0.01,613,74 215 10427 932 41 7863 -2,1.0 0.9259259259259259 1.0 0.14282402040343148 0.2112676056338028 0.04178272980501393 0.9409282700421941,1102757.9021291274,0.5685714285714286,267,32 94 9747 391 14 7818 1,0.045454545454545456 0.02962962962962963 0.8968133535660091 0.017389288198469743 0.02112676056338028 0.0 0.9535864978902954,57406.097503921206,0.8128571428571428,546,30 109 9172 326 13 7879 -67,0.0 0.14074074074074075 0.8095599393019727 0.002318571759795966 0.014084507042253521 0.056638811513463325 0.6666666666666666,22174.633544339624,0.8128571428571428,537,73 225 10353 960 42 7908 12,0.9772727272727273 1.0 0.9887708649468893 0.1493160213308602 0.21830985915492956 0.08356545961002786 1.0,1087333.4185840387,0.5542857142857143,286,33 90 9822 394 13 7857 2,0.06818181818181818 0.0 0.9081942336874052 0.018084859726408532 0.014084507042253521 0.036211699164345405 0.9578059071729957,77284.57375202168,0.8128571428571428,523,30 110 9450 316 11 7879 -67,0.0 0.14814814814814814 0.8517450682852807 0.0 0.0 0.056638811513463325 0.6666666666666666,23333.498552449422,0.8128571428571428,519,30 102 3837 4454 153 8615 -187,0.0 0.08888888888888889 0.0 0.9594249942035706 1.0 0.7400185701021356 0.16033755274261605,9955.874406346224,0.01,586
resolved-p14d-c14d-3600-1st/nsp-n30-d28-r0.10-rp2-fp2-s5,13 4 689 3345 8 2427 -86,0.5652173913043478 0.09302325581395349 0.03138373751783167 0.13176895306859207 1.0 0.11319770474700053 0.17391304347826086,575066.629104081,0.01904761904761905,1222,13 4 691 3374 8 2430 -78,0.5652173913043478 0.09302325581395349 0.034236804564907276 0.13438628158844765 1.0 0.11476264997391758 0.2318840579710145,575097.8507235383,0.01904761904761905,1178,13 4 692 3360 8 2429 -80,0.5652173913043478 0.09302325581395349 0.03566333808844508 0.13312274368231047 1.0 0.11424100156494522 0.21739130434782608,575110.8328116299,0.01904761904761905,1149,15 4 738 3167 8 2493 -64,0.6521739130434783 0.09302325581395349 0.10128388017118402 0.11570397111913358 1.0 0.1476264997391758 0.3333333333333333,662706.5909960354,0.01904761904761905,22,13 4 687 3305 8 2422 -78,0.5652173913043478 0.09302325581395349 0.028530670470756064 0.12815884476534295 1.0 0.11058946270213876 0.2318840579710145,575034.5202139011,0.01904761904761905,1046,13 4 667 3372 8 2401 -74,0.5652173913043478 0.09302325581395349 0.0 0.1342057761732852 1.0 0.09963484611371935 0.2608695652173913,574755.1798799428,0.01904761904761905,1181,15 4 738 3167 8 2493 -64,0.6521739130434783 0.09302325581395349 0.10128388017118402 0.11570397111913358 1.0 0.1476264997391758 0.3333333333333333,662706.5909960354,0.01904761904761905,22,13 4 669 3306 8 2401 -74,0.5652173913043478 0.09302325581395349 0.0028530670470756064 0.12824909747292418 1.0 0.09963484611371935 0.2608695652173913,574777.7538717132,0.01904761904761905,1164,13 4 669 3310 8 2401 -77,0.5652173913043478 0.09302325581395349 0.0028530670470756064 0.1286101083032491 1.0 0.09963484611371935 0.2391304347826087,574778.0931434131,0.01904761904761905,1163,15 4 738 3167 8 2493 -64,0.6521739130434783 0.09302325581395349 0.10128388017118402 0.11570397111913358 1.0 0.1476264997391758 0.3333333333333333,662706.5909960354,0.01904761904761905,22,13 4 670 3305 8 2411 -75,0.5652173913043478 0.09302325581395349 0.0042796005706134095 0.12815884476534295 1.0 0.10485133020344288 0.2536231884057971,574791.973872705,0.01904761904761905,1150,13 4 685 3299 8 2442 -78,0.5652173913043478 0.09302325581395349 0.025677603423680456 0.1276173285198556 1.0 0.1210224308815858 0.2318840579710145,575005.5523568665,0.01904761904761905,1060,23 43 757 1885 8 2210 27,1.0 1.0 0.12838801711840228 0.0 1.0 0.0 0.9927536231884058,1101384.8729248072,0.01904761904761905,550,0 0 1368 12192 0 4102 -96,0.0 0.0 1.0 0.9302346570397112 0.0 0.9869587897756912 0.10144927536231885,10940.205694212831,0.6428571428571429,197,0 0 1352 12965 0 4127 -110,0.0 0.0 0.9771754636233951 1.0 0.0 1.0 0.0,10781.75463623395,0.6452380952380953,167,23 42 756 1887 8 2210 28,1.0 0.9767441860465116 0.12696148359486448 0.00018050541516245486 1.0 0.0 1.0,1099045.2139460149,0.01904761904761905,557,0 0 1368 12192 0 4102 -98,0.0 0.0 1.0 0.9302346570397112 0.0 0.9869587897756912 0.08695652173913043,10940.191201459207,0.6476190476190476,200,0 0 1352 12965 0 4127 -110,0.0 0.0 0.9771754636233951 1.0 0.0 1.0 0.0,10781.75463623395,0.6452380952380953,167,13 4 674 3363 8 2416 -77,0.5652173913043478 0.09302325581395349 0.009985734664764621 0.13339350180505416 1.0 0.10745957224830464 0.2391304347826087,574854.281460353,0.01904761904761905,1337
resolved-p14d-c14d-3600-1st/nsp-n40-d28-r0.10-rp2-fp2-s1,20 7 1140 4385 2 3606 -197,1.0 0.17647058823529413 0.007686932215234102 0.02070542915613338 1.0 0.0 0.7230769230769231,1017845.356651761,0.010714285714285714,773,20 7 1140 4378 2 3606 -199,1.0 0.17647058823529413 0.007686932215234102 0.02028409774888648 1.0 0.0 0.6923076923076923,1017844.9045511229,0.010714285714285714,778,20 7 1140 4385 2 3606 -200,1.0 0.17647058823529413 0.007686932215234102 0.02070542915613338 1.0 0.0 0.676923076923077,1017845.3104979148,0.010714285714285714,774,20 7 1156 4153 1 3720 -190,1.0 0.17647058823529413 0.018867924528301886 0.006741302515950403 0.5 0.03027084439723845 0.8307692307692308,1017893.6128490032,0.010714285714285714,475,20 7 1131 4460 2 3674 -204,1.0 0.17647058823529413 0.001397624039133473 0.02521969423377874 1.0 0.018056293149229952 0.6153846153846154,1017787.0507057013,0.010714285714285714,653,20 7 1129 4539 2 3683 -204,1.0 0.17647058823529413 0.0 0.029974720115565186 1.0 0.020446096654275093 0.6153846153846154,1017777.853389227,0.010714285714285714,668,20 7 1156 4153 1 3722 -191,1.0 0.17647058823529413 0.018867924528301886 0.006741302515950403 0.5 0.030801911842804036 0.8153846153846154,1017893.6027750622,0.010714285714285714,474,20 7 1129 4539 2 3683 -204,1.0 0.17647058823529413 0.0 0.029974720115565186 1.0 0.020446096654275093 0.6153846153846154,1017777.853389227,0.010714285714285714,668,20 7 1129 4543 1 3680 -203,1.0 0.17647058823529413 0.0 0.030215480919706272 0.5 0.01964949548592671 0.6307692307692307,1017728.1015686347,0.010714285714285714,666,20 7 1156 4153 1 3720 -190,1.0 0.17647058823529413 0.018867924528301886 0.006741302515950403 0.5 0.03027084439723845 0.8307692307692308,1017893.6128490032,0.010714285714285714,475,20 7 1129 4538 2 3683 -203,1.0 0.17647058823529413 0.0 0.029914529914529916 1.0 0.020446096654275093 0.6307692307692307,1017777.8085836413,0.010714285714285714,669,20 7 1131 4561 1 3680 -208,1.0 0.17647058823529413 0.001397624039133473 0.03129890453834116 0.5 0.01964949548592671 0.5538461538461539,1017743.0843095678,0.010714285714285714,600,17 21 2560 17365 0 7251 -186,0.25 1.0 1.0 0.8019742385939569 0.0 0.967870419543282 0.8923076923076924,360812.5452504817,0.6267857142857143,718,16 4 2549 20655 0 7372 -244,0.0 0.0 0.9923130677847659 1.0 0.0 1.0 0.0,10933.13067784766,0.6339285714285714,262,16 4 2527 20540 0 7334 -241,0.0 0.0 0.9769392033542977 0.9930781268809438 0.0 0.9899097185342538 0.046153846153846156,10772.415411455419,0.6285714285714286,385,17 16 2555 17501 0 7258 -191,0.25 0.7058823529411765 0.9965059399021663 0.8101601059347538 0.0 0.9697291556027615 0.8153846153846154,331373.9674752455,0.6285714285714286,690,16 4 2549 20655 0 7372 -244,0.0 0.0 0.9923130677847659 1.0 0.0 1.0 0.0,10933.13067784766,0.6339285714285714,262,16 4 2527 20540 0 7334 -241,0.0 0.0 0.9769392033542977 0.9930781268809438 0.0 0.9899097185342538 0.046153846153846156,10772.415411455419,0.6285714285714286,385,19 7 1156 4041 2 3652 -179,0.75 0.17647058823529413 0.018867924528301886 0.0 1.0 0.012214551248008496 1.0,767936.8602143249,0.010714285714285714,900
resolved-p14d-c14d-3600-1st/nsp-n30-d28-r0.10-rp2-fp2-s4,14 13 593 3218 1 1869 -115,1.0 1.0 0.01182033096926714 0.035158549920094206 0.5 0.03415559772296015 0.027777777777777776,1100203.7311933679,0.02857142857142857,854,14 13 592 3269 1 1885 -116,1.0 1.0 0.010638297872340425 0.039448229455799476 0.5 0.040227703984819736 0.0,1100196.233485219,0.02857142857142857,857,14 13 593 3219 1 1870 -115,1.0 1.0 0.01182033096926714 0.03524266128353941 0.5 0.03453510436432638 0.027777777777777776,1100203.8190997976,0.02857142857142857,852,12 13 662 2828 0 1922 -100,0.3333333333333333 1.0 0.0933806146572104 0.0023551181764656405 0.0 0.05426944971537002 0.4444444444444444,434270.4817370235,0.02857142857142857,525,13 13 612 3205 0 1838 -106,0.6666666666666666 1.0 0.034278959810874705 0.03406510219530658 0.0 0.022390891840607212 0.2777777777777778,767044.0230536668,0.02857142857142857,573,13 13 628 3248 1 1880 -108,0.6666666666666666 1.0 0.05319148936170213 0.03768189082345025 0.5 0.038330170777988615 0.2222222222222222,767286.8689750371,0.02857142857142857,565,12 13 662 2800 0 1913 -102,0.3333333333333333 1.0 0.0933806146572104 0.0 0.0 0.05085388994307401 0.3888888888888889,434268.0369076937,0.02857142857142857,537,13 13 629 3235 0 1884 -109,0.6666666666666666 1.0 0.054373522458628844 0.03658844309866263 0.0 0.03984819734345351 0.19444444444444445,767247.5832607695,0.02857142857142857,561,14 13 624 3197 1 1867 -104,1.0 1.0 0.04846335697399527 0.03339221128774497 0.5 0.0333965844402277 0.3333333333333333,1100568.6930802055,0.02857142857142857,504,12 13 662 2873 0 1960 -100,0.3333333333333333 1.0 0.0933806146572104 0.006140129531499706 0.0 0.06869070208728653 0.4444444444444444,434274.4109609022,0.02857142857142857,503,13 13 647 3286 1 1924 -109,0.6666666666666666 1.0 0.07565011820330969 0.0408781226343679 0.5 0.05502846299810247 0.19444444444444445,767514.7907004085,0.02857142857142857,547,13 13 629 3235 0 1884 -109,0.6666666666666666 1.0 0.054373522458628844 0.03658844309866263 0.0 0.03984819734345351 0.19444444444444445,767247.5832607695,0.02857142857142857,561,12 5 1405 13970 0 4238 -80,0.3333333333333333 0.1111111111111111 0.9716312056737588 0.9395239296829001 0.0 0.9332068311195446 1.0,355110.6124991761,0.65,200,11 4 1397 14593 0 4325 -107,0.0 0.0 0.9621749408983451 0.9919253091092607 0.0 0.966223908918406 0.25,10623.586957181895,0.65,1309,11 4 1429 14538 0 4399 -111,0.0 0.0 1.0 0.9872991841197746 0.0 0.9943074003795066 0.1388888888888889,10997.381147012458,0.638095238095238,706,12 5 1405 13970 0 4233 -81,0.3333333333333333 0.1111111111111111 0.9716312056737588 0.9395239296829001 0.0 0.9313092979127134 0.9722222222222222,355110.5657460663,0.65,202,11 4 1396 14689 2 4337 -108,0.0 0.0 0.9609929078014184 1.0 1.0 0.9707779886148008 0.2222222222222222,10719.859080122555,0.6523809523809524,1355,11 4 1425 14544 0 4414 -100,0.0 0.0 0.9952718676122931 0.9878038523004458 0.0 1.0 0.4444444444444444,10950.966972867822,0.6476190476190476,732,14 13 583 2858 0 1779 -113,1.0 1.0 0.0 0.004878459079821684 0.0 0.0 0.08333333333333333,1100004.9617924131,0.02857142857142857,865
resolved-p14d-c14d-3600-1st/nsp-n10-d28-r0.10-rp0-fp0-s5,4 1 53 746 0 343 -44,1.0 0.05 0.39344262295081966 0.8151071025930101 0.0 0.36259541984732824 0.05172413793103448,1009753.2110104376,0.02142857142857143,3570,4 1 53 706 0 345 -41,1.0 0.05 0.39344262295081966 0.770011273957159 0.0 0.366412213740458 0.10344827586206896,1009708.2050738786,0.02142857142857143,3636,4 1 53 713 0 343 -47,1.0 0.05 0.39344262295081966 0.7779030439684329 0.0 0.36259541984732824 0.0,1009715.9552276751,0.02142857142857143,3626,3 1 69 559 0 389 -25,0.75 0.05 0.5245901639344263 0.6042841037204059 0.0 0.45038167938931295 0.3793103448275862,760855.0688702033,0.02142857142857143,1621,2 4 73 592 1 396 -23,0.5 0.2 0.5573770491803278 0.6414881623449831 0.25 0.4637404580152672 0.41379310344827586,526245.3098518319,0.35,3878,1 20 117 899 0 422 -11,0.25 1.0 0.9180327868852459 0.9875986471251409 0.0 0.5133587786259542 0.6206896551724138,360173.680793419,0.24285714285714285,3721,3 1 69 623 0 390 -24,0.75 0.05 0.5245901639344263 0.6764374295377678 0.0 0.45229007633587787 0.39655172413793105,760927.2585213695,0.02142857142857143,1600,2 4 73 568 1 396 -24,0.5 0.2 0.5573770491803278 0.6144306651634723 0.25 0.4637404580152672 0.39655172413793105,526218.235113271,0.35,3882,1 20 114 899 0 437 -15,0.25 1.0 0.8934426229508197 0.9875986471251409 0.0 0.5419847328244275 0.5517241379310345,359927.9964480995,0.24285714285714285,3729,3 1 69 703 0 390 -24,0.75 0.05 0.5245901639344263 0.7666290868094702 0.0 0.45229007633587787 0.39655172413793105,761017.4501786412,0.02142857142857143,1590,2 4 74 569 1 394 -25,0.5 0.2 0.5655737704918032 0.6155580608793687 0.25 0.4599236641221374 0.3793103448275862,526301.2743127835,0.34285714285714286,3871,1 20 127 882 0 424 -20,0.25 1.0 1.0 0.9684329199549042 0.0 0.517175572519084 0.46551724137931033,360974.0701929215,0.24285714285714285,3687,2 0 5 23 0 154 -22,0.5 0.0 0.0 0.0 0.0 0.0019083969465648854 0.43103448275862066,500000.45011845225,0.02142857142857143,2289,0 0 60 338 2 600 9,0.0 0.0 0.45081967213114754 0.3551296505073281 0.5 0.8530534351145038 0.9655172413793104,4922.822423411329,0.6857142857142857,1819,0 0 76 899 3 676 5,0.0 0.0 0.5819672131147541 0.9875986471251409 0.75 0.9980916030534351 0.896551724137931,6893.148246027355,0.6142857142857143,1743,2 0 6 47 1 153 -30,0.5 0.0 0.00819672131147541 0.02705749718151071 0.25 0.0 0.29310344827586204,500134.31781374454,0.02142857142857143,2236,0 0 56 336 1 578 11,0.0 0.0 0.4180327868852459 0.3528748590755355 0.25 0.8110687022900763 1.0,4567.313414950895,0.6857142857142857,1966,0 0 76 910 4 677 3,0.0 0.0 0.5819672131147541 1.0 1.0 1.0 0.8620689655172413,6930.534200113058,0.6142857142857143,1695,4 1 45 814 0 319 -44,1.0 0.05 0.32786885245901637 0.8917700112739572 0.0 0.31679389312977096 0.05172413793103448,1009173.6781989334,0.02142857142857143,4021
resolved-p14d-c14d-3600-1st/nsp-n10-d28-r0.10-rp0-fp0-s0,5 32 3 13 0 181 -20,1.0 0.19607843137254902 0.125 0.013513513513513514 0.0 0.3790322580645161 0.2,1020875.3469733491,0.02142857142857143,3165,5 33 1 12 0 156 -23,1.0 0.21568627450980393 0.041666666666666664 0.0 0.0 0.1774193548387097 0.0,1021987.0683111955,0.02142857142857143,2946,5 32 2 14 0 164 -17,1.0 0.19607843137254902 0.08333333333333333 0.02702702702702703 0.0 0.24193548387096775 0.4,1020471.022852454,0.02142857142857143,3248,2 26 18 38 1 205 -19,0.0 0.0784313725490196 0.75 0.35135135135135137 0.25 0.5725806451612904 0.26666666666666666,15725.481079371591,0.02142857142857143,2304,4 46 2 13 0 134 -18,0.6666666666666666 0.47058823529411764 0.08333333333333333 0.013513513513513514 0.0 0.0 0.3333333333333333,714572.6703762586,0.02142857142857143,3458,4 47 2 13 0 153 -16,0.6666666666666666 0.49019607843137253 0.08333333333333333 0.013513513513513514 0.0 0.1532258064516129 0.4666666666666667,716535.1202813819,0.02142857142857143,2970,2 28 14 72 1 145 -21,0.0 0.11764705882352941 0.5833333333333334 0.8108108108108109 0.25 0.08870967741935484 0.13333333333333333,18434.87045660461,0.02142857142857143,2508,4 47 1 21 0 155 -16,0.6666666666666666 0.49019607843137253 0.041666666666666664 0.12162162162162163 0.0 0.1693548387096774 0.4666666666666667,716226.723013146,0.02142857142857143,3115,4 46 3 13 0 144 -17,0.6666666666666666 0.47058823529411764 0.125 0.013513513513513514 0.0 0.08064516129032258 0.4,714990.2101612048,0.02142857142857143,3410,2 30 14 60 4 194 -23,0.0 0.1568627450980392 0.5833333333333334 0.6486486486486487 1.0 0.4838709677419355 0.0,22273.095201463322,0.02142857142857143,2072,4 46 4 15 0 145 -19,0.6666666666666666 0.47058823529411764 0.16666666666666666 0.04054054054054054 0.0 0.08870967741935484 0.26666666666666666,715433.8511667264,0.02142857142857143,3382,4 46 3 14 0 150 -18,0.6666666666666666 0.47058823529411764 0.125 0.02702702702702703 0.0 0.12903225806451613 0.3333333333333333,715004.1408790194,0.02142857142857143,3395,5 22 17 82 2 186 -16,1.0 0.0 0.7083333333333334 0.9459459459459459 0.5 0.41935483870967744 0.4666666666666667,1008083.939494333,0.02142857142857143,1986,4 73 0 15 2 231 -20,0.6666666666666666 1.0 0.0 0.04054054054054054 0.5 0.782258064516129 0.2,766765.2297878524,0.65,3279,4 66 0 18 3 236 -8,0.6666666666666666 0.8627450980392157 0.0 0.08108108108108109 0.75 0.8225806451612904 1.0,753106.4833581209,0.5714285714285714,3300,5 23 21 86 2 187 -14,1.0 0.0196078431372549 0.875 1.0 0.5 0.4274193548387097 0.6,1011765.6585072739,0.02142857142857143,1943,4 72 0 30 4 258 -18,0.6666666666666666 0.9803921568627451 0.0 0.24324324324324326 1.0 1.0 0.3333333333333333,765059.4589295177,0.6428571428571429,3357,4 66 0 17 3 239 -9,0.6666666666666666 0.8627450980392157 0.0 0.06756756756756757 0.75 0.8467741935483871 0.9333333333333333,753093.1451134246,0.5714285714285714,3307,3 38 24 33 1 205 -17,0.3333333333333333 0.3137254901960784 1.0 0.28378378378378377 0.25 0.5725806451612904 0.4,375020.79194317653,0.02142857142857143,3346
resolved-p14d-c14d-3600-1st/nsp-n30-d28-r0.10-rp2-fp2-s9,18 105 5 61 5 287 -61,0.0 0.0 0.027472527472527472 0.07142857142857142 0.29411764705882354 0.005934718100890208 0.19402985074626866,375.8189878914837,0.009523809523809525,975,18 105 5 62 5 292 -60,0.0 0.0 0.027472527472527472 0.075 0.29411764705882354 0.013353115727002967 0.208955223880597,379.4795258123077,0.009523809523809525,933,18 105 5 57 5 283 -63,0.0 0.0 0.027472527472527472 0.05714285714285714 0.29411764705882354 0.0 0.16417910447761194,361.44407567849186,0.009523809523809525,998,23 134 10 60 1 561 -56,0.38461538461538464 0.17791411042944785 0.054945054945054944 0.06785714285714285 0.058823529411764705 0.4124629080118694 0.26865671641791045,403034.3789893748,0.009523809523809525,932,21 120 4 46 0 309 -74,0.23076923076923078 0.09202453987730061 0.02197802197802198 0.017857142857142856 0.0 0.03857566765578635 0.0,240209.70787627477,0.009523809523809525,931,21 120 4 46 0 305 -72,0.23076923076923078 0.09202453987730061 0.02197802197802198 0.017857142857142856 0.0 0.032640949554896145 0.029850746268656716,240209.67837984,0.009523809523809525,943,20 117 3 41 0 302 -74,0.15384615384615385 0.0736196319018405 0.016483516483516484 0.0 0.0 0.028189910979228485 0.0,161373.23410028286,0.009523809523809525,858,20 268 182 321 17 440 -7,0.15384615384615385 1.0 1.0 1.0 1.0 0.23293768545994065 1.0,264949.48322300846,0.16428571428571428,432,23 147 0 49 1 334 -68,0.38461538461538464 0.25766871165644173 0.0 0.02857142857142857 0.058823529411764705 0.07566765578635015 0.08955223880597014,410417.5557913381,0.0761904761904762,421,22 122 3 47 0 453 -57,0.3076923076923077 0.10429447852760736 0.016483516483516484 0.02142857142857143 0.0 0.2522255192878338 0.2537313432835821,318310.7952678683,0.009523809523809525,879,24 127 14 57 4 332 -64,0.46153846153846156 0.13496932515337423 0.07692307692307693 0.05714285714285714 0.23529411764705882 0.07270029673590504 0.14925373134328357,475886.173348636,0.08095238095238096,988,23 129 0 47 0 312 -65,0.38461538461538464 0.147239263803681 0.0 0.02142857142857143 0.0 0.04302670623145401 0.13432835820895522,399361.3041626018,0.009523809523809525,902,19 136 10 147 3 438 -65,0.07692307692307693 0.1901840490797546 0.054945054945054944 0.37857142857142856 0.17647058823529413 0.22997032640949555 0.13432835820895522,96889.5848995202,0.009523809523809525,781,29 240 25 102 16 953 -32,0.8461538461538461 0.8282208588957055 0.13736263736263737 0.21785714285714286 0.9411764705882353 0.9940652818991098 0.6268656716417911,930672.1007254496,0.6476190476190476,1103,31 255 138 70 12 740 -37,1.0 0.9202453987730062 0.7582417582417582 0.10357142857142858 0.7058823529411765 0.6780415430267063 0.5522388059701493,1099788.44977782,0.6214285714285714,1155,19 136 10 147 3 465 -63,0.07692307692307693 0.1901840490797546 0.054945054945054944 0.37857142857142856 0.17647058823529413 0.27002967359050445 0.16417910447761194,96890.01534373827,0.009523809523809525,775,29 239 40 101 16 957 -31,0.8461538461538461 0.8220858895705522 0.21978021978021978 0.21428571428571427 0.9411764705882353 1.0 0.6417910447761194,930879.2824610928,0.6476190476190476,1125,31 255 137 69 7 729 -34,1.0 0.9202453987730062 0.7527472527472527 0.1 0.4117647058823529 0.6617210682492581 0.5970149253731343,1099700.4031009693,0.6214285714285714,1240,22 119 1 64 2 331 -64,0.3076923076923077 0.08588957055214724 0.005494505494505495 0.08214285714285714 0.11764705882352941 0.0712166172106825 0.14925373134328357,316430.97878539615,0.009523809523809525,1305
