,mp-is1-p-hi-org-obj,mp-is1-p-hi-nrm-obj,mp-is1-p-hi-obj,mp-is1-p-hi-diff,mp-is1-p-hi-freq,mp-is1-p-low-org-obj,mp-is1-p-low-nrm-obj,mp-is1-p-low-obj,mp-is1-p-low-diff,mp-is1-p-low-freq,mp-is1-p-mid-org-obj,mp-is1-p-mid-nrm-obj,mp-is1-p-mid-obj,mp-is1-p-mid-diff,mp-is1-p-mid-freq,mp-is10-p-hi-org-obj,mp-is10-p-hi-nrm-obj,mp-is10-p-hi-obj,mp-is10-p-hi-diff,mp-is10-p-hi-freq,mp-is10-p-low-org-obj,mp-is10-p-low-nrm-obj,mp-is10-p-low-obj,mp-is10-p-low-diff,mp-is10-p-low-freq,mp-is10-p-mid-org-obj,mp-is10-p-mid-nrm-obj,mp-is10-p-mid-obj,mp-is10-p-mid-diff,mp-is10-p-mid-freq,mp-is100-p-hi-org-obj,mp-is100-p-hi-nrm-obj,mp-is100-p-hi-obj,mp-is100-p-hi-diff,mp-is100-p-hi-freq,mp-is100-p-low-org-obj,mp-is100-p-low-nrm-obj,mp-is100-p-low-obj,mp-is100-p-low-diff,mp-is100-p-low-freq,mp-is100-p-mid-org-obj,mp-is100-p-mid-nrm-obj,mp-is100-p-mid-obj,mp-is100-p-mid-diff,mp-is100-p-mid-freq
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s6,19 4 4196 25394 0 11364 -258,0.0 0.0 0.05 0.5042492917847026 0.0 0.7 0.2,1011.4492917847026,0,708,19 4 4197 25311 0 11364 -260,0.0 0.0 0.1 0.26912181303116145 0.0 0.7 0.0,1276.1218130311613,0,707,19 4 4195 25336 0 11355 -256,0.0 0.0 0.0 0.33994334277620397 0.0 0.4 0.4,344.34334277620394,0,715,19 4 4195 25336 0 11355 -256,0.0 0.0 0.0 0.33994334277620397 0.0 0.4 0.4,344.34334277620394,0,715,19 4 4195 25216 0 11343 -250,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,723,19 4 4215 25569 0 11373 -259,0.0 0.0 1.0 1.0 0.0 1.0 0.1,11010.1,0,652,19 4 4202 25339 1 11365 -259,0.0 0.0 0.35 0.34844192634560905 1.0 0.7333333333333333 0.1,3955.8752596789423,0,701,19 4 4195 25336 0 11355 -256,0.0 0.0 0.0 0.33994334277620397 0.0 0.4 0.4,344.34334277620394,0,715,19 4 4196 25394 0 11364 -258,0.0 0.0 0.05 0.5042492917847026 0.0 0.7 0.2,1011.4492917847026,0,708
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s1,16 5 2516 20219 0 7317 -236,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,339,16 5 2516 20219 0 7317 -236,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,339,16 5 2516 20219 0 7317 -236,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,339,16 5 2516 20219 0 7317 -236,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,339,16 5 2516 20219 0 7317 -236,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,339,16 5 2516 20219 0 7317 -236,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,339,16 5 2516 20219 0 7317 -236,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,339,16 5 2516 20219 0 7317 -236,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,339,16 5 2516 20219 0 7317 -236,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,339
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s3,0 0 0 0 0 114 -33,0.0 0.0 0.0 0.0 0.0 0.0 0.15384615384615385,0.15384615384615385,0,184,0 0 0 0 0 114 -34,0.0 0.0 0.0 0.0 0.0 0.0 0.07692307692307693,0.07692307692307693,0,185,0 0 0 0 0 114 -34,0.0 0.0 0.0 0.0 0.0 0.0 0.07692307692307693,0.07692307692307693,0,185,0 0 0 0 0 114 -35,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,186,0 0 0 0 0 114 -33,0.0 0.0 0.0 0.0 0.0 0.0 0.15384615384615385,0.15384615384615385,0,184,0 0 0 0 0 114 -22,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,174,0 0 0 0 0 114 -33,0.0 0.0 0.0 0.0 0.0 0.0 0.15384615384615385,0.15384615384615385,0,184,0 0 0 0 0 114 -35,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,186,0 0 0 0 0 114 -34,0.0 0.0 0.0 0.0 0.0 0.0 0.07692307692307693,0.07692307692307693,0,185
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s5,0 0 29 55 2 426 -2,0.0 0.0 0.0 0.08403361344537816 1.0 0.4722222222222222 0.2222222222222222,188.9780578898226,0,2046,0 0 29 45 2 425 3,0.0 0.0 0.0 0.0 1.0 0.4444444444444444 0.7777777777777778,105.22222222222221,0,2059,0 0 29 120 1 435 0,0.0 0.0 0.0 0.6302521008403361 0.0 0.7222222222222222 0.4444444444444444,637.9187675070027,0,1997,0 0 79 164 2 409 3,0.0 0.0 1.0 1.0 1.0 0.0 0.7777777777777778,11100.777777777777,0,1718,0 0 29 135 2 438 3,0.0 0.0 0.0 0.7563025210084033 1.0 0.8055555555555556 0.7777777777777778,865.1358543417367,0,1973,0 0 29 135 2 441 4,0.0 0.0 0.0 0.7563025210084033 1.0 0.8888888888888888 0.8888888888888888,866.0802987861812,0,1969,0 0 30 136 2 414 -4,0.0 0.0 0.02 0.7647058823529411 1.0 0.1388888888888889 0.0,1066.09477124183,0,1887,0 0 29 134 1 441 5,0.0 0.0 0.0 0.7478991596638656 0.0 0.8888888888888888 1.0,757.7880485527545,0,1985,0 0 29 55 2 445 2,0.0 0.0 0.0 0.08403361344537816 1.0 1.0 0.6666666666666666,194.7002801120448,0,2016
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s9,0 0 0 0 0 85 -54,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,74,0 0 0 0 0 85 -54,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,74,0 0 0 0 0 85 -54,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,74,0 0 0 0 0 85 -54,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,74,0 0 0 0 0 85 -54,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,74,0 0 0 0 0 85 -54,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,74,0 0 0 0 0 85 -54,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,74,0 0 0 0 0 85 -54,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,74,0 0 0 0 0 85 -54,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,74
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s7,23 8 4323 26403 0 11491 -271,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,86,23 8 4323 26403 0 11491 -271,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,86,23 8 4323 26403 0 11491 -271,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,86,23 8 4323 26403 0 11491 -271,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,86,23 8 4323 26403 0 11491 -271,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,86,23 8 4323 26403 0 11491 -271,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,86,23 8 4323 26403 0 11491 -271,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,86,23 8 4323 26403 0 11491 -271,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,86,23 8 4323 26403 0 11491 -271,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,86
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s4,10 4 1368 13611 0 4190 -86,0.0 0.0 1.0 0.0 0.0 1.0 1.0,10011.0,0,504,10 4 1365 13611 0 4180 -94,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,529,10 4 1366 13611 0 4187 -93,0.0 0.0 0.3333333333333333 0.0 0.0 0.7 0.125,3340.458333333333,0,520,10 4 1365 13611 0 4180 -87,0.0 0.0 0.0 0.0 0.0 0.0 0.875,0.875,0,523,10 4 1365 13611 0 4180 -94,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,529,10 4 1368 13611 0 4190 -89,0.0 0.0 1.0 0.0 0.0 1.0 0.625,10010.625,0,507,10 4 1365 13611 0 4180 -93,0.0 0.0 0.0 0.0 0.0 0.0 0.125,0.125,0,528,10 4 1365 13611 0 4180 -93,0.0 0.0 0.0 0.0 0.0 0.0 0.125,0.125,0,528,10 4 1365 13611 0 4180 -94,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,529
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s1,0 0 4016 22695 0 10841 -201,0.0 0.0 0.0 0.11917098445595854 0.0 0.0 0.6,119.77098445595854,0,184,0 0 4020 22650 0 10843 -201,0.0 0.0 0.06779661016949153 0.0025906735751295338 0.0 0.02531645569620253 0.6,681.4099398270068,0,180,0 0 4022 22746 0 10848 -201,0.0 0.0 0.1016949152542373 0.25129533678756477 0.0 0.08860759493670886 0.6,1269.7305652793048,0,171,0 0 4075 23035 0 10918 -204,0.0 0.0 1.0 1.0 0.0 0.9746835443037974 0.0,11009.746835443038,0,129,0 0 4075 22837 0 10920 -204,0.0 0.0 1.0 0.48704663212435234 0.0 1.0 0.0,10497.046632124353,0,136,0 0 4036 22747 0 10877 -200,0.0 0.0 0.3389830508474576 0.2538860103626943 0.0 0.45569620253164556 0.8,3649.073480862587,0,165,0 0 4018 22649 0 10846 -200,0.0 0.0 0.03389830508474576 0.0 0.0 0.06329113924050633 0.8,340.41596223986267,0,181,0 0 4018 22649 0 10846 -200,0.0 0.0 0.03389830508474576 0.0 0.0 0.06329113924050633 0.8,340.41596223986267,0,181,0 0 4020 22650 0 10848 -199,0.0 0.0 0.06779661016949153 0.0025906735751295338 0.0 0.08860759493670886 1.0,682.4428512194119,0,179
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s7,0 0 0 0 0 81 -51,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0,89,0 0 0 0 0 81 -51,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0,89,0 0 0 0 0 76 -60,0.0 0.0 0.0 0.0 0.0 0.16666666666666666 0.0,1.6666666666666665,0,93,0 0 0 0 0 75 -58,0.0 0.0 0.0 0.0 0.0 0.0 0.2222222222222222,0.2222222222222222,0,95,0 0 0 0 0 81 -51,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0,89,0 0 0 0 0 81 -51,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0,89,0 0 0 0 0 79 -59,0.0 0.0 0.0 0.0 0.0 0.6666666666666666 0.1111111111111111,6.777777777777777,0,91,0 0 0 0 0 75 -57,0.0 0.0 0.0 0.0 0.0 0.0 0.3333333333333333,0.3333333333333333,0,94,0 0 0 0 0 75 -58,0.0 0.0 0.0 0.0 0.0 0.0 0.2222222222222222,0.2222222222222222,0,95
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s0,2 102 5 44 5 232 3,0.0 1.0 0.5555555555555556 0.6590909090909091 1.0 1.0 1.0,106325.64646464647,0,3393,2 102 5 59 4 230 -5,0.0 1.0 0.5555555555555556 1.0 0.75 0.9285714285714286 0.6521739130434783,106640.49344375431,0,3373,3 93 1 15 1 212 -17,1.0 0.0 0.1111111111111111 0.0 0.0 0.2857142857142857 0.13043478260869565,1001114.0986887509,0,3004,3 93 1 15 1 212 -16,1.0 0.0 0.1111111111111111 0.0 0.0 0.2857142857142857 0.17391304347826086,1001114.1421670117,0,3003,3 93 1 15 1 204 -18,1.0 0.0 0.1111111111111111 0.0 0.0 0.0 0.08695652173913043,1001111.1980676329,0,3054,2 102 6 53 4 230 -2,0.0 1.0 0.6666666666666666 0.8636363636363636 0.75 0.9285714285714286 0.782608695652174,107615.3713532844,0,3340,3 93 1 15 2 211 -20,1.0 0.0 0.1111111111111111 0.0 0.25 0.25 0.0,1001138.6111111111,0,2946,3 93 9 16 2 224 -14,1.0 0.0 1.0 0.022727272727272728 0.25 0.7142857142857143 0.2608695652173913,1010055.1309994353,0,2480,3 94 0 15 1 217 -15,1.0 0.1111111111111111 0.0 0.0 0.0 0.4642857142857143 0.21739130434782608,1011115.9713595583,0,2370
