,mp-is1-p-hi-org-obj,mp-is1-p-hi-nrm-obj,mp-is1-p-hi-obj,mp-is1-p-hi-diff,mp-is1-p-hi-freq,mp-is1-p-low-org-obj,mp-is1-p-low-nrm-obj,mp-is1-p-low-obj,mp-is1-p-low-diff,mp-is1-p-low-freq,mp-is1-p-mid-org-obj,mp-is1-p-mid-nrm-obj,mp-is1-p-mid-obj,mp-is1-p-mid-diff,mp-is1-p-mid-freq,mp-is10-p-hi-org-obj,mp-is10-p-hi-nrm-obj,mp-is10-p-hi-obj,mp-is10-p-hi-diff,mp-is10-p-hi-freq,mp-is10-p-low-org-obj,mp-is10-p-low-nrm-obj,mp-is10-p-low-obj,mp-is10-p-low-diff,mp-is10-p-low-freq,mp-is10-p-mid-org-obj,mp-is10-p-mid-nrm-obj,mp-is10-p-mid-obj,mp-is10-p-mid-diff,mp-is10-p-mid-freq,mp-is100-p-hi-org-obj,mp-is100-p-hi-nrm-obj,mp-is100-p-hi-obj,mp-is100-p-hi-diff,mp-is100-p-hi-freq,mp-is100-p-low-org-obj,mp-is100-p-low-nrm-obj,mp-is100-p-low-obj,mp-is100-p-low-diff,mp-is100-p-low-freq,mp-is100-p-mid-org-obj,mp-is100-p-mid-nrm-obj,mp-is100-p-mid-obj,mp-is100-p-mid-diff,mp-is100-p-mid-freq
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s6,0 2 2 0 0 326 -164,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,19621,0 2 2 0 0 326 -162,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,19619,0 2 2 0 0 326 -163,0.0 0.0 0.0 0.0 0.0 0.0 0.5,0.5,0,19620,0 2 2 0 0 326 -164,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,19621,0 2 2 0 0 326 -164,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,19621,0 2 2 0 0 326 -164,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,19621,0 2 2 0 0 326 -163,0.0 0.0 0.0 0.0 0.0 0.0 0.5,0.5,0,19620,0 2 2 0 0 326 -164,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,19621,0 2 2 0 0 326 -163,0.0 0.0 0.0 0.0 0.0 0.0 0.5,0.5,0,19620
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s1,0 2 151 502 185 2871 -53,0.0 0.0 0.024691358024691357 0.0 0.9 0.16891891891891891 0.3333333333333333,338.93610276943605,0,47072,0 2 175 545 188 2784 -62,0.0 0.0 0.08395061728395062 0.5733333333333334 0.9375 0.1036036036036036 0.11904761904761904,1507.7445898279234,0,45049,0 2 489 570 127 3847 -44,0.0 0.0 0.8592592592592593 0.9066666666666666 0.175 0.9016516516516516 0.5476190476190477,9526.323394823394,0,41164,0 2 151 529 193 2837 -67,0.0 0.0 0.024691358024691357 0.36 1.0 0.14339339339339338 0.0,708.3475141808476,0,46733,0 2 177 529 144 2672 -47,0.0 0.0 0.08888888888888889 0.36 0.3875 0.01951951951951952 0.47619047619047616,1288.3102745602744,0,44911,0 2 546 574 157 3978 -25,0.0 0.0 1.0 0.96 0.55 1.0 1.0,11026.0,0,37903,0 2 175 547 172 2646 -49,0.0 0.0 0.08395061728395062 0.6 0.7375 0.0 0.42857142857142855,1513.6847442680776,0,44980,0 2 141 526 157 2868 -36,0.0 0.0 0.0 0.32 0.55 0.16666666666666666 0.7380952380952381,377.4047619047619,0,47535,0 2 212 577 113 3091 -31,0.0 0.0 0.17530864197530865 1.0 0.0 0.3340840840840841 0.8571428571428571,2757.28440345107,0,42821
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s3,0 0 0 0 0 89 -32,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,197,0 0 0 0 0 89 -33,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,198,0 0 0 0 0 89 -32,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,197,0 0 0 0 0 89 -32,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,197,0 0 0 0 0 90 -33,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0,196,0 0 0 0 0 90 -33,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0,196,0 0 0 0 0 89 -32,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,197,0 0 0 0 0 89 -32,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,197,0 0 0 0 0 89 -32,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,197
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s5,0 0 2 0 0 125 -27,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,3965,0 0 2 0 0 125 -27,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,3965,0 0 2 0 0 125 -27,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,3965,0 0 2 0 0 125 -27,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,3965,0 0 2 0 0 125 -27,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,3965,0 0 2 0 0 125 -27,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,3965,0 0 2 0 0 125 -27,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,3965,0 0 2 0 0 125 -27,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,3965,0 0 2 0 0 125 -27,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,3965
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s9,0 0 0 0 0 75 -41,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,100,0 0 0 0 0 75 -41,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,100,0 0 0 0 0 75 -41,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,100,0 0 0 0 0 75 -41,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,100,0 0 0 0 0 75 -41,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,100,0 0 0 0 0 75 -41,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,100,0 0 0 0 0 75 -41,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,100,0 0 0 0 0 75 -41,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,100,0 0 0 0 0 75 -41,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,100
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s7,0 2 0 0 0 430 -122,0.0 0.0 0.0 0.0 0.0 0.16666666666666666 0.88,2.5466666666666664,0,22106,0 2 0 0 0 420 -120,0.0 0.0 0.0 0.0 0.0 0.0 0.96,0.96,0,22121,0 2 0 0 0 420 -120,0.0 0.0 0.0 0.0 0.0 0.0 0.96,0.96,0,22121,0 2 0 0 0 420 -119,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,22120,0 2 0 0 0 430 -121,0.0 0.0 0.0 0.0 0.0 0.16666666666666666 0.92,2.5866666666666664,0,22105,0 2 0 0 0 420 -119,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,22120,0 2 0 0 0 430 -123,0.0 0.0 0.0 0.0 0.0 0.16666666666666666 0.84,2.5066666666666664,0,22107,0 2 0 0 0 480 -144,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0,22030,0 2 0 0 0 420 -119,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,22120
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s4,0 2 0 0 0 150 -77,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0,16423,0 2 0 0 0 141 -68,0.0 0.0 0.0 0.0 0.0 0.0 0.8181818181818182,0.8181818181818182,0,16441,0 2 0 0 0 141 -68,0.0 0.0 0.0 0.0 0.0 0.0 0.8181818181818182,0.8181818181818182,0,16441,0 2 0 0 0 150 -77,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0,16423,0 2 0 0 0 141 -66,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,16439,0 2 0 0 0 150 -75,0.0 0.0 0.0 0.0 0.0 1.0 0.18181818181818182,10.181818181818182,0,16421,0 2 0 0 0 141 -66,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,16439,0 2 0 0 0 150 -75,0.0 0.0 0.0 0.0 0.0 1.0 0.18181818181818182,10.181818181818182,0,16421,0 2 0 0 0 150 -76,0.0 0.0 0.0 0.0 0.0 1.0 0.09090909090909091,10.090909090909092,0,16422
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s1,0 0 2 2 0 467 -124,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,8535,0 0 2 2 0 467 -124,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,8535,0 0 2 2 0 467 -124,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,8535,0 0 2 27 1 1509 -7,0.0 0.0 0.0 1.0 1.0 1.0 1.0,1111.0,0,8007,0 0 2 2 0 467 -124,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,8535,0 0 2 2 0 467 -124,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,8535,0 0 2 2 0 467 -124,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,8535,0 0 2 2 0 467 -124,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,8535,0 0 2 2 0 467 -124,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,8535
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s7,0 0 0 0 0 58 -36,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,120,0 0 0 0 0 58 -36,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,120,0 0 0 0 0 58 -36,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,120,0 0 0 0 0 58 -36,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,120,0 0 0 0 0 58 -36,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,120,0 0 0 0 0 58 -36,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,120,0 0 0 0 0 58 -36,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,120,0 0 0 0 0 58 -36,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,120,0 0 0 0 0 58 -36,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,120
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s0,0 1 0 0 0 94 -29,0.0 0.0 0.0 0.0 0.0 0.0 0.5,0.5,0,19019,0 1 0 0 0 94 -28,0.0 0.0 0.0 0.0 0.0 0.0 0.75,0.75,0,19018,0 1 0 0 0 94 -31,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,19021,0 1 0 0 0 94 -27,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,19017,0 1 0 0 0 94 -30,0.0 0.0 0.0 0.0 0.0 0.0 0.25,0.25,0,19020,0 1 0 0 0 94 -27,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0,19017,0 1 0 0 0 94 -30,0.0 0.0 0.0 0.0 0.0 0.0 0.25,0.25,0,19020,0 1 0 0 0 94 -31,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0,19021,0 1 0 0 0 94 -30,0.0 0.0 0.0 0.0 0.0 0.0 0.25,0.25,0,19020
resolved-c28d-comp-is/resolved-c28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s3,0 0 2 180 31 1147 15,0.0 0.0 0.05263157894736842 0.14803625377643503 0.2054794520547945 0.03715170278637771 1.0,696.2715054834624,0,17854,0 0 0 131 16 1099 8,0.0 0.0 0.0 0.0 0.0 0.0 0.8372093023255814,0.8372093023255814,0,18227,0 0 35 376 82 2245 -14,0.0 0.0 0.9210526315789473 0.7401812688821753 0.9041095890410958 0.8869969040247678 0.32558139534883723,10050.314094011355,0,17123,0 0 30 440 52 1890 3,0.0 0.0 0.7894736842105263 0.9335347432024169 0.4931506849315068 0.6122291021671826 0.7209302325581395,8884.42987505506,0,17364,0 0 9 293 39 1754 -28,0.0 0.0 0.23684210526315788 0.48942598187311176 0.3150684931506849 0.5069659442724458 0.0,2894.4235432624832,0,17710,0 0 30 438 53 1890 2,0.0 0.0 0.7894736842105263 0.9274924471299094 0.5068493150684932 0.6122291021671826 0.6976744186046512,8879.734186182297,0,17366,0 0 1 144 28 1223 3,0.0 0.0 0.02631578947368421 0.03927492447129909 0.1643835616438356 0.09597523219814241 0.7209302325581395,320.55185792706425,0,18005,0 0 4 255 25 1535 -11,0.0 0.0 0.10526315789473684 0.37462235649546827 0.1232876712328767 0.33746130030959753 0.3953488372093023,1443.3526644064293,0,17804,0 0 38 462 89 2391 -18,0.0 0.0 1.0 1.0 1.0 1.0 0.23255813953488372,11110.232558139534,0,16788
