,mp-ps-p-hi-org-obj,mp-ps-p-hi-nrm-obj,mp-ps-p-hi-obj,mp-ps-p-hi-diff,mp-ps-p-hi-freq,mp-ps-p-low-org-obj,mp-ps-p-low-nrm-obj,mp-ps-p-low-obj,mp-ps-p-low-diff,mp-ps-p-low-freq,mp-ps-p-mid-org-obj,mp-ps-p-mid-nrm-obj,mp-ps-p-mid-obj,mp-ps-p-mid-diff,mp-ps-p-mid-freq
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s6,20 8 4345 25751 0 11533 -234,1.0 0.0 1.0 1.0 0.0 1.0 1.0,1011011.0,0.6528571428571428,25,19 8 4342 25658 1 11524 -249,0.0 0.0 0.0 0.0 1.0 0.0 0.0,100.0,0.6542857142857142,105,19 8 4342 25719 1 11524 -249,0.0 0.0 0.0 0.6559139784946236 1.0 0.0 0.0,755.9139784946236,0.6542857142857142,98
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s1,17 7 2541 20057 0 7412 -224,1.0 1.0 0.8431372549019608 0.0 0.0 1.0 1.0,1108442.3725490195,0.6526785714285714,386,16 3 2498 20216 0 7317 -251,0.0 0.0 0.0 0.3426724137931034 0.0 0.0 0.0,342.67241379310343,0.6455357142857143,506,16 4 2549 20521 0 7373 -243,0.0 0.25 1.0 1.0 0.0 0.5894736842105263 0.2962962962962963,36006.191033138406,0.6482142857142857,248
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s3,0 0 0 0 0 184 -25,0.0 0.0 0.0 0.0 0.0 0.6842105263157895 0.16666666666666666,7.008771929824562,0.4035714285714286,23,0 0 0 0 0 158 -15,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0.6464285714285715,104,0 0 0 0 0 196 -27,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0.4142857142857143,15
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s5,6 1 3 3 0 102 -37,1.0 1.0 0.0 0.0 0.0 0.0 0.0,1100000.0,0.014285714285714285,344,0 0 94 804 2 705 16,0.0 0.0 1.0 1.0 0.5 1.0 1.0,11061.0,0.6607142857142857,1551,0 0 60 178 4 518 -3,0.0 0.0 0.6263736263736264 0.2184769038701623 1.0 0.6898839137645107 0.6415094339622641,6589.753516178034,0.6142857142857143,1740
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s9,0 0 0 0 0 298 -8,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0.5035714285714286,48,0 0 0 0 0 228 2,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0.6107142857142858,95,0 0 0 0 0 283 -8,0.0 0.0 0.0 0.0 0.0 0.7857142857142857 0.0,7.857142857142857,0.49464285714285716,58
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s7,22 14 4329 24525 0 11453 -236,0.0 1.0 1.0 0.0 0.0 0.6666666666666666 1.0,110007.66666666667,0.7564285714285715,370,23 8 4251 26058 0 11379 -289,1.0 0.0 0.0 0.8670814479638009 0.0 0.0 0.0,1000867.0814479638,0.7628571428571429,470,23 8 4323 26293 1 11490 -272,1.0 0.0 0.9230769230769231 1.0 1.0 1.0 0.32075471698113206,1010341.0899854862,0.76,139
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s4,12 5 1409 13865 0 4287 -85,1.0 1.0 0.0 0.0 0.0 0.0 1.0,1100001.0,0.6523809523809524,483,11 4 1412 14479 0 4349 -115,0.0 0.0 1.0 0.6868008948545862 0.0 0.6813186813186813 0.0,10693.614081667774,0.6523809523809524,1078,11 4 1410 14759 0 4378 -110,0.0 0.0 0.3333333333333333 1.0 0.0 1.0 0.16666666666666666,4343.5,0.65,1108
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s1,15 33 3582 17904 0 9832 -162,1.0 1.0 0.0 0.0 0.0 0.0 1.0,1100001.0,0.5535714285714286,250,0 0 3880 22857 1 10594 -214,0.0 0.0 0.916923076923077 1.0 1.0 0.9372693726937269 0.0,10278.603462957706,0.65,215,0 0 3907 22607 1 10645 -212,0.0 0.0 1.0 0.9495255400767212 1.0 1.0 0.038461538461538464,11059.564001615183,0.6421428571428571,193
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s7,0 0 0 0 0 336 -36,0.0 0.0 0.0 0.0 0.0 1.0 0.5,10.5,0.44821428571428573,13,0 0 0 0 0 291 -33,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0.4589285714285714,8,0 0 0 0 0 322 -39,0.0 0.0 0.0 0.0 0.0 0.6888888888888889 0.0,6.888888888888889,0.425,42
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s0,2 4 1 8 0 76 -28,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0.025,363,3 127 2 23 0 247 -16,1.0 1.0 0.125 0.8333333333333334 0.0 0.8724489795918368 1.0,1102093.0578231292,0.6714285714285714,3251,3 121 9 26 0 272 -17,1.0 0.9512195121951219 1.0 1.0 0.0 1.0 0.9166666666666666,1106132.867886179,0.6642857142857143,2932
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s3,14 28 1861 9862 1 5585 -80,1.0 1.0 0.0 0.0 1.0 0.0 1.0,1100101.0,0.5035714285714286,292,0 0 2257 17455 0 6781 -171,0.0 0.0 0.9850746268656716 0.9482952416635444 0.0 0.9991645781119465 0.0,10809.03315610138,0.6410714285714286,188,0 0 2263 17869 0 6782 -156,0.0 0.0 1.0 1.0 0.0 1.0 0.16483516483516483,11010.164835164835,0.6357142857142857,139
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s1,18 64 586 2498 10 2099 22,1.0 1.0 0.0 0.0 1.0 0.0 1.0,1100101.0,0.2857142857142857,614,0 0 1379 12563 0 4286 -111,0.0 0.0 0.9565741857659831 0.8982597054886211 0.0 0.9931880108991825 0.05,10473.983443257443,0.6547619047619048,300,0 0 1415 13703 1 4301 -118,0.0 0.0 1.0 1.0 0.1 1.0 0.0,11020.0,0.6523809523809524,109
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s6,7 8 542 8845 0 1955 -79,0.0 1.0 0.0 0.0 0.0 0.0 1.0,100001.0,0.5946428571428571,1579,7 1 671 10000 0 2234 -89,0.0 0.0 0.9923076923076923 1.0 0.0 1.0 0.0,10933.076923076924,0.6428571428571429,1088,7 1 672 9909 0 2224 -87,0.0 0.0 1.0 0.9212121212121213 0.0 0.96415770609319 0.2,10931.053698273054,0.6410714285714286,1197
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s8,13 3 297 224 120 1781 46,0.0 0.0 1.0 1.0 1.0 1.0 1.0,11111.0,0.008928571428571428,796,14 168 1 37 4 391 10,1.0 1.0 0.0 0.0 0.0 0.0 0.0,1100000.0,0.7178571428571429,718,14 165 18 110 5 427 39,1.0 0.9818181818181818 0.057432432432432436 0.39037433155080214 0.008620689655172414 0.025899280575539568 0.8055555555555556,1099148.4434550202,0.7142857142857143,935
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s2,0 0 0 0 0 197 -28,0.0 0.0 0.0 0.0 0.0 0.9682539682539683 0.2,9.882539682539681,0.42857142857142855,16,0 0 0 0 0 136 -29,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0.6178571428571429,81,0 0 0 0 0 199 -24,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0.42857142857142855,15
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s2,28 8 4329 25185 0 11503 -190,1.0 1.0 1.0 0.0 0.0 1.0 1.0,1110011.0,0.7207142857142858,101,27 4 4281 25728 0 11483 -204,0.0 0.0 0.6307692307692307 1.0 0.0 0.8360655737704918 0.17647058823529413,7316.229434018248,0.7157142857142857,464,27 4 4199 25534 0 11381 -207,0.0 0.0 0.0 0.6427255985267035 0.0 0.0 0.0,642.7255985267035,0.715,483
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s7,0 0 0 0 0 186 -19,0.0 0.0 0.0 0.0 0.0 1.0 0.4,10.4,0.45714285714285713,10,0 0 0 0 0 109 -21,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0.6214285714285714,129,0 0 0 0 0 171 -16,0.0 0.0 0.0 0.0 0.0 0.8051948051948052 1.0,9.051948051948052,0.44642857142857145,16
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s1,16 2 0 8 0 64 -67,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0.0125,725,21 164 8 45 4 352 7,1.0 0.9473684210526315 1.0 1.0 1.0 0.9320388349514563 1.0,1105847.1624936126,0.6482142857142857,1123,21 173 2 35 3 373 -18,1.0 1.0 0.25 0.7297297297297297 0.75 1.0 0.6621621621621622,1103315.3918918918,0.6375,1763
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s9,0 0 0 0 0 169 -29,0.0 0.0 0.0 0.0 0.0 1.0 0.4444444444444444,10.444444444444445,0.5821428571428572,40,0 0 0 0 0 123 -24,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0.6285714285714286,71,0 0 0 0 0 160 -33,0.0 0.0 0.0 0.0 0.0 0.8043478260869565 0.0,8.043478260869566,0.5821428571428572,39
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s4,17 7 2506 19492 0 7314 -198,1.0 0.0 0.9302325581395349 0.0 0.0 0.0 1.0,1009303.3255813953,0.65,226,16 7 2509 20004 0 7352 -223,0.0 0.0 1.0 0.9159212880143113 0.0 0.5588235294117647 0.0,10921.509523308428,0.6517857142857143,401,16 7 2466 20051 0 7382 -220,0.0 0.0 0.0 1.0 0.0 1.0 0.12,1010.12,0.65625,648
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s9,0 0 0 0 0 1514 -122,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0.46714285714285714,12,0 0 0 0 0 1346 -119,0.0 0.0 0.0 0.0 0.0 0.0 0.5,0.5,0.4692857142857143,56,0 0 0 0 0 1487 -116,0.0 0.0 0.0 0.0 0.0 0.8392857142857143 1.0,9.392857142857142,0.4642857142857143,18
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s0,52 256 7500 1109 35 7441 -56,1.0 1.0 0.0 1.0 1.0 0.0 0.0,1101100.0,0.6171428571428571,206,35 103 13450 506 1 9800 -41,0.10526315789473684 0.0 0.9067357512953368 0.23863636363636365 0.0 1.0 0.6818181818181818,114579.8335895084,0.8021428571428572,447,33 111 14062 317 2 9730 -34,0.0 0.05228758169934641 1.0 0.0 0.029411764705882353 0.9703264094955489 1.0,15242.402610500183,0.8021428571428572,423
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s8,0 0 0 0 0 920 -100,0.0 0.0 0.0 0.0 0.0 1.0 0.7272727272727273,10.727272727272727,0.4392857142857143,54,0 0 0 0 0 746 -108,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0.4616071428571429,90,0 0 0 0 0 919 -97,0.0 0.0 0.0 0.0 0.0 0.9942528735632183 1.0,10.942528735632184,0.4392857142857143,55
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s8,16 93 583 3083 0 1970 -37,1.0 1.0 0.0 0.0 0.0 0.0 1.0,1100001.0,0.3273809523809524,532,0 0 1388 14001 0 4232 -150,0.0 0.0 1.0 1.0 0.0 1.0 0.0,11010.0,0.6440476190476191,232,0 0 1217 12253 4 3853 -147,0.0 0.0 0.7875776397515528 0.8398974171093607 1.0 0.832449160035367 0.02654867256637168,8824.024854897809,0.6488095238095238,422
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s1,10 5 2 2 0 76 -28,1.0 0.0 0.0 0.0 0.0 0.0 0.0,1000000.0,0.010714285714285714,356,8 76 103 55 37 415 -10,0.0 1.0 1.0 0.7794117647058824 1.0 0.946927374301676 1.0,110889.8810384489,0.6714285714285714,2581,9 63 72 70 8 434 -14,0.5 0.8169014084507042 0.693069306930693 1.0 0.21621621621621623 1.0 0.7777777777777778,589653.2333137767,0.6321428571428571,2290
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s5,46 208 6946 605 22 4964 58,1.0 1.0 1.0 1.0 0.0 0.0 1.0,1111001.0,0.6491071428571429,315,29 106 6584 415 44 4985 50,0.10526315789473684 0.1774193548387097 0.0 0.0 1.0 0.3 0.5294117647058824,123108.62279037251,0.7910714285714285,633,27 84 6587 458 43 5034 41,0.0 0.0 0.008287292817679558 0.22631578947368422 0.9545454545454546 1.0 0.0,414.64326310502526,0.7910714285714285,584
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s6,1 9 92 1039 3 741 -2,0.0 1.0 0.7333333333333333 0.0 1.0 0.4090909090909091 0.0,107437.42424242424,0.5071428571428571,2528,1 2 96 2055 1 767 1,0.0 0.125 1.0 1.0 0.0 1.0 0.25,23510.25,0.6821428571428572,2594,1 1 81 1642 3 723 10,0.0 0.0 0.0 0.593503937007874 1.0 0.0 1.0,694.503937007874,0.6285714285714286,2621
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s4,2 6 4 4 0 99 -19,0.0 0.0 1.0 0.0 0.0 0.0 0.42857142857142855,10000.42857142857,0.025,346,5 77 0 9 0 255 -25,0.75 1.0 0.0 0.23809523809523808 0.0 0.7761194029850746 0.0,850245.8564321251,0.6857142857142857,3043,6 75 2 25 1 300 -11,1.0 0.971830985915493 0.5 1.0 1.0 1.0 1.0,1103294.0985915493,0.6285714285714286,1479
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s0,10 66 1684 11642 0 5268 -73,1.0 1.0 0.0 0.0 0.0 0.0 1.0,1100001.0,0.5071428571428571,311,0 0 2312 18408 0 6853 -147,0.0 0.0 0.9289940828402367 0.9639549793417865 0.0 0.9502398081534772 0.0,10263.398205825688,0.6526785714285714,184,0 0 2360 18661 1 6936 -146,0.0 0.0 1.0 1.0 1.0 1.0 0.013513513513513514,11110.013513513513,0.65,135
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s9,23 7 2419 18933 0 7074 -191,1.0 0.0 0.0 0.0 0.0 0.0 1.0,1000001.0,0.6526785714285714,403,22 7 2558 20398 0 7458 -221,0.0 0.0 1.0 0.8478009259259259 0.0 1.0 0.0,10857.800925925925,0.6517857142857143,496,22 7 2532 20661 0 7403 -219,0.0 0.0 0.8129496402877698 1.0 0.0 0.8567708333333334 0.06666666666666667,9138.1307778777,0.6526785714285714,840
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s4,9 3 601 8750 0 2100 -58,1.0 0.0 0.48 0.891193363114231 0.0 0.918918918918919 0.0,1005700.3825523035,0.6446428571428572,1598,9 3 577 9091 0 2032 -58,1.0 0.0 0.0 1.0 0.0 0.0 0.0,1001000.0,0.6625,1537,7 3 627 5957 0 2106 -1,0.0 0.0 1.0 0.0 0.0 1.0 1.0,10011.0,0.6428571428571429,1187
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s3,18 6 1487 14651 0 4489 -85,1.0 1.0 1.0 0.0 0.0 0.6830985915492958 1.0,1110007.8309859154,0.7678571428571429,300,17 4 1428 14962 0 4392 -100,0.0 0.0 0.0 0.3097609561752988 0.0 0.0 0.0,309.7609561752988,0.7726190476190476,1199,17 5 1482 15655 0 4534 -98,0.0 0.5 0.9152542372881356 1.0 0.0 1.0 0.13333333333333333,60162.675706214686,0.775,915
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s2,42 429 180 227 38 1415 -45,1.0 1.0 1.0 1.0 1.0 0.01 1.0,1111101.1,0.6892857142857143,128,30 345 32 127 9 1414 -53,0.14285714285714285 0.045454545454545456 0.0 0.0 0.0 0.0 0.6,147403.1974025974,0.7464285714285714,683,28 341 55 128 12 1514 -65,0.0 0.0 0.1554054054054054 0.01 0.10344827586206896 1.0 0.0,1584.398881640261,0.7455357142857143,482
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s7,0 0 0 0 0 535 -65,0.0 0.0 0.0 0.0 0.0 0.8356164383561644 1.0,9.356164383561644,0.41785714285714287,19,0 0 0 0 0 413 -82,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0.4261904761904762,126,0 0 0 0 0 559 -68,0.0 0.0 0.0 0.0 0.0 1.0 0.8235294117647058,10.823529411764707,0.4166666666666667,21
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s6,18 7 2597 20422 0 7490 -165,1.0 1.0 1.0 1.0 0.0 1.0 1.0,1111011.0,0.6517857142857143,47,17 3 2470 19886 0 7260 -185,0.0 0.0 0.2529411764705882 0.06457242582897033 0.0 0.17857142857142858 0.2,2595.9699048205666,0.6446428571428572,544,17 3 2427 19849 0 7210 -190,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0.6419642857142858,865
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s5,13 30 3410 17464 1 9682 -139,1.0 1.0 0.0 0.0 1.0 0.0 1.0,1100101.0,0.56,222,0 0 3733 22388 0 10356 -210,0.0 0.0 0.6512096774193549 0.9891522699879469 0.0 0.6569200779727096 0.0,7507.818244961222,0.6407142857142857,229,0 0 3906 22442 1 10708 -197,0.0 0.0 1.0 1.0 1.0 1.0 0.18309859154929578,11110.18309859155,0.6442857142857142,206
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s2,12 2 4 7 0 61 -42,1.0 1.0 0.0 0.0 0.0 0.0 0.0,1100000.0,0.0125,716,0 0 597 5683 0 2068 -28,0.0 0.0 0.9834162520729685 0.7414761593729589 0.0 1.0 1.0,10586.638680102642,0.6714285714285714,736,0 0 607 7662 0 2048 -36,0.0 0.0 1.0 1.0 0.0 0.9900348779272546 0.42857142857142855,11010.328920207843,0.6410714285714286,648
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s3,0 0 0 0 0 306 -26,0.0 0.0 0.0 0.0 0.0 0.203125 1.0,3.03125,0.5178571428571429,18,0 0 0 0 0 293 -32,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0.5321428571428571,4,0 0 0 0 0 357 -26,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0.5125,24
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s5,11 4 597 8154 0 2095 -15,1.0 0.0 0.5434782608695652 0.8390804597701149 0.0 0.4883720930232558 0.6666666666666666,1006279.4134560627,0.6446428571428572,917,8 5 572 7205 0 2053 -8,0.0 1.0 0.0 0.0 0.0 0.0 1.0,100001.0,0.6660714285714285,1238,11 4 618 8336 0 2139 -29,1.0 0.0 1.0 1.0 0.0 1.0 0.0,1011010.0,0.6553571428571429,912
resolved-p28d-comp-ps/resolved-p28d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s0,9 12 1412 14166 0 4309 -95,1.0 1.0 0.6111111111111112 0.0 0.0 0.0 1.0,1106112.111111111,0.6392857142857142,763,7 8 1401 14705 2 4379 -123,0.0 0.0 0.0 0.7527932960893855 1.0 0.693069306930693 0.2,859.9239891586925,0.6595238095238095,1103,7 11 1419 14882 0 4410 -130,0.0 0.75 1.0 1.0 0.0 1.0 0.0,86010.0,0.6547619047619048,997
resolved-p28d-comp-ps/resolved-p28d-3600-3rd/nsp-n30-d28-r0.10-rp2-fp2-s2,0 0 0 0 0 442 -49,0.0 0.0 0.0 0.0 0.0 1.0 0.0,10.0,0.4773809523809524,46,0 0 0 0 0 393 -30,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0.5023809523809524,71,0 0 0 0 0 431 -47,0.0 0.0 0.0 0.0 0.0 0.7755102040816326 0.10526315789473684,7.860365198711063,0.475,49
resolved-p28d-comp-ps/resolved-p28d-3600-3rd/nsp-n50-d28-r0.10-rp2-fp2-s8,41 137 9499 1347 797 10053 -20,1.0 1.0 0.0 1.0 1.0 1.0 1.0,1101111.0,0.21428571428571427,202,36 117 9533 373 12 8146 -32,0.2857142857142857 0.0 0.10493827160493827 0.0 0.0038071065989847717 0.12802926383173296 0.6666666666666666,286765.9961003,0.8042857142857143,396,34 118 9823 407 9 7866 -56,0.0 0.05 1.0 0.03490759753593429 0.0 0.0 0.0,15034.907597535934,0.8042857142857143,423
