,mp-is1-p-hi-org-obj,mp-is1-p-hi-nrm-obj,mp-is1-p-hi-obj,mp-is1-p-hi-diff,mp-is1-p-hi-freq,mp-is1-p-low-org-obj,mp-is1-p-low-nrm-obj,mp-is1-p-low-obj,mp-is1-p-low-diff,mp-is1-p-low-freq,mp-is1-p-mid-org-obj,mp-is1-p-mid-nrm-obj,mp-is1-p-mid-obj,mp-is1-p-mid-diff,mp-is1-p-mid-freq,mp-is10-p-hi-org-obj,mp-is10-p-hi-nrm-obj,mp-is10-p-hi-obj,mp-is10-p-hi-diff,mp-is10-p-hi-freq,mp-is10-p-low-org-obj,mp-is10-p-low-nrm-obj,mp-is10-p-low-obj,mp-is10-p-low-diff,mp-is10-p-low-freq,mp-is10-p-mid-org-obj,mp-is10-p-mid-nrm-obj,mp-is10-p-mid-obj,mp-is10-p-mid-diff,mp-is10-p-mid-freq,mp-is100-p-hi-org-obj,mp-is100-p-hi-nrm-obj,mp-is100-p-hi-obj,mp-is100-p-hi-diff,mp-is100-p-hi-freq,mp-is100-p-low-org-obj,mp-is100-p-low-nrm-obj,mp-is100-p-low-obj,mp-is100-p-low-diff,mp-is100-p-low-freq,mp-is100-p-mid-org-obj,mp-is100-p-mid-nrm-obj,mp-is100-p-mid-obj,mp-is100-p-mid-diff,mp-is100-p-mid-freq
resolved-p14d-c14d-comp-is/resolved-p14d-c14d-3600-1st/nsp-n30-d28-r0.10-rp2-fp2-s2,0 0 0 0 0 178 -73,0.0 0.0 0.0 0.0 0.0 0.35185185185185186 1.0,4.518518518518519,0.05,87,0 0 0 0 0 213 -76,0.0 0.0 0.0 0.0 0.0 1.0 0.8888888888888888,10.88888888888889,0.2857142857142857,8,0 0 0 0 0 192 -86,0.0 0.0 0.0 0.0 0.0 0.6111111111111112 0.5185185185185185,6.62962962962963,0.05,68,0 0 0 0 0 181 -100,0.0 0.0 0.0 0.0 0.0 0.4074074074074074 0.0,4.0740740740740735,0.05,69,0 0 0 0 0 200 -74,0.0 0.0 0.0 0.0 0.0 0.7592592592592593 0.9629629629629629,8.555555555555557,0.3547619047619048,21,0 0 0 0 0 182 -88,0.0 0.0 0.0 0.0 0.0 0.42592592592592593 0.4444444444444444,4.703703703703704,0.05,116,0 0 0 0 0 159 -87,0.0 0.0 0.0 0.0 0.0 0.0 0.48148148148148145,0.48148148148148145,0.05,66,0 0 0 0 0 201 -82,0.0 0.0 0.0 0.0 0.0 0.7777777777777778 0.6666666666666666,8.444444444444445,0.2261904761904762,27,0 0 0 0 0 181 -97,0.0 0.0 0.0 0.0 0.0 0.4074074074074074 0.1111111111111111,4.185185185185184,0.05,92
resolved-p14d-c14d-comp-is/resolved-p14d-c14d-3600-1st/nsp-n50-d28-r0.10-rp2-fp2-s8,30 101 3987 4107 153 8831 -196,0.0 0.0 0.7758620689655172 0.07514450867052024 0.0 0.6847290640394089 0.8666666666666667,7841.479155632753,0.01,48,30 102 3853 4533 153 8696 -205,0.0 1.0 0.005747126436781609 0.8959537572254336 0.0 0.019704433497536946 0.26666666666666666,100953.88873259489,0.01,620,30 102 3856 4521 153 8692 -209,0.0 1.0 0.022988505747126436 0.8728323699421965 0.0 0.0 0.0,101102.71742741347,0.01,595,30 101 4011 4140 153 8873 -194,0.0 0.0 0.9137931034482759 0.13872832369942195 0.0 0.8916256157635468 1.0,9286.575614339818,0.01,41,30 102 3852 4553 153 8699 -204,0.0 1.0 0.0 0.9344894026974951 0.0 0.034482758620689655 0.3333333333333333,100935.16756361703,0.01,625,30 102 3852 4517 153 8696 -206,0.0 1.0 0.0 0.8651252408477842 0.0 0.019704433497536946 0.2,100865.52228518276,0.01,633,30 101 4026 4068 153 8895 -196,0.0 0.0 1.0 0.0 0.0 1.0 0.8666666666666667,10010.866666666667,0.01,38,30 102 3853 4557 153 8704 -207,0.0 1.0 0.005747126436781609 0.9421965317919075 0.0 0.059113300492610835 0.13333333333333333,101000.39226249799,0.01,616,30 102 3853 4587 153 8709 -207,0.0 1.0 0.005747126436781609 1.0 0.0 0.08374384236453201 0.13333333333333333,101058.4420361248,0.01,613
resolved-p14d-c14d-comp-is/resolved-p14d-c14d-3600-1st/nsp-n50-d28-r0.10-rp2-fp2-s3,24 12 2147 5372 0 5430 -229,0.0 0.0 0.0 0.9252336448598131 0.0 0.0 0.25,925.4836448598131,0.012857142857142857,144,24 12 2149 5273 0 5524 -230,0.0 0.0 1.0 0.0 0.0 0.9894736842105263 0.0,10009.894736842105,0.012857142857142857,96,24 12 2149 5273 0 5524 -230,0.0 0.0 1.0 0.0 0.0 0.9894736842105263 0.0,10009.894736842105,0.012857142857142857,96,24 12 2147 5372 0 5430 -229,0.0 0.0 0.0 0.9252336448598131 0.0 0.0 0.25,925.4836448598131,0.012857142857142857,144,24 12 2149 5273 0 5524 -230,0.0 0.0 1.0 0.0 0.0 0.9894736842105263 0.0,10009.894736842105,0.012857142857142857,96,24 12 2149 5273 0 5525 -230,0.0 0.0 1.0 0.0 0.0 1.0 0.0,10010.0,0.012857142857142857,95,24 12 2147 5380 0 5436 -226,0.0 0.0 0.0 1.0 0.0 0.06315789473684211 1.0,1001.6315789473684,0.012857142857142857,136,24 12 2149 5273 0 5525 -230,0.0 0.0 1.0 0.0 0.0 1.0 0.0,10010.0,0.012857142857142857,95,24 12 2149 5273 0 5524 -230,0.0 0.0 1.0 0.0 0.0 0.9894736842105263 0.0,10009.894736842105,0.012857142857142857,96
resolved-p14d-c14d-comp-is/resolved-p14d-c14d-3600-1st/nsp-n10-d28-r0.10-rp0-fp0-s8,1 2 12 188 0 179 -15,0.0 0.0 0.0 0.012987012987012988 0.0 0.0 0.4444444444444444,13.431457431457433,0.03571428571428571,2633,3 2 50 338 1 328 -11,1.0 0.0 0.8444444444444444 0.987012987012987 0.25 0.8816568047337278 0.6666666666666666,1009465.9406661715,0.05,3783,2 3 54 331 1 342 -5,0.5 0.5 0.9333333333333333 0.9415584415584416 0.25 0.9644970414201184 1.0,560310.536745306,0.05,3718,1 2 12 186 0 179 -23,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0.03571428571428571,2667,3 2 53 340 1 331 -13,1.0 0.0 0.9111111111111111 1.0 0.25 0.8994082840236687 0.5555555555555556,1010145.6607495069,0.04285714285714286,3628,2 4 57 333 3 347 -5,0.5 1.0 1.0 0.9545454545454546 0.75 0.9940828402366864 1.0,611040.4862829478,0.05,3599,1 2 12 290 0 187 -17,0.0 0.0 0.0 0.6753246753246753 0.0 0.047337278106508875 0.3333333333333333,676.1313814390738,0.03571428571428571,2539,3 2 50 337 1 339 -13,1.0 0.0 0.8444444444444444 0.9805194805194806 0.25 0.9467455621301775 0.5555555555555556,1009459.9869361408,0.05,3797,2 3 56 333 4 348 -5,0.5 0.5 0.9777777777777777 0.9545454545454546 1.0 1.0 1.0,560843.3232323232,0.05,3640
resolved-p14d-c14d-comp-is/resolved-p14d-c14d-3600-1st/nsp-n30-d28-r0.10-rp2-fp2-s5,15 4 738 3167 8 2493 -64,1.0 0.0 1.0 0.0 0.0 1.0 1.0,1010011.0,0.01904761904761905,22,13 4 687 3305 8 2422 -78,0.0 0.0 0.28169014084507044 0.6731707317073171 0.0 0.22826086956521738 0.0,3492.3547488536733,0.01904761904761905,1046,13 4 667 3372 8 2401 -74,0.0 0.0 0.0 1.0 0.0 0.0 0.2857142857142857,1000.2857142857143,0.01904761904761905,1181,15 4 738 3167 8 2493 -64,1.0 0.0 1.0 0.0 0.0 1.0 1.0,1010011.0,0.01904761904761905,22,13 4 669 3306 8 2401 -74,0.0 0.0 0.028169014084507043 0.6780487804878049 0.0 0.0 0.2857142857142857,960.0246356185897,0.01904761904761905,1164,13 4 669 3310 8 2401 -77,0.0 0.0 0.028169014084507043 0.697560975609756 0.0 0.0 0.07142857142857142,979.3225450262549,0.01904761904761905,1163,15 4 738 3167 8 2493 -64,1.0 0.0 1.0 0.0 0.0 1.0 1.0,1010011.0,0.01904761904761905,22,13 4 670 3305 8 2411 -75,0.0 0.0 0.04225352112676056 0.6731707317073171 0.0 0.10869565217391304 0.21428571428571427,1097.007185210948,0.01904761904761905,1150,13 4 685 3299 8 2442 -78,0.0 0.0 0.2535211267605634 0.6439024390243903 0.0 0.44565217391304346 0.0,3183.5702283691544,0.01904761904761905,1060
resolved-p14d-c14d-comp-is/resolved-p14d-c14d-3600-1st/nsp-n30-d28-r0.10-rp2-fp2-s9,23 134 10 60 1 561 -56,0.75 0.11258278145695365 0.054945054945054944 0.06785714285714285 0.058823529411764705 1.0 0.26865671641791045,761891.7368476607,0.009523809523809525,932,21 120 4 46 0 309 -74,0.25 0.019867549668874173 0.02197802197802198 0.017857142857142856 0.0 0.02702702702702703 0.0,252224.66259979503,0.009523809523809525,931,21 120 4 46 0 305 -72,0.25 0.019867549668874173 0.02197802197802198 0.017857142857142856 0.0 0.011583011583011582 0.029850746268656716,252224.53801038687,0.009523809523809525,943,20 117 3 41 0 302 -74,0.0 0.0 0.016483516483516484 0.0 0.0 0.0 0.0,164.83516483516485,0.009523809523809525,858,20 268 182 321 17 440 -7,0.0 1.0 1.0 1.0 1.0 0.5328185328185329 1.0,111106.32818532818,0.16428571428571428,432,23 147 0 49 1 334 -68,0.75 0.1986754966887417 0.0 0.02857142857142857 0.058823529411764705 0.12355212355212356 0.08955223880597014,769903.3285238611,0.0761904761904762,421,22 122 3 47 0 453 -57,0.5 0.033112582781456956 0.016483516483516484 0.02142857142857143 0.0 0.583011583011583 0.2537313432835821,503503.6058615828,0.009523809523809525,879,24 127 14 57 4 332 -64,1.0 0.06622516556291391 0.07692307692307693 0.05714285714285714 0.23529411764705882 0.11583011583011583 0.14925373134328357,1007473.7271493194,0.08095238095238096,988,23 129 0 47 0 312 -65,0.75 0.07947019867549669 0.0 0.02142857142857143 0.0 0.03861003861003861 0.13432835820895522,757968.9688677225,0.009523809523809525,902
resolved-p14d-c14d-comp-is/resolved-p14d-c14d-3600-1st/nsp-n40-d28-r0.10-rp2-fp2-s7,22 5 1129 4376 1 3305 -146,1.0 0.0 0.6153846153846154 0.8686131386861314 0.0 0.1875 0.06666666666666667,1007024.400959199,0.007142857142857143,259,20 17 1121 4334 1 3308 -124,0.0 1.0 0.0 0.5620437956204379 0.0 0.375 0.8,100566.59379562044,0.04107142857142857,269,20 14 1134 4258 1 3318 -119,0.0 0.75 1.0 0.0072992700729927005 0.0 1.0 0.9666666666666667,85018.26593673966,0.04285714285714286,314,22 5 1129 4369 1 3305 -148,1.0 0.0 0.6153846153846154 0.8175182481751825 0.0 0.1875 0.0,1006973.2394020213,0.007142857142857143,270,20 17 1121 4334 1 3308 -124,0.0 1.0 0.0 0.5620437956204379 0.0 0.375 0.8,100566.59379562044,0.04107142857142857,269,20 14 1134 4257 1 3316 -118,0.0 0.75 1.0 0.0 0.0 0.875 1.0,85009.75,0.04285714285714286,317,22 5 1129 4394 1 3302 -145,1.0 0.0 0.6153846153846154 1.0 0.0 0.0 0.1,1007153.9461538461,0.007142857142857143,228,20 17 1121 4334 1 3308 -124,0.0 1.0 0.0 0.5620437956204379 0.0 0.375 0.8,100566.59379562044,0.04107142857142857,269,20 14 1134 4257 1 3316 -119,0.0 0.75 1.0 0.0 0.0 0.875 0.9666666666666667,85009.71666666666,0.04285714285714286,318
resolved-p14d-c14d-comp-is/resolved-p14d-c14d-3600-1st/nsp-n50-d28-r0.10-rp2-fp2-s4,25 14 2144 6153 0 5515 -179,0.0 0.0 0.0 1.0 0.0 0.0 0.058823529411764705,1000.0588235294117,0.03571428571428571,100,25 14 2144 6153 0 5520 -163,0.0 0.0 0.0 1.0 0.0 0.21739130434782608 1.0,1003.1739130434783,0.15,337,25 14 2144 6113 2 5518 -168,0.0 0.0 0.0 0.2727272727272727 1.0 0.13043478260869565 0.7058823529411765,374.7375029063008,0.11714285714285715,166,25 14 2144 6153 0 5515 -179,0.0 0.0 0.0 1.0 0.0 0.0 0.058823529411764705,1000.0588235294117,0.03571428571428571,100,25 14 2144 6153 0 5520 -170,0.0 0.0 0.0 1.0 0.0 0.21739130434782608 0.5882352941176471,1002.7621483375959,0.15142857142857144,357,25 14 2144 6098 1 5538 -168,0.0 0.0 0.0 0.0 0.5 1.0 0.7058823529411765,60.705882352941174,0.11714285714285715,168,25 14 2144 6153 0 5515 -180,0.0 0.0 0.0 1.0 0.0 0.0 0.0,1000.0,0.03571428571428571,101,25 14 2144 6153 0 5520 -165,0.0 0.0 0.0 1.0 0.0 0.21739130434782608 0.8823529411764706,1003.0562659846547,0.15285714285714286,344,25 14 2144 6098 1 5538 -166,0.0 0.0 0.0 0.0 0.5 1.0 0.8235294117647058,60.8235294117647,0.11714285714285715,167
resolved-p14d-c14d-comp-is/resolved-p14d-c14d-3600-1st/nsp-n30-d28-r0.10-rp2-fp2-s6,11 88 956 2713 45 3217 -69,0.0 0.0 1.0 1.0 0.0 1.0 0.0,11010.0,0.011904761904761904,23,11 88 792 2581 46 2667 -58,0.0 0.0 0.012048192771084338 0.21428571428571427 0.3333333333333333 0.012567324955116697 1.0,369.2266485794421,0.011904761904761904,404,11 88 790 2580 45 2667 -59,0.0 0.0 0.0 0.20833333333333334 0.0 0.012567324955116697 0.9090909090909091,209.36809749197542,0.011904761904761904,426,11 88 956 2713 45 3217 -69,0.0 0.0 1.0 1.0 0.0 1.0 0.0,11010.0,0.011904761904761904,23,11 88 794 2576 46 2675 -68,0.0 0.0 0.024096385542168676 0.18452380952380953 0.3333333333333333 0.026929982046678635 0.09090909090909091,459.1812071902055,0.011904761904761904,374,11 88 795 2580 48 2676 -66,0.0 0.0 0.030120481927710843 0.20833333333333334 1.0 0.02872531418312388 0.2727272727272727,610.0981330250003,0.011904761904761904,364,11 88 956 2713 45 3217 -69,0.0 0.0 1.0 1.0 0.0 1.0 0.0,11010.0,0.011904761904761904,23,11 88 791 2573 46 2667 -62,0.0 0.0 0.006024096385542169 0.16666666666666666 0.3333333333333333 0.012567324955116697 0.6363636363636364,261.00300074133645,0.011904761904761904,414,11 88 790 2545 45 2660 -58,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0.011904761904761904,456
resolved-p14d-c14d-comp-is/resolved-p14d-c14d-3600-1st/nsp-n20-d28-r0.10-rp2-fp2-s0,0 0 0 0 0 96 -35,0.0 0.0 0.0 0.0 0.0 0.3333333333333333 0.9545454545454546,4.287878787878787,0.07857142857142857,111,0 0 0 0 0 96 -34,0.0 0.0 0.0 0.0 0.0 0.3333333333333333 1.0,4.333333333333333,0.2857142857142857,11,0 0 0 0 0 87 -50,0.0 0.0 0.0 0.0 0.0 0.0 0.2727272727272727,0.2727272727272727,0.07857142857142857,84,0 0 0 0 0 93 -46,0.0 0.0 0.0 0.0 0.0 0.2222222222222222 0.45454545454545453,2.676767676767677,0.07857142857142857,277,0 0 0 0 0 104 -44,0.0 0.0 0.0 0.0 0.0 0.6296296296296297 0.5454545454545454,6.841750841750843,0.2357142857142857,19,0 0 0 0 0 114 -37,0.0 0.0 0.0 0.0 0.0 1.0 0.8636363636363636,10.863636363636363,0.07857142857142857,156,0 0 0 0 0 111 -51,0.0 0.0 0.0 0.0 0.0 0.8888888888888888 0.22727272727272727,9.116161616161616,0.07857142857142857,126,0 0 0 0 0 103 -56,0.0 0.0 0.0 0.0 0.0 0.5925925925925926 0.0,5.925925925925926,0.26785714285714285,24,0 0 0 0 0 94 -42,0.0 0.0 0.0 0.0 0.0 0.25925925925925924 0.6363636363636364,3.228956228956229,0.07857142857142857,126
