,mp-is1-p-hi-org-obj,mp-is1-p-hi-nrm-obj,mp-is1-p-hi-obj,mp-is1-p-hi-diff,mp-is1-p-hi-freq,mp-is1-p-low-org-obj,mp-is1-p-low-nrm-obj,mp-is1-p-low-obj,mp-is1-p-low-diff,mp-is1-p-low-freq,mp-is1-p-mid-org-obj,mp-is1-p-mid-nrm-obj,mp-is1-p-mid-obj,mp-is1-p-mid-diff,mp-is1-p-mid-freq,mp-is10-p-hi-org-obj,mp-is10-p-hi-nrm-obj,mp-is10-p-hi-obj,mp-is10-p-hi-diff,mp-is10-p-hi-freq,mp-is10-p-low-org-obj,mp-is10-p-low-nrm-obj,mp-is10-p-low-obj,mp-is10-p-low-diff,mp-is10-p-low-freq,mp-is10-p-mid-org-obj,mp-is10-p-mid-nrm-obj,mp-is10-p-mid-obj,mp-is10-p-mid-diff,mp-is10-p-mid-freq,mp-is100-p-hi-org-obj,mp-is100-p-hi-nrm-obj,mp-is100-p-hi-obj,mp-is100-p-hi-diff,mp-is100-p-hi-freq,mp-is100-p-low-org-obj,mp-is100-p-low-nrm-obj,mp-is100-p-low-obj,mp-is100-p-low-diff,mp-is100-p-low-freq,mp-is100-p-mid-org-obj,mp-is100-p-mid-nrm-obj,mp-is100-p-mid-obj,mp-is100-p-mid-diff,mp-is100-p-mid-freq
resolved-p14d-c14d-comp-is/resolved-p14d-c14d-3600-1st/nsp-n30-d28-r0.10-rp2-fp2-s2,0 0 0 0 0 144 -106,0.0 0.0 0.0 0.0 0.0 0.0 0.08695652173913043,0.08695652173913043,0.05,178,0 0 0 0 0 165 -100,0.0 0.0 0.0 0.0 0.0 0.9130434782608695 0.34782608695652173,9.478260869565217,0.3047619047619048,18,0 0 0 0 0 147 -93,0.0 0.0 0.0 0.0 0.0 0.13043478260869565 0.6521739130434783,1.9565217391304348,0.05,176,0 0 0 0 0 150 -85,0.0 0.0 0.0 0.0 0.0 0.2608695652173913 1.0,3.608695652173913,0.05,166,0 0 0 0 0 167 -87,0.0 0.0 0.0 0.0 0.0 1.0 0.9130434782608695,10.91304347826087,0.26904761904761904,37,0 0 0 0 0 156 -98,0.0 0.0 0.0 0.0 0.0 0.5217391304347826 0.43478260869565216,5.6521739130434785,0.05,189,0 0 0 0 0 154 -95,0.0 0.0 0.0 0.0 0.0 0.43478260869565216 0.5652173913043478,4.913043478260869,0.05,112,0 0 0 0 0 162 -108,0.0 0.0 0.0 0.0 0.0 0.782608695652174 0.0,7.826086956521739,0.36428571428571427,35,0 0 0 0 0 148 -104,0.0 0.0 0.0 0.0 0.0 0.17391304347826086 0.17391304347826086,1.9130434782608696,0.05,140
resolved-p14d-c14d-comp-is/resolved-p14d-c14d-3600-1st/nsp-n50-d28-r0.10-rp2-fp2-s8,17 99 2094 613 196 4529 -20,1.0 0.0 0.0 0.011524358302776323 0.026717557251908396 0.02912621359223301 0.37777777777777777,1000014.8651539417,0.01,21936,15 581 3568 2281 317 5198 8,0.0 0.9757085020242915 0.5677966101694916 0.8852802514405448 0.48854961832061067 0.957004160887656 1.0,104193.52155900554,0.11142857142857143,1233,17 593 4276 2335 401 5229 -7,1.0 1.0 0.8405238828967643 0.9135673127291776 0.8091603053435115 1.0 0.6666666666666666,1109410.3888388977,0.21,1153,17 99 2136 592 189 4699 -12,1.0 0.0 0.016178736517719568 0.0005238344683080147 0.0 0.26490984743411927 0.5555555555555556,1000165.5158536753,0.01,21259,15 573 3164 1938 251 4648 -10,0.0 0.9595141700404858 0.41217257318952233 0.7056050288108957 0.2366412213740458 0.1941747572815534 0.6,100804.95363446491,0.11,1266,15 557 4690 2500 451 5180 -30,0.0 0.9271255060728745 1.0 1.0 1.0 0.9320388349514563 0.15555555555555556,103822.02655119251,0.13857142857142857,1232,17 99 2124 591 201 4508 -37,1.0 0.0 0.011556240369799691 0.0 0.04580152671755725 0.0 0.0,1000120.1425563698,0.01,21478,15 573 3164 1938 251 4648 -10,0.0 0.9595141700404858 0.41217257318952233 0.7056050288108957 0.2366412213740458 0.1941747572815534 0.6,100804.95363446491,0.11,1266,17 593 4276 2335 401 5229 -7,1.0 1.0 0.8405238828967643 0.9135673127291776 0.8091603053435115 1.0 0.6666666666666666,1109410.3888388977,0.21,1153
resolved-p14d-c14d-comp-is/resolved-p14d-c14d-3600-1st/nsp-n50-d28-r0.10-rp2-fp2-s3,14 5 0 7 0 459 -112,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0.012857142857142857,25600,14 674 1153 1249 77 2200 -40,0.0 0.9881831610044313 1.0 1.0 1.0 1.0 1.0,109929.31610044313,0.26571428571428574,508,14 674 1153 1249 77 2200 -40,0.0 0.9881831610044313 1.0 1.0 1.0 1.0 1.0,109929.31610044313,0.26571428571428574,508,14 5 0 7 0 459 -112,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0.012857142857142857,25600,14 674 1153 1249 77 2200 -40,0.0 0.9881831610044313 1.0 1.0 1.0 1.0 1.0,109929.31610044313,0.26571428571428574,508,14 674 1153 1249 77 2200 -40,0.0 0.9881831610044313 1.0 1.0 1.0 1.0 1.0,109929.31610044313,0.26571428571428574,508,14 5 0 7 0 459 -112,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0.012857142857142857,25600,14 682 1036 1182 56 2190 -59,0.0 1.0 0.8985255854293148 0.9460547504025765 0.7272727272727273 0.9942561746122918 0.7361111111111112,110014.71655028024,0.26571428571428574,495,14 682 1035 1183 59 2187 -59,0.0 1.0 0.8976582827406765 0.9468599033816425 0.7662337662337663 0.9925330269959793 0.7361111111111112,110010.72754879286,0.26571428571428574,496
resolved-p14d-c14d-comp-is/resolved-p14d-c14d-3600-1st/nsp-n10-d28-r0.10-rp0-fp0-s8,1 2 0 2 0 87 -23,1.0 1.0 0.0 0.0 0.0 0.0 0.14285714285714285,1100000.142857143,0.03571428571428571,3500,0 1 0 2 0 95 -18,0.0 0.0 0.0 0.0 0.0 0.8888888888888888 0.8571428571428571,9.746031746031747,0.2857142857142857,20666,0 1 0 2 0 96 -17,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0.06428571428571428,7322,1 2 0 2 0 87 -24,1.0 1.0 0.0 0.0 0.0 0.0 0.0,1100000.0,0.03571428571428571,3501,0 1 0 2 0 95 -18,0.0 0.0 0.0 0.0 0.0 0.8888888888888888 0.8571428571428571,9.746031746031747,0.2857142857142857,20666,0 1 0 2 0 95 -19,0.0 0.0 0.0 0.0 0.0 0.8888888888888888 0.7142857142857143,9.603174603174603,0.06428571428571428,7324,1 2 0 2 0 87 -23,1.0 1.0 0.0 0.0 0.0 0.0 0.14285714285714285,1100000.142857143,0.03571428571428571,3500,0 1 0 2 0 95 -18,0.0 0.0 0.0 0.0 0.0 0.8888888888888888 0.8571428571428571,9.746031746031747,0.2857142857142857,20666,0 1 0 2 0 96 -20,0.0 0.0 0.0 0.0 0.0 1.0 0.5714285714285714,10.571428571428571,0.06428571428571428,7323
resolved-p14d-c14d-comp-is/resolved-p14d-c14d-3600-1st/nsp-n30-d28-r0.10-rp2-fp2-s5,9 1 2 63 8 565 -17,1.0 0.0 0.0 0.0 0.0 0.0 0.2549019607843137,1000000.2549019608,0.01904761904761905,15316,0 213 637 980 135 2291 11,0.0 0.8760330578512396 1.0 0.9347604485219164 1.0 1.0 0.803921568627451,98648.8701552145,0.20952380952380953,22290,0 243 542 1039 85 1884 15,0.0 1.0 0.8503937007874016 0.9949031600407747 0.6062992125984252 0.7641946697566628 0.8823529411764706,109567.99438881337,0.49523809523809526,24280,9 1 2 63 8 574 -30,1.0 0.0 0.0 0.0 0.0 0.005214368482039398 0.0,1000000.0521436848,0.01904761904761905,15273,0 213 552 915 129 1983 14,0.0 0.8760330578512396 0.8661417322834646 0.8685015290519877 0.952755905511811 0.8215527230590962 0.8627450980392157,97237.57849989043,0.20952380952380953,22294,0 243 539 1044 87 1934 14,0.0 1.0 0.8456692913385827 1.0 0.6220472440944882 0.7931633835457705 0.8627450980392157,109527.69201672876,0.4857142857142857,24286,9 1 2 63 8 565 -17,1.0 0.0 0.0 0.0 0.0 0.0 0.2549019607843137,1000000.2549019608,0.01904761904761905,15316,0 213 637 980 135 2291 11,0.0 0.8760330578512396 1.0 0.9347604485219164 1.0 1.0 0.803921568627451,98648.8701552145,0.20952380952380953,22290,0 243 553 863 69 1685 21,0.0 1.0 0.8677165354330708 0.8154943934760448 0.48031496062992124 0.6488991888760139 1.0,109548.1802357585,0.30714285714285716,24112
resolved-p14d-c14d-comp-is/resolved-p14d-c14d-3600-1st/nsp-n30-d28-r0.10-rp2-fp2-s9,7 0 0 3 0 170 -83,1.0 0.0 0.0 0.0034802784222737818 0.0 0.03956177723676202 0.17307692307692307,1000004.0489731177,0.009523809523809525,41827,0 252 626 720 77 1282 -63,0.0 0.9692307692307692 0.7321637426900585 0.8352668213457076 0.4873417721518987 0.7163724893487523 0.36538461538461536,105136.24445804728,0.1976190476190476,5213,0 214 724 770 103 1419 -9,0.0 0.823076923076923 0.8467836257309942 0.8932714617169374 0.6518987341772152 0.7997565429093122 0.8846153846153846,91742.8720809506,0.45476190476190476,10056,7 0 0 0 0 106 -101,1.0 0.0 0.0 0.0 0.0 0.0006086427267194157 0.0,1000000.0060864273,0.009523809523809525,35451,0 170 815 542 102 1531 -22,0.0 0.6538461538461539 0.9532163742690059 0.62877030162413 0.6455696202531646 0.8679245283018868 0.7596153846153846,75619.54525162252,0.19047619047619047,1474,0 208 690 748 131 1559 3,0.0 0.8 0.8070175438596491 0.8677494199535963 0.8291139240506329 0.8849665246500305 1.0,89030.68591620165,0.5523809523809524,2860,7 0 0 0 0 105 -94,1.0 0.0 0.0 0.0 0.0 0.0 0.0673076923076923,1000000.0673076923,0.009523809523809525,39373,0 188 855 792 158 1748 -14,0.0 0.7230769230769231 1.0 0.9187935034802784 1.0 1.0 0.8365384615384616,83337.32234963412,0.43333333333333335,3409,0 260 573 862 79 1470 -6,0.0 1.0 0.6701754385964912 1.0 0.5 0.8307973219720024 0.9134615384615384,107760.9758207231,0.2976190476190476,6042
resolved-p14d-c14d-comp-is/resolved-p14d-c14d-3600-1st/nsp-n40-d28-r0.10-rp2-fp2-s7,14 1 0 0 0 254 -112,1.0 0.0 0.0 0.0 0.0 0.001195457262402869 0.0,1000000.0119545726,0.007142857142857143,24248,5 347 1294 742 105 1738 -48,0.1 0.7538126361655774 1.0 0.759467758444217 0.8203125 0.8882247459653317 0.6808510638297872,186232.3257235255,0.32321428571428573,655,4 394 995 869 102 1640 -24,0.0 0.8562091503267973 0.7689335394126738 0.8894575230296827 0.796875 0.8296473401075911 0.9361702127659575,94288.62809345,0.3375,856,14 1 0 0 0 252 -109,1.0 0.0 0.0 0.0 0.0 0.0 0.031914893617021274,1000000.0319148937,0.007142857142857143,24250,5 460 1182 816 84 1783 -28,0.1 1.0 0.9134466769706336 0.8352098259979529 0.65625 0.9151225343693963 0.8936170212765957,210045.34643806925,0.2857142857142857,618,4 394 990 977 128 1925 -18,0.0 0.8562091503267973 0.7650695517774343 1.0 1.0 1.0 1.0,94382.61055045408,0.6285714285714286,950,14 1 0 0 0 254 -110,1.0 0.0 0.0 0.0 0.0 0.001195457262402869 0.02127659574468085,1000000.0332311684,0.007142857142857143,24247,5 347 1294 742 105 1738 -48,0.1 0.7538126361655774 1.0 0.759467758444217 0.8203125 0.8882247459653317 0.6808510638297872,186232.3257235255,0.32321428571428573,655,4 394 995 869 102 1640 -24,0.0 0.8562091503267973 0.7689335394126738 0.8894575230296827 0.796875 0.8296473401075911 0.9361702127659575,94288.62809345,0.3375,856
resolved-p14d-c14d-comp-is/resolved-p14d-c14d-3600-1st/nsp-n50-d28-r0.10-rp2-fp2-s4,16 7 1 1 0 366 -99,0.5 0.0 0.0 0.0 0.0 0.0 0.0,500000.0,0.03571428571428571,26686,15 626 1516 1297 68 2399 21,0.0 1.0 1.0 0.9900687547746372 0.7555555555555555 0.9985265225933202 1.0,111076.60957555613,0.26285714285714284,529,17 540 1320 1245 90 2242 -14,1.0 0.8610662358642972 0.8706270627062707 0.9503437738731857 1.0 0.9214145383104125 0.7083333333333334,1095873.1604660822,0.2342857142857143,453,16 7 1 1 0 366 -99,0.5 0.0 0.0 0.0 0.0 0.0 0.0,500000.0,0.03571428571428571,26686,15 626 1516 1297 68 2399 21,0.0 1.0 1.0 0.9900687547746372 0.7555555555555555 0.9985265225933202 1.0,111076.60957555613,0.26285714285714284,529,17 540 1320 1245 90 2242 -14,1.0 0.8610662358642972 0.8706270627062707 0.9503437738731857 1.0 0.9214145383104125 0.7083333333333334,1095873.1604660822,0.2342857142857143,453,16 7 1 1 0 366 -99,0.5 0.0 0.0 0.0 0.0 0.0 0.0,500000.0,0.03571428571428571,26686,15 626 1516 1310 68 2402 21,0.0 1.0 1.0 1.0 0.7555555555555555 1.0 1.0,111086.55555555556,0.26285714285714284,528,17 540 1320 1253 90 2249 -13,1.0 0.8610662358642972 0.8706270627062707 0.9564553093964858 1.0 0.924852652259332 0.7166666666666667,1095879.314716078,0.2342857142857143,452
resolved-p14d-c14d-comp-is/resolved-p14d-c14d-3600-1st/nsp-n30-d28-r0.10-rp2-fp2-s6,6 87 215 151 45 985 -37,1.0 0.0 0.0 0.0 0.0 0.0 0.0,1000000.0,0.011904761904761904,17988,0 255 1525 1450 199 2900 47,0.0 0.9230769230769231 1.0 0.9225852272727273 0.7096774193548387 1.0 0.8936170212765957,103312.1388939218,0.31666666666666665,4105,0 244 1338 1167 212 2455 26,0.0 0.8626373626373627 0.8572519083969465 0.7215909090909091 0.7695852534562212 0.7676240208877284 0.6702127659574468,95643.1512351171,0.38095238095238093,3783,6 87 215 151 45 990 -25,1.0 0.0 0.0 0.0 0.0 0.0026109660574412533 0.1276595744680851,1000000.1537692351,0.011904761904761904,14669,0 257 1416 1559 262 2421 28,0.0 0.9340659340659341 0.916793893129771 1.0 1.0 0.7498694516971279 0.6914893617021277,103682.7225217698,0.32857142857142857,4074,0 269 1232 1420 199 2292 25,0.0 1.0 0.7763358778625954 0.9012784090909091 0.7096774193548387 0.6825065274151436 0.6595744680851063,108743.0895693946,0.34523809523809523,3531,6 87 215 151 45 987 -30,1.0 0.0 0.0 0.0 0.0 0.0010443864229765013 0.07446808510638298,1000000.0849119494,0.011904761904761904,14691,0 251 1506 1365 217 2790 57,0.0 0.9010989010989011 0.9854961832061069 0.8622159090909091 0.7926267281105991 0.9425587467362925 1.0,100916.75611132052,0.4238095238095238,4233,0 244 1348 1145 231 2439 22,0.0 0.8626373626373627 0.8648854961832061 0.7059659090909091 0.8571428571428571 0.7592689295039164 0.6276595744680851,95712.49176924303,0.38095238095238093,3758
resolved-p14d-c14d-comp-is/resolved-p14d-c14d-3600-1st/nsp-n20-d28-r0.10-rp2-fp2-s0,0 0 0 0 0 78 -72,0.0 0.0 0.0 0.0 0.0 0.1111111111111111 0.0,1.1111111111111112,0.07857142857142857,193,0 0 0 0 0 86 -38,0.0 0.0 0.0 0.0 0.0 1.0 0.85,10.85,0.37857142857142856,22,0 0 0 0 0 78 -48,0.0 0.0 0.0 0.0 0.0 0.1111111111111111 0.6,1.7111111111111112,0.07857142857142857,138,0 0 0 0 0 77 -64,0.0 0.0 0.0 0.0 0.0 0.0 0.2,0.2,0.07857142857142857,370,0 0 0 0 0 83 -32,0.0 0.0 0.0 0.0 0.0 0.6666666666666666 1.0,7.666666666666666,0.24642857142857144,45,0 0 0 0 0 78 -54,0.0 0.0 0.0 0.0 0.0 0.1111111111111111 0.45,1.5611111111111111,0.07857142857142857,288,0 0 0 0 0 78 -61,0.0 0.0 0.0 0.0 0.0 0.1111111111111111 0.275,1.386111111111111,0.07857142857142857,232,0 0 0 0 0 83 -48,0.0 0.0 0.0 0.0 0.0 0.6666666666666666 0.6,7.266666666666666,0.23214285714285715,39,0 0 0 0 0 78 -53,0.0 0.0 0.0 0.0 0.0 0.1111111111111111 0.475,1.5861111111111112,0.07857142857142857,200
