,lnps-10-org-obj,lnps-10-nrm-obj,lnps-10-obj,lnps-10-diff,lnps-10-freq,lnps-30-org-obj,lnps-30-nrm-obj,lnps-30-obj,lnps-30-diff,lnps-30-freq,lnps-60-org-obj,lnps-60-nrm-obj,lnps-60-obj,lnps-60-diff,lnps-60-freq,mp-is-p-hi-org-obj,mp-is-p-hi-nrm-obj,mp-is-p-hi-obj,mp-is-p-hi-diff,mp-is-p-hi-freq,mp-is-p-low-org-obj,mp-is-p-low-nrm-obj,mp-is-p-low-obj,mp-is-p-low-diff,mp-is-p-low-freq,mp-is-p-mid-org-obj,mp-is-p-mid-nrm-obj,mp-is-p-mid-obj,mp-is-p-mid-diff,mp-is-p-mid-freq,mp-p-hi-org-obj,mp-p-hi-nrm-obj,mp-p-hi-obj,mp-p-hi-diff,mp-p-hi-freq,mp-p-low-org-obj,mp-p-low-nrm-obj,mp-p-low-obj,mp-p-low-diff,mp-p-low-freq,mp-p-mid-org-obj,mp-p-mid-nrm-obj,mp-p-mid-obj,mp-p-mid-diff,mp-p-mid-freq
resolved-p14d-c14d-paper/resolved-p14d-c14d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s8,1 16 2040 357 98 4463 -62,1.0 0.0 0.0 0.0 0.0 0.6944444444444444 0.0,1000006.9444444445,0.0,19264,1 106 2468 568 135 4322 -50,1.0 0.21176470588235294 0.390154968094804 0.17366255144032922 0.25517241379310346 0.53125 0.13186813186813187,1025282.6444301348,0.0,15930,1 187 3137 640 139 4727 3,1.0 0.4023529411764706 1.0 0.23292181069958848 0.2827586206896552 1.0 0.7142857142857143,1050507.2060761298,0.0,11654,0 428 2054 1441 240 3875 22,0.0 0.9694117647058823 0.01276207839562443 0.8921810699588477 0.9793103448275862 0.013888888888888888 0.9230769230769231,98059.97132479805,0.0,14171,0 439 2072 1473 225 3972 27,0.0 0.9952941176470588 0.02917046490428441 0.9185185185185185 0.8758620689655172 0.1261574074074074 0.978021978021978,100829.46073521588,0.0,13666,0 441 2090 1572 195 3899 19,0.0 1.0 0.04557885141294439 1.0 0.6689655172413793 0.041666666666666664 0.8901098901098901,101523.99184241035,0.0,13533,0 434 2051 1457 243 3863 29,0.0 0.9835294117647059 0.010027347310847767 0.9053497942386831 1.0 0.0 1.0,99459.56444381776,0.0,13988,0 436 2048 1456 240 3895 29,0.0 0.9882352941176471 0.007292616226071103 0.9045267489711935 0.9793103448275862 0.037037037037037035 1.0,99900.28372784975,0.0,13915,0 428 2054 1441 240 3875 22,0.0 0.9694117647058823 0.01276207839562443 0.8921810699588477 0.9793103448275862 0.013888888888888888 0.9230769230769231,98059.97132479805,0.0,14171
resolved-p14d-c14d-paper/resolved-p14d-c14d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s5,0 0 2 26 1 362 -47,0.0 0.0 0.0 0.0 0.018518518518518517 0.0 0.22784810126582278,2.0796999531176743,0.0,3933,0 0 217 3233 0 1599 -65,0.0 0.0 1.0 1.0 0.0 1.0 0.0,11010.0,0.0,2066,0 0 2 167 28 957 8,0.0 0.0 0.0 0.04396632366697849 0.5185185185185185 0.48100242522231207 0.9240506329113924,101.55225040396485,0.0,27370,0 0 20 182 54 706 -25,0.0 0.0 0.08372093023255814 0.04864359214218896 1.0 0.27809215844785773 0.5063291139240507,989.1401451661729,0.0,21789,0 0 20 215 51 889 3,0.0 0.0 0.08372093023255814 0.05893358278765201 0.9444444444444444 0.4260307194826192 0.8607594936708861,995.7083962461749,0.0,21406,0 0 62 258 40 1162 9,0.0 0.0 0.27906976744186046 0.07234175241658872 0.7407407407407407 0.6467259498787389 0.9367088607594937,2944.5174692688142,0.0,16924,0 0 20 217 47 935 14,0.0 0.0 0.08372093023255814 0.05955721858434674 0.8703703703703703 0.46321746160064675 1.0,989.4357325629716,0.0,21354,0 0 20 183 40 827 5,0.0 0.0 0.08372093023255814 0.04895541004053633 0.7407407407407407 0.375909458367017 0.8860759493670886,964.883956973229,0.0,21685,0 0 20 183 40 826 6,0.0 0.0 0.08372093023255814 0.04895541004053633 0.7407407407407407 0.37510105092966856 0.8987341772151899,964.8885311267036,0.0,21686
resolved-p14d-c14d-paper/resolved-p14d-c14d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s1,0 3 22 9 0 268 -182,0.0 1.0 0.0 0.0 0.0 0.0 0.0,100000.0,0.0,4807,0 2 37 400 82 2445 -27,0.0 0.0 0.02862595419847328 0.6683760683760683 0.42487046632124353 0.5867924528301887 0.9451219512195121,1003.9357034724469,0.0,38483,0 2 79 475 89 2955 -18,0.0 0.0 0.10877862595419847 0.7965811965811965 0.46113989637305697 0.7242587601078168 1.0,1938.724033361565,0.0,38118,0 2 151 529 193 2837 -67,0.0 0.0 0.24618320610687022 0.8888888888888888 1.0 0.6924528301886792 0.7012195121951219,3458.346697771673,0.0,46733,0 2 177 529 144 2672 -47,0.0 0.0 0.2958015267175573 0.8888888888888888 0.7461139896373057 0.647978436657682 0.823170731707317,3928.818510126476,0.0,44911,0 2 546 574 157 3978 -25,0.0 0.0 1.0 0.9658119658119658 0.8134715025906736 1.0 0.9573170731707317,11058.116433144203,0.0,37903,0 2 157 594 172 2998 -54,0.0 0.0 0.25763358778625955 1.0 0.8911917098445595 0.7358490566037735 0.7804878048780488,3673.5940272179673,0.0,45204,0 2 202 511 150 2870 -24,0.0 0.0 0.3435114503816794 0.8581196581196581 0.7772020725388601 0.7013477088948787 0.9634146341463414,4378.931260913433,0.0,44148,0 2 155 581 174 2914 -50,0.0 0.0 0.2538167938931298 0.9777777777777777 0.9015544041450777 0.7132075471698113 0.8048780487804879,3614.038110644062,0.0,46121
resolved-p14d-c14d-paper/resolved-p14d-c14d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s4,0 2 0 0 0 109 -132,0.0 0.0 0.0 0.0 0.0 0.046511627906976744 0.0,0.46511627906976744,0.0,26033,0 2 0 0 0 107 -118,0.0 0.0 0.0 0.0 0.0 0.0 0.21212121212121213,0.21212121212121213,0.0,25911,0 2 0 0 0 111 -84,0.0 0.0 0.0 0.0 0.0 0.09302325581395349 0.7272727272727273,1.6575052854122623,0.0,25831,0 2 0 0 0 150 -77,0.0 0.0 0.0 0.0 0.0 1.0 0.8333333333333334,10.833333333333334,0.0,16423,0 2 0 0 0 141 -66,0.0 0.0 0.0 0.0 0.0 0.7906976744186046 1.0,8.906976744186046,0.0,16439,0 2 0 0 0 150 -75,0.0 0.0 0.0 0.0 0.0 1.0 0.8636363636363636,10.863636363636363,0.0,16421,0 2 0 0 0 150 -77,0.0 0.0 0.0 0.0 0.0 1.0 0.8333333333333334,10.833333333333334,0.0,16423,0 2 0 0 0 141 -68,0.0 0.0 0.0 0.0 0.0 0.7906976744186046 0.9696969696969697,8.876673713883015,0.0,16441,0 2 0 0 0 150 -75,0.0 0.0 0.0 0.0 0.0 1.0 0.8636363636363636,10.863636363636363,0.0,16421
resolved-p14d-c14d-paper/resolved-p14d-c14d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s5,0 0 2 0 0 118 -43,0.0 0.0 0.0 0.0 0.0 0.125 0.058823529411764705,1.3088235294117647,0.0,6718,0 0 2 0 0 117 -42,0.0 0.0 0.0 0.0 0.0 0.0 0.11764705882352941,0.11764705882352941,0.0,6740,0 0 2 0 0 118 -44,0.0 0.0 0.0 0.0 0.0 0.125 0.0,1.25,0.0,6721,0 0 2 0 0 125 -27,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0.0,3965,0 0 2 0 0 125 -27,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0.0,3965,0 0 2 0 0 125 -27,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0.0,3965,0 0 2 0 0 125 -27,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0.0,3965,0 0 2 0 0 125 -27,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0.0,3965,0 0 2 0 0 125 -27,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0.0,3965
resolved-p14d-c14d-paper/resolved-p14d-c14d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s0,0 1 0 0 0 76 -37,0.0 0.0 0.0 0.0 0.0 0.0 0.3333333333333333,0.3333333333333333,0.0,23017,0 1 0 0 0 77 -42,0.0 0.0 0.0 0.0 0.0 0.05555555555555555 0.0,0.5555555555555556,0.0,23069,0 1 0 0 0 77 -36,0.0 0.0 0.0 0.0 0.0 0.05555555555555555 0.4,0.9555555555555556,0.0,23057,0 1 0 0 0 94 -27,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0.0,19017,0 1 0 0 0 94 -30,0.0 0.0 0.0 0.0 0.0 1.0 0.8,10.8,0.0,19020,0 1 0 0 0 94 -27,0.0 0.0 0.0 0.0 0.0 1.0 1.0,11.0,0.0,19017,0 1 0 0 0 94 -29,0.0 0.0 0.0 0.0 0.0 1.0 0.8666666666666667,10.866666666666667,0.0,19019,0 1 0 0 0 94 -28,0.0 0.0 0.0 0.0 0.0 1.0 0.9333333333333333,10.933333333333334,0.0,19018,0 1 0 0 0 94 -29,0.0 0.0 0.0 0.0 0.0 1.0 0.8666666666666667,10.866666666666667,0.0,19019
resolved-p14d-c14d-paper/resolved-p14d-c14d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s9,0 8 319 351 86 1318 -11,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0.0,10993,0 72 459 397 100 1639 8,0.0 0.23272727272727273 0.24054982817869416 0.12137203166226913 0.16470588235294117 0.7734939759036145 0.30158730158730157,25824.1047014724,0.0,10139,0 157 564 437 129 1494 3,0.0 0.5418181818181819 0.4209621993127148 0.22691292875989447 0.5058823529411764 0.42409638554216866 0.2222222222222222,58673.404525076985,0.0,10304,0 245 881 720 146 1733 35,0.0 0.8618181818181818 0.9656357388316151 0.9736147757255936 0.7058823529411765 1.0 0.7301587301587301,96893.10873988419,0.0,37449,0 252 878 726 146 1692 41,0.0 0.8872727272727273 0.9604810996563574 0.9894459102902374 0.7058823529411765 0.9012048192771084 0.8253968253968254,99401.95531443883,0.0,37065,0 251 884 730 152 1697 36,0.0 0.8836363636363637 0.9707903780068728 1.0 0.7764705882352941 0.9132530120481928 0.746031746031746,99159.06576439514,0.0,37107,0 283 901 700 171 1569 52,0.0 1.0 1.0 0.920844327176781 1.0 0.6048192771084338 1.0,111027.89251994787,0.0,35778,0 259 852 728 141 1606 36,0.0 0.9127272727272727 0.915807560137457 0.9947229551451188 0.6470588235294118 0.6939759036144578 0.746031746031746,101497.91750238207,0.0,36917,0 259 852 728 141 1606 36,0.0 0.9127272727272727 0.915807560137457 0.9947229551451188 0.6470588235294118 0.6939759036144578 0.746031746031746,101497.91750238207,0.0,36917
resolved-p14d-c14d-paper/resolved-p14d-c14d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s2,0 0 10 43 0 121 -48,0.0 0.0 0.0 1.0 0.0 1.0 0.8787878787878788,1010.8787878787879,0.0,3172,0 0 10 0 0 73 -77,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0,0.0,20091,0 0 10 0 0 74 -56,0.0 0.0 0.0 0.0 0.0 0.020833333333333332 0.6363636363636364,0.8446969696969697,0.0,20058,0 0 10 0 0 104 -45,0.0 0.0 0.0 0.0 0.0 0.6458333333333334 0.9696969696969697,7.428030303030304,0.0,21908,0 0 10 0 0 104 -44,0.0 0.0 0.0 0.0 0.0 0.6458333333333334 1.0,7.458333333333334,0.0,21907,0 0 10 0 0 104 -45,0.0 0.0 0.0 0.0 0.0 0.6458333333333334 0.9696969696969697,7.428030303030304,0.0,21908,0 0 10 0 0 104 -44,0.0 0.0 0.0 0.0 0.0 0.6458333333333334 1.0,7.458333333333334,0.0,21907,0 0 10 0 0 104 -45,0.0 0.0 0.0 0.0 0.0 0.6458333333333334 0.9696969696969697,7.428030303030304,0.0,21908,0 0 10 0 0 104 -45,0.0 0.0 0.0 0.0 0.0 0.6458333333333334 0.9696969696969697,7.428030303030304,0.0,21908
resolved-p14d-c14d-paper/resolved-p14d-c14d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s4,0 1 0 0 0 93 -39,0.0 0.0 0.0 0.0 0.0 0.0 0.17647058823529413,0.17647058823529413,0.0,24907,0 1 0 0 0 94 -42,0.0 0.0 0.0 0.0 0.0 0.05555555555555555 0.0,0.5555555555555556,0.0,25004,0 1 0 0 0 96 -42,0.0 0.0 0.0 0.0 0.0 0.16666666666666666 0.0,1.6666666666666665,0.0,24979,0 1 0 0 0 108 -26,0.0 0.0 0.0 0.0 0.0 0.8333333333333334 0.9411764705882353,9.27450980392157,0.0,34940,0 1 0 0 0 108 -26,0.0 0.0 0.0 0.0 0.0 0.8333333333333334 0.9411764705882353,9.27450980392157,0.0,34940,0 1 0 0 0 110 -26,0.0 0.0 0.0 0.0 0.0 0.9444444444444444 0.9411764705882353,10.38562091503268,0.0,34936,0 1 0 0 0 111 -30,0.0 0.0 0.0 0.0 0.0 1.0 0.7058823529411765,10.705882352941176,0.0,34934,0 1 0 0 0 108 -26,0.0 0.0 0.0 0.0 0.0 0.8333333333333334 0.9411764705882353,9.27450980392157,0.0,34940,0 1 0 0 0 104 -25,0.0 0.0 0.0 0.0 0.0 0.6111111111111112 1.0,7.111111111111112,0.0,34945
resolved-p14d-c14d-paper/resolved-p14d-c14d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s4,0 1 2 1 0 71 -82,0.0 0.0 1.0 1.0 0.0 0.2 0.0,11002.0,0.0,3841,0 1 0 0 0 65 -63,0.0 0.0 0.0 0.0 0.0 0.0 0.37254901960784315,0.37254901960784315,0.0,47498,0 1 0 0 0 75 -56,0.0 0.0 0.0 0.0 0.0 0.3333333333333333 0.5098039215686274,3.8431372549019605,0.0,47448,0 1 0 0 0 93 -31,0.0 0.0 0.0 0.0 0.0 0.9333333333333333 1.0,10.333333333333334,0.0,34568,0 1 0 0 0 93 -33,0.0 0.0 0.0 0.0 0.0 0.9333333333333333 0.9607843137254902,10.294117647058824,0.0,34569,0 1 0 0 0 93 -31,0.0 0.0 0.0 0.0 0.0 0.9333333333333333 1.0,10.333333333333334,0.0,34568,0 1 0 0 0 93 -31,0.0 0.0 0.0 0.0 0.0 0.9333333333333333 1.0,10.333333333333334,0.0,34568,0 1 0 0 0 95 -52,0.0 0.0 0.0 0.0 0.0 1.0 0.5882352941176471,10.588235294117647,0.0,34562,0 1 0 0 0 95 -52,0.0 0.0 0.0 0.0 0.0 1.0 0.5882352941176471,10.588235294117647,0.0,34562
